变量名,equip_id,stage,costGold,costItemMap
22642,11253,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
22643,11253,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
22651,11254,1,5000,{100=1}
22652,11254,2,10000,{100=1}
22653,11254,3,15000,{100=1}
22654,11254,4,20000,{5005=2;5004=2;5006=2;100=1}
22655,11254,5,25000,{5009=2;5007=2;5008=2;100=1}
22656,11254,6,30000,{5010=3;5012=3;5011=3;100=1}
22657,11254,7,35000,{5010=4;5012=4;5011=4;100=2}
22658,11254,8,40000,{5014=5;5015=5;5013=5;100=2}
22659,11254,9,50000,{5014=6;5015=6;5013=6;100=4}
22660,11254,10,60000,{5016=8;5017=8;5018=8;100=4}
22661,11254,11,80000,{5016=10;5017=10;5018=10;100=6}
22662,11254,12,100000,{5021=16;5020=16;5019=16;100=6}
22663,11254,13,120000,{5021=24;5020=24;5019=24;100=9}
22664,11254,14,140000,{5024=36;5023=36;5022=36;100=12}
22665,11254,15,160000,{5024=54;5023=54;5022=54;100=18}
22666,11254,16,180000,{5025=72;5026=72;5027=72;100=24}
22667,11254,17,200000,{5028=100;5030=100;5029=100;100=30}
22668,11254,18,220000,{5032=150;5031=150;5033=150;100=36}
22669,11254,19,240000,{5034=200;5035=200;5036=200;100=42}
22670,11254,20,260000,{5037=220;5039=220;5038=220;100=48}
22671,11254,21,300000,{5040=240;5042=240;5041=240;100=54}
22672,11254,22,350000,{5043=260;5045=260;5044=260;100=60}
22673,11254,23,400000,{5048=280;5047=280;5046=280;100=66}
22674,11254,24,450000,{5049=300;5050=300;5051=300;100=72}
22675,11254,25,500000,{5053=320;5054=320;5052=320;100=78}
22676,11254,26,550000,{5055=340;5057=340;100=84;5056=340}
22677,11254,27,600000,{5058=360;5059=360;100=90;5060=360}
22678,11254,28,650000,{5061=380;5063=380;100=96;5062=380}
22679,11254,29,700000,{5064=400;5065=400;100=102;5066=400}
22680,11254,30,750000,{5064=420;5065=420;100=108;5066=420}
22681,11254,31,800000,{5070=880;5072=880;100=114;5071=880}
22682,11254,32,850000,{5075=920;100=120;5073=920;5074=920}
22683,11254,33,900000,{5077=960;5078=960;100=126;5076=960}
22684,11254,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
22685,11254,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
22686,11254,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
22687,11254,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
22688,11254,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
22689,11254,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
22690,11254,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
22691,11254,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
22692,11254,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
22693,11254,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25001,11301,1,5000,{100=1}
25002,11301,2,10000,{100=1}
25003,11301,3,15000,{100=1}
25004,11301,4,20000,{5005=2;5004=2;5006=2;100=1}
25005,11301,5,25000,{5009=2;5007=2;5008=2;100=1}
25006,11301,6,30000,{5010=3;5012=3;5011=3;100=1}
25007,11301,7,35000,{5010=4;5012=4;5011=4;100=2}
25008,11301,8,40000,{5014=5;5015=5;5013=5;100=2}
25009,11301,9,50000,{5014=6;5015=6;5013=6;100=4}
25010,11301,10,60000,{5016=8;5017=8;5018=8;100=4}
25011,11301,11,80000,{5016=10;5017=10;5018=10;100=6}
25012,11301,12,100000,{5021=16;5020=16;5019=16;100=6}
25013,11301,13,120000,{5021=24;5020=24;5019=24;100=9}
25014,11301,14,140000,{5024=36;5023=36;5022=36;100=12}
25015,11301,15,160000,{5024=54;5023=54;5022=54;100=18}
25016,11301,16,180000,{5025=72;5026=72;5027=72;100=24}
25017,11301,17,200000,{5028=100;5030=100;5029=100;100=30}
25018,11301,18,220000,{5032=150;5031=150;5033=150;100=36}
25019,11301,19,240000,{5034=200;5035=200;5036=200;100=42}
25020,11301,20,260000,{5037=220;5039=220;5038=220;100=48}
25021,11301,21,300000,{5040=240;5042=240;5041=240;100=54}
25022,11301,22,350000,{5043=260;5045=260;5044=260;100=60}
25023,11301,23,400000,{5048=280;5047=280;5046=280;100=66}
25024,11301,24,450000,{5049=300;5050=300;5051=300;100=72}
25025,11301,25,500000,{5053=320;5054=320;5052=320;100=78}
25026,11301,26,550000,{5055=340;5057=340;100=84;5056=340}
25027,11301,27,600000,{5058=360;5059=360;100=90;5060=360}
25028,11301,28,650000,{5061=380;5063=380;100=96;5062=380}
25029,11301,29,700000,{5064=400;5065=400;100=102;5066=400}
25030,11301,30,750000,{5064=420;5065=420;100=108;5066=420}
25031,11301,31,800000,{5070=880;5072=880;100=114;5071=880}
25032,11301,32,850000,{5075=920;100=120;5073=920;5074=920}
25033,11301,33,900000,{5077=960;5078=960;100=126;5076=960}
25034,11301,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25035,11301,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25036,11301,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25037,11301,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25038,11301,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25039,11301,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25040,11301,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25041,11301,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25042,11301,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25043,11301,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25051,11302,1,5000,{100=1}
25052,11302,2,10000,{100=1}
25053,11302,3,15000,{100=1}
25054,11302,4,20000,{5005=2;5004=2;5006=2;100=1}
25055,11302,5,25000,{5009=2;5007=2;5008=2;100=1}
25056,11302,6,30000,{5010=3;5012=3;5011=3;100=1}
25057,11302,7,35000,{5010=4;5012=4;5011=4;100=2}
25058,11302,8,40000,{5014=5;5015=5;5013=5;100=2}
25059,11302,9,50000,{5014=6;5015=6;5013=6;100=4}
25060,11302,10,60000,{5016=8;5017=8;5018=8;100=4}
25061,11302,11,80000,{5016=10;5017=10;5018=10;100=6}
25062,11302,12,100000,{5021=16;5020=16;5019=16;100=6}
25063,11302,13,120000,{5021=24;5020=24;5019=24;100=9}
25064,11302,14,140000,{5024=36;5023=36;5022=36;100=12}
25065,11302,15,160000,{5024=54;5023=54;5022=54;100=18}
25066,11302,16,180000,{5025=72;5026=72;5027=72;100=24}
25067,11302,17,200000,{5028=100;5030=100;5029=100;100=30}
25068,11302,18,220000,{5032=150;5031=150;5033=150;100=36}
25069,11302,19,240000,{5034=200;5035=200;5036=200;100=42}
25070,11302,20,260000,{5037=220;5039=220;5038=220;100=48}
25071,11302,21,300000,{5040=240;5042=240;5041=240;100=54}
25072,11302,22,350000,{5043=260;5045=260;5044=260;100=60}
25073,11302,23,400000,{5048=280;5047=280;5046=280;100=66}
25074,11302,24,450000,{5049=300;5050=300;5051=300;100=72}
25075,11302,25,500000,{5053=320;5054=320;5052=320;100=78}
25076,11302,26,550000,{5055=340;5057=340;100=84;5056=340}
25077,11302,27,600000,{5058=360;5059=360;100=90;5060=360}
25078,11302,28,650000,{5061=380;5063=380;100=96;5062=380}
25079,11302,29,700000,{5064=400;5065=400;100=102;5066=400}
25080,11302,30,750000,{5064=420;5065=420;100=108;5066=420}
25081,11302,31,800000,{5070=880;5072=880;100=114;5071=880}
25082,11302,32,850000,{5075=920;100=120;5073=920;5074=920}
25083,11302,33,900000,{5077=960;5078=960;100=126;5076=960}
25084,11302,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25085,11302,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25086,11302,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25087,11302,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25088,11302,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25089,11302,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25090,11302,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25091,11302,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25092,11302,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25093,11302,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25101,11303,1,5000,{100=1}
25102,11303,2,10000,{100=1}
25103,11303,3,15000,{100=1}
25104,11303,4,20000,{5005=2;5004=2;5006=2;100=1}
25105,11303,5,25000,{5009=2;5007=2;5008=2;100=1}
25106,11303,6,30000,{5010=3;5012=3;5011=3;100=1}
25107,11303,7,35000,{5010=4;5012=4;5011=4;100=2}
25108,11303,8,40000,{5014=5;5015=5;5013=5;100=2}
25109,11303,9,50000,{5014=6;5015=6;5013=6;100=4}
25110,11303,10,60000,{5016=8;5017=8;5018=8;100=4}
25111,11303,11,80000,{5016=10;5017=10;5018=10;100=6}
25112,11303,12,100000,{5021=16;5020=16;5019=16;100=6}
25113,11303,13,120000,{5021=24;5020=24;5019=24;100=9}
25114,11303,14,140000,{5024=36;5023=36;5022=36;100=12}
25115,11303,15,160000,{5024=54;5023=54;5022=54;100=18}
25116,11303,16,180000,{5025=72;5026=72;5027=72;100=24}
25117,11303,17,200000,{5028=100;5030=100;5029=100;100=30}
25118,11303,18,220000,{5032=150;5031=150;5033=150;100=36}
25119,11303,19,240000,{5034=200;5035=200;5036=200;100=42}
25120,11303,20,260000,{5037=220;5039=220;5038=220;100=48}
25121,11303,21,300000,{5040=240;5042=240;5041=240;100=54}
25122,11303,22,350000,{5043=260;5045=260;5044=260;100=60}
25123,11303,23,400000,{5048=280;5047=280;5046=280;100=66}
25124,11303,24,450000,{5049=300;5050=300;5051=300;100=72}
25125,11303,25,500000,{5053=320;5054=320;5052=320;100=78}
25126,11303,26,550000,{5055=340;5057=340;100=84;5056=340}
25127,11303,27,600000,{5058=360;5059=360;100=90;5060=360}
25128,11303,28,650000,{5061=380;5063=380;100=96;5062=380}
25129,11303,29,700000,{5064=400;5065=400;100=102;5066=400}
25130,11303,30,750000,{5064=420;5065=420;100=108;5066=420}
25131,11303,31,800000,{5070=880;5072=880;100=114;5071=880}
25132,11303,32,850000,{5075=920;100=120;5073=920;5074=920}
25133,11303,33,900000,{5077=960;5078=960;100=126;5076=960}
25134,11303,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25135,11303,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25136,11303,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25137,11303,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25138,11303,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25139,11303,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25140,11303,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25141,11303,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25142,11303,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25143,11303,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25151,11304,1,5000,{100=1}
25152,11304,2,10000,{100=1}
25153,11304,3,15000,{100=1}
25154,11304,4,20000,{5005=2;5004=2;5006=2;100=1}
25155,11304,5,25000,{5009=2;5007=2;5008=2;100=1}
25156,11304,6,30000,{5010=3;5012=3;5011=3;100=1}
25157,11304,7,35000,{5010=4;5012=4;5011=4;100=2}
25158,11304,8,40000,{5014=5;5015=5;5013=5;100=2}
25159,11304,9,50000,{5014=6;5015=6;5013=6;100=4}
25160,11304,10,60000,{5016=8;5017=8;5018=8;100=4}
25161,11304,11,80000,{5016=10;5017=10;5018=10;100=6}
25162,11304,12,100000,{5021=16;5020=16;5019=16;100=6}
25163,11304,13,120000,{5021=24;5020=24;5019=24;100=9}
25164,11304,14,140000,{5024=36;5023=36;5022=36;100=12}
25165,11304,15,160000,{5024=54;5023=54;5022=54;100=18}
25166,11304,16,180000,{5025=72;5026=72;5027=72;100=24}
25167,11304,17,200000,{5028=100;5030=100;5029=100;100=30}
25168,11304,18,220000,{5032=150;5031=150;5033=150;100=36}
25169,11304,19,240000,{5034=200;5035=200;5036=200;100=42}
25170,11304,20,260000,{5037=220;5039=220;5038=220;100=48}
25171,11304,21,300000,{5040=240;5042=240;5041=240;100=54}
25172,11304,22,350000,{5043=260;5045=260;5044=260;100=60}
25173,11304,23,400000,{5048=280;5047=280;5046=280;100=66}
25174,11304,24,450000,{5049=300;5050=300;5051=300;100=72}
25175,11304,25,500000,{5053=320;5054=320;5052=320;100=78}
25176,11304,26,550000,{5055=340;5057=340;100=84;5056=340}
25177,11304,27,600000,{5058=360;5059=360;100=90;5060=360}
25178,11304,28,650000,{5061=380;5063=380;100=96;5062=380}
25179,11304,29,700000,{5064=400;5065=400;100=102;5066=400}
25180,11304,30,750000,{5064=420;5065=420;100=108;5066=420}
25181,11304,31,800000,{5070=880;5072=880;100=114;5071=880}
25182,11304,32,850000,{5075=920;100=120;5073=920;5074=920}
25183,11304,33,900000,{5077=960;5078=960;100=126;5076=960}
25184,11304,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25185,11304,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25186,11304,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25187,11304,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25188,11304,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25189,11304,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25190,11304,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25191,11304,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25192,11304,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25193,11304,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25501,11311,1,5000,{100=1}
25502,11311,2,10000,{100=1}
25503,11311,3,15000,{100=1}
25504,11311,4,20000,{5005=2;5004=2;5006=2;100=1}
25505,11311,5,25000,{5009=2;5007=2;5008=2;100=1}
25506,11311,6,30000,{5010=3;5012=3;5011=3;100=1}
25507,11311,7,35000,{5010=4;5012=4;5011=4;100=2}
25508,11311,8,40000,{5014=5;5015=5;5013=5;100=2}
25509,11311,9,50000,{5014=6;5015=6;5013=6;100=4}
25510,11311,10,60000,{5016=8;5017=8;5018=8;100=4}
25511,11311,11,80000,{5016=10;5017=10;5018=10;100=6}
25512,11311,12,100000,{5021=16;5020=16;5019=16;100=6}
25513,11311,13,120000,{5021=24;5020=24;5019=24;100=9}
25514,11311,14,140000,{5024=36;5023=36;5022=36;100=12}
25515,11311,15,160000,{5024=54;5023=54;5022=54;100=18}
25516,11311,16,180000,{5025=72;5026=72;5027=72;100=24}
25517,11311,17,200000,{5028=100;5030=100;5029=100;100=30}
25518,11311,18,220000,{5032=150;5031=150;5033=150;100=36}
25519,11311,19,240000,{5034=200;5035=200;5036=200;100=42}
25520,11311,20,260000,{5037=220;5039=220;5038=220;100=48}
25521,11311,21,300000,{5040=240;5042=240;5041=240;100=54}
25522,11311,22,350000,{5043=260;5045=260;5044=260;100=60}
25523,11311,23,400000,{5048=280;5047=280;5046=280;100=66}
25524,11311,24,450000,{5049=300;5050=300;5051=300;100=72}
25525,11311,25,500000,{5053=320;5054=320;5052=320;100=78}
25526,11311,26,550000,{5055=340;5057=340;100=84;5056=340}
25527,11311,27,600000,{5058=360;5059=360;100=90;5060=360}
25528,11311,28,650000,{5061=380;5063=380;100=96;5062=380}
25529,11311,29,700000,{5064=400;5065=400;100=102;5066=400}
25530,11311,30,750000,{5064=420;5065=420;100=108;5066=420}
25531,11311,31,800000,{5070=880;5072=880;100=114;5071=880}
25532,11311,32,850000,{5075=920;100=120;5073=920;5074=920}
25533,11311,33,900000,{5077=960;5078=960;100=126;5076=960}
25534,11311,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25535,11311,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25536,11311,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25537,11311,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25538,11311,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25539,11311,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25540,11311,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25541,11311,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25542,11311,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25543,11311,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25551,11312,1,5000,{100=1}
25552,11312,2,10000,{100=1}
25553,11312,3,15000,{100=1}
25554,11312,4,20000,{5005=2;5004=2;5006=2;100=1}
25555,11312,5,25000,{5009=2;5007=2;5008=2;100=1}
25556,11312,6,30000,{5010=3;5012=3;5011=3;100=1}
25557,11312,7,35000,{5010=4;5012=4;5011=4;100=2}
25558,11312,8,40000,{5014=5;5015=5;5013=5;100=2}
25559,11312,9,50000,{5014=6;5015=6;5013=6;100=4}
25560,11312,10,60000,{5016=8;5017=8;5018=8;100=4}
25561,11312,11,80000,{5016=10;5017=10;5018=10;100=6}
25562,11312,12,100000,{5021=16;5020=16;5019=16;100=6}
25563,11312,13,120000,{5021=24;5020=24;5019=24;100=9}
25564,11312,14,140000,{5024=36;5023=36;5022=36;100=12}
25565,11312,15,160000,{5024=54;5023=54;5022=54;100=18}
25566,11312,16,180000,{5025=72;5026=72;5027=72;100=24}
25567,11312,17,200000,{5028=100;5030=100;5029=100;100=30}
25568,11312,18,220000,{5032=150;5031=150;5033=150;100=36}
25569,11312,19,240000,{5034=200;5035=200;5036=200;100=42}
25570,11312,20,260000,{5037=220;5039=220;5038=220;100=48}
25571,11312,21,300000,{5040=240;5042=240;5041=240;100=54}
25572,11312,22,350000,{5043=260;5045=260;5044=260;100=60}
25573,11312,23,400000,{5048=280;5047=280;5046=280;100=66}
25574,11312,24,450000,{5049=300;5050=300;5051=300;100=72}
25575,11312,25,500000,{5053=320;5054=320;5052=320;100=78}
25576,11312,26,550000,{5055=340;5057=340;100=84;5056=340}
25577,11312,27,600000,{5058=360;5059=360;100=90;5060=360}
25578,11312,28,650000,{5061=380;5063=380;100=96;5062=380}
25579,11312,29,700000,{5064=400;5065=400;100=102;5066=400}
25580,11312,30,750000,{5064=420;5065=420;100=108;5066=420}
25581,11312,31,800000,{5070=880;5072=880;100=114;5071=880}
25582,11312,32,850000,{5075=920;100=120;5073=920;5074=920}
25583,11312,33,900000,{5077=960;5078=960;100=126;5076=960}
25584,11312,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25585,11312,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25586,11312,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25587,11312,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25588,11312,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25589,11312,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25590,11312,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25591,11312,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25592,11312,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25593,11312,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25601,11313,1,5000,{100=1}
25602,11313,2,10000,{100=1}
25603,11313,3,15000,{100=1}
25604,11313,4,20000,{5005=2;5004=2;5006=2;100=1}
25605,11313,5,25000,{5009=2;5007=2;5008=2;100=1}
25606,11313,6,30000,{5010=3;5012=3;5011=3;100=1}
25607,11313,7,35000,{5010=4;5012=4;5011=4;100=2}
25608,11313,8,40000,{5014=5;5015=5;5013=5;100=2}
25609,11313,9,50000,{5014=6;5015=6;5013=6;100=4}
25610,11313,10,60000,{5016=8;5017=8;5018=8;100=4}
25611,11313,11,80000,{5016=10;5017=10;5018=10;100=6}
25612,11313,12,100000,{5021=16;5020=16;5019=16;100=6}
25613,11313,13,120000,{5021=24;5020=24;5019=24;100=9}
25614,11313,14,140000,{5024=36;5023=36;5022=36;100=12}
25615,11313,15,160000,{5024=54;5023=54;5022=54;100=18}
25616,11313,16,180000,{5025=72;5026=72;5027=72;100=24}
25617,11313,17,200000,{5028=100;5030=100;5029=100;100=30}
25618,11313,18,220000,{5032=150;5031=150;5033=150;100=36}
25619,11313,19,240000,{5034=200;5035=200;5036=200;100=42}
25620,11313,20,260000,{5037=220;5039=220;5038=220;100=48}
25621,11313,21,300000,{5040=240;5042=240;5041=240;100=54}
25622,11313,22,350000,{5043=260;5045=260;5044=260;100=60}
25623,11313,23,400000,{5048=280;5047=280;5046=280;100=66}
25624,11313,24,450000,{5049=300;5050=300;5051=300;100=72}
25625,11313,25,500000,{5053=320;5054=320;5052=320;100=78}
25626,11313,26,550000,{5055=340;5057=340;100=84;5056=340}
25627,11313,27,600000,{5058=360;5059=360;100=90;5060=360}
25628,11313,28,650000,{5061=380;5063=380;100=96;5062=380}
25629,11313,29,700000,{5064=400;5065=400;100=102;5066=400}
25630,11313,30,750000,{5064=420;5065=420;100=108;5066=420}
25631,11313,31,800000,{5070=880;5072=880;100=114;5071=880}
25632,11313,32,850000,{5075=920;100=120;5073=920;5074=920}
25633,11313,33,900000,{5077=960;5078=960;100=126;5076=960}
25634,11313,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25635,11313,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25636,11313,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25637,11313,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25638,11313,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25639,11313,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25640,11313,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25641,11313,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25642,11313,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25643,11313,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
25651,11314,1,5000,{100=1}
25652,11314,2,10000,{100=1}
25653,11314,3,15000,{100=1}
25654,11314,4,20000,{5005=2;5004=2;5006=2;100=1}
25655,11314,5,25000,{5009=2;5007=2;5008=2;100=1}
25656,11314,6,30000,{5010=3;5012=3;5011=3;100=1}
25657,11314,7,35000,{5010=4;5012=4;5011=4;100=2}
25658,11314,8,40000,{5014=5;5015=5;5013=5;100=2}
25659,11314,9,50000,{5014=6;5015=6;5013=6;100=4}
25660,11314,10,60000,{5016=8;5017=8;5018=8;100=4}
25661,11314,11,80000,{5016=10;5017=10;5018=10;100=6}
25662,11314,12,100000,{5021=16;5020=16;5019=16;100=6}
25663,11314,13,120000,{5021=24;5020=24;5019=24;100=9}
25664,11314,14,140000,{5024=36;5023=36;5022=36;100=12}
25665,11314,15,160000,{5024=54;5023=54;5022=54;100=18}
25666,11314,16,180000,{5025=72;5026=72;5027=72;100=24}
25667,11314,17,200000,{5028=100;5030=100;5029=100;100=30}
25668,11314,18,220000,{5032=150;5031=150;5033=150;100=36}
25669,11314,19,240000,{5034=200;5035=200;5036=200;100=42}
25670,11314,20,260000,{5037=220;5039=220;5038=220;100=48}
25671,11314,21,300000,{5040=240;5042=240;5041=240;100=54}
25672,11314,22,350000,{5043=260;5045=260;5044=260;100=60}
25673,11314,23,400000,{5048=280;5047=280;5046=280;100=66}
25674,11314,24,450000,{5049=300;5050=300;5051=300;100=72}
25675,11314,25,500000,{5053=320;5054=320;5052=320;100=78}
25676,11314,26,550000,{5055=340;5057=340;100=84;5056=340}
25677,11314,27,600000,{5058=360;5059=360;100=90;5060=360}
25678,11314,28,650000,{5061=380;5063=380;100=96;5062=380}
25679,11314,29,700000,{5064=400;5065=400;100=102;5066=400}
25680,11314,30,750000,{5064=420;5065=420;100=108;5066=420}
25681,11314,31,800000,{5070=880;5072=880;100=114;5071=880}
25682,11314,32,850000,{5075=920;100=120;5073=920;5074=920}
25683,11314,33,900000,{5077=960;5078=960;100=126;5076=960}
25684,11314,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
25685,11314,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
25686,11314,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
25687,11314,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
25688,11314,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
25689,11314,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
25690,11314,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
25691,11314,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
25692,11314,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
25693,11314,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26001,11321,1,5000,{100=1}
26002,11321,2,10000,{100=1}
26003,11321,3,15000,{100=1}
26004,11321,4,20000,{5005=2;5004=2;5006=2;100=1}
26005,11321,5,25000,{5009=2;5007=2;5008=2;100=1}
26006,11321,6,30000,{5010=3;5012=3;5011=3;100=1}
26007,11321,7,35000,{5010=4;5012=4;5011=4;100=2}
26008,11321,8,40000,{5014=5;5015=5;5013=5;100=2}
26009,11321,9,50000,{5014=6;5015=6;5013=6;100=4}
26010,11321,10,60000,{5016=8;5017=8;5018=8;100=4}
26011,11321,11,80000,{5016=10;5017=10;5018=10;100=6}
26012,11321,12,100000,{5021=16;5020=16;5019=16;100=6}
26013,11321,13,120000,{5021=24;5020=24;5019=24;100=9}
26014,11321,14,140000,{5024=36;5023=36;5022=36;100=12}
26015,11321,15,160000,{5024=54;5023=54;5022=54;100=18}
26016,11321,16,180000,{5025=72;5026=72;5027=72;100=24}
26017,11321,17,200000,{5028=100;5030=100;5029=100;100=30}
26018,11321,18,220000,{5032=150;5031=150;5033=150;100=36}
26019,11321,19,240000,{5034=200;5035=200;5036=200;100=42}
26020,11321,20,260000,{5037=220;5039=220;5038=220;100=48}
26021,11321,21,300000,{5040=240;5042=240;5041=240;100=54}
26022,11321,22,350000,{5043=260;5045=260;5044=260;100=60}
26023,11321,23,400000,{5048=280;5047=280;5046=280;100=66}
26024,11321,24,450000,{5049=300;5050=300;5051=300;100=72}
26025,11321,25,500000,{5053=320;5054=320;5052=320;100=78}
26026,11321,26,550000,{5055=340;5057=340;100=84;5056=340}
26027,11321,27,600000,{5058=360;5059=360;100=90;5060=360}
26028,11321,28,650000,{5061=380;5063=380;100=96;5062=380}
26029,11321,29,700000,{5064=400;5065=400;100=102;5066=400}
26030,11321,30,750000,{5064=420;5065=420;100=108;5066=420}
26031,11321,31,800000,{5070=880;5072=880;100=114;5071=880}
26032,11321,32,850000,{5075=920;100=120;5073=920;5074=920}
26033,11321,33,900000,{5077=960;5078=960;100=126;5076=960}
26034,11321,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26035,11321,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26036,11321,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26037,11321,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26038,11321,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26039,11321,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26040,11321,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26041,11321,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26042,11321,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26043,11321,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26051,11322,1,5000,{100=1}
26052,11322,2,10000,{100=1}
26053,11322,3,15000,{100=1}
26054,11322,4,20000,{5005=2;5004=2;5006=2;100=1}
26055,11322,5,25000,{5009=2;5007=2;5008=2;100=1}
26056,11322,6,30000,{5010=3;5012=3;5011=3;100=1}
26057,11322,7,35000,{5010=4;5012=4;5011=4;100=2}
