±äÁ¿Ãû,level,randomWeight,card1,skillMap1,card2,skillMap2,card3,skillMap3,card4,skillMap4,card5,skillMap5,card6,skillMap6
319,100,100,{id=2871},{28712=31;28713=31;28711=31},{star=4;id=3011},{30113=31;30111=31;30112=31},{star=4;id=2011},{20112=31;20111=31;20113=31},{star=4;id=491},{4913=31;4911=31;4912=31},{star=4;id=3141},{31413=31;31412=31;31411=31},{star=4;id=301},{3013=31;3012=31;3011=31}
320,100,100,{id=11},{112=31;111=31;113=31},{star=4;id=2961},{29612=31;29611=31;29613=31},{star=4;id=271},{2713=31;2712=31;2711=31},{star=4;id=91},{912=31;911=31;913=31},{star=4;id=1841},{18411=31;18413=31;18412=31},{star=4;id=1391},{13911=31;13913=31;13912=31}
321,100,100,{id=3291},{32912=33;32911=33;32913=33},{star=4;id=881},{8811=33;8813=33;8812=33},{star=4;id=741},{7411=33;7412=33;7413=33},{star=4;id=2591},{25911=33;25912=33;25913=33},{star=4;id=781},{7811=33;7812=33;7813=33},{star=4;id=1311},{13111=33;13113=33;13112=33}
322,100,100,{id=331},{3312=33;3313=33;3311=33},{star=4;id=801},{8011=33;8013=33;8012=33},{star=4;id=2591},{25911=33;25912=33;25913=33},{star=4;id=2631},{26312=33;26311=33;26313=33},{star=4;id=1},{11=33;13=33;12=33},{star=4;id=1311},{13111=33;13113=33;13112=33}
323,100,100,{id=51},{512=33;513=33;511=33},{star=4;id=2011},{20112=33;20111=33;20113=33},{star=4;id=731},{7312=33;7313=33;7311=33},{star=4;id=881},{8811=33;8813=33;8812=33},{star=4;id=2921},{29212=33;29211=33;29213=33},{star=4;id=551},{5512=33;5511=33;5513=33}
324,100,100,{id=731},{7312=33;7313=33;7311=33},{star=4;id=3541},{35412=33;35413=33;35411=33},{star=4;id=3291},{32912=33;32911=33;32913=33},{star=4;id=3301},{33012=33;33013=33;33011=33},{star=4;id=3431},{34312=33;34313=33;34311=33},{star=4;id=461},{4612=33;4611=33;4613=33}
325,100,100,{id=591},{5912=33;5911=33;5913=33},{star=4;id=1501},{15012=33;15011=33;15013=33},{star=4;id=3141},{31413=33;31412=33;31411=33},{star=4;id=2721},{27212=33;27213=33;27211=33},{star=4;id=1231},{12311=33;12312=33;12313=33},{star=4;id=301},{3013=33;3012=33;3011=33}
326,100,100,{id=11},{112=33;111=33;113=33},{star=4;id=391},{3912=33;3913=33;3911=33},{star=4;id=601},{6012=33;6011=33;6013=33},{star=4;id=3141},{31413=33;31412=33;31411=33},{star=4;id=2681},{26811=33;26812=33;26813=33},{star=4;id=2821},{28211=33;28212=33;28213=33}
327,100,100,{id=3141},{31413=33;31412=33;31411=33},{star=4;id=301},{3013=33;3012=33;3011=33},{star=4;id=3291},{32912=33;32911=33;32913=33},{star=4;id=2071},{20712=33;20713=33;20711=33},{star=4;id=1861},{18612=33;18611=33;18613=33},{star=4;id=471},{4713=33;4711=33;4712=33}
328,100,100,{id=2961},{29612=33;29611=33;29613=33},{star=4;id=691},{6912=33;6913=33;6911=33},{star=4;id=1421},{14212=33;14211=33;14213=33},{star=4;id=3411},{34113=33;34111=33;34112=33},{star=4;id=21},{212=33;211=33;213=33},{star=4;id=1441},{14411=33;14413=33;14412=33}
329,100,100,{id=1251},{12511=33;12513=33;12512=33},{star=4;id=2721},{27212=33;27213=33;27211=33},{star=4;id=3301},{33012=33;33013=33;33011=33},{star=4;id=1811},{18112=33;18111=33;18113=33},{star=4;id=1861},{18612=33;18611=33;18613=33},{star=4;id=2681},{26811=33;26812=33;26813=33}
330,100,100,{id=1221},{12211=33;12213=33;12212=33},{star=4;id=591},{5912=33;5911=33;5913=33},{star=4;id=471},{4713=33;4711=33;4712=33},{star=4;id=551},{5512=33;5511=33;5513=33},{star=4;id=2271},{22712=33;22711=33;22713=33},{star=4;id=21},{212=33;211=33;213=33}
331,100,100,{id=2871},{28712=33;28713=33;28711=33},{star=4;id=3351},{33512=33;33511=33;33513=33},{star=4;id=3541},{35412=33;35413=33;35411=33},{star=4;id=551},{5512=33;5511=33;5513=33},{star=4;id=2721},{27212=33;27213=33;27211=33},{star=4;id=271},{2713=33;2712=33;2711=33}
332,100,100,{id=391},{3912=33;3913=33;3911=33},{star=4;id=1171},{11712=33;11713=33;11711=33},{star=4;id=591},{5912=33;5911=33;5913=33},{star=4;id=1251},{12511=33;12513=33;12512=33},{star=4;id=741},{7411=33;7412=33;7413=33},{star=4;id=331},{3312=33;3313=33;3311=33}
333,100,100,{id=2821},{28211=33;28212=33;28213=33},{star=4;id=2301},{23012=33;23011=33;23013=33},{star=4;id=271},{2713=33;2712=33;2711=33},{star=4;id=1841},{18411=33;18413=33;18412=33},{star=4;id=771},{7712=33;7711=33;7713=33},{star=4;id=11},{112=33;111=33;113=33}
334,100,100,{id=3301},{33012=33;33013=33;33011=33},{star=4;id=271},{2713=33;2712=33;2711=33},{star=4;id=731},{7312=33;7313=33;7311=33},{star=4;id=281},{2813=33;2811=33;2812=33},{star=4;id=471},{4713=33;4711=33;4712=33},{star=4;id=2481},{24813=33;24811=33;24812=33}
335,100,100,{id=1811},{18112=33;18111=33;18113=33},{star=4;id=1071},{10713=33;10711=33;10712=33},{star=4;id=731},{7312=33;7313=33;7311=33},{star=4;id=3541},{35412=33;35413=33;35411=33},{star=4;id=1311},{13111=33;13113=33;13112=33},{star=4;id=1391},{13911=33;13913=33;13912=33}
336,100,100,{id=2011},{20112=33;20111=33;20113=33},{star=4;id=91},{912=33;911=33;913=33},{star=4;id=461},{4612=33;4611=33;4613=33},{star=4;id=331},{3312=33;3313=33;3311=33},{star=4;id=2271},{22712=33;22711=33;22713=33},{star=4;id=391},{3912=33;3913=33;3911=33}
337,100,100,{id=2921},{29212=33;29211=33;29213=33},{star=4;id=301},{3013=33;3012=33;3011=33},{star=4;id=1291},{12913=33;12911=33;12912=33},{star=4;id=781},{7811=33;7812=33;7813=33},{star=4;id=3431},{34312=33;34313=33;34311=33},{star=4;id=2961},{29612=33;29611=33;29613=33}
338,100,100,{id=461},{4612=33;4611=33;4613=33},{star=4;id=2921},{29212=33;29211=33;29213=33},{star=4;id=2591},{25911=33;25912=33;25913=33},{star=4;id=261},{2611=33;2613=33;2612=33},{star=4;id=1},{11=33;13=33;12=33},{star=4;id=2481},{24813=33;24811=33;24812=33}
339,100,100,{id=2611},{26113=33;26111=33;26112=33},{star=4;id=331},{3312=33;3313=33;3311=33},{star=4;id=1611},{16113=33;16111=33;16112=33},{star=4;id=1251},{12511=33;12513=33;12512=33},{star=4;id=601},{6012=33;6011=33;6013=33},{star=4;id=2681},{26811=33;26812=33;26813=33}
340,100,100,{id=3541},{35412=33;35413=33;35411=33},{star=4;id=1811},{18112=33;18111=33;18113=33},{star=4;id=11},{112=33;111=33;113=33},{star=4;id=2961},{29612=33;29611=33;29613=33},{star=4;id=2011},{20112=33;20111=33;20113=33},{star=4;id=471},{4713=33;4711=33;4712=33}
341,100,100,{id=331},{3312=35;3313=35;3311=35},{star=4;id=371},{3712=35;3711=35;3713=35},{star=4;id=1391},{13911=35;13913=35;13912=35},{star=4;id=3301},{33012=35;33013=35;33011=35},{star=4;id=91},{912=35;911=35;913=35},{star=4;id=1441},{14411=35;14413=35;14412=35}
342,100,100,{id=1421},{14212=35;14211=35;14213=35},{star=4;id=2481},{24813=35;24811=35;24812=35},{star=4;id=3301},{33012=35;33013=35;33011=35},{star=4;id=51},{512=35;513=35;511=35},{star=4;id=1291},{12913=35;12911=35;12912=35},{star=4;id=3291},{32912=35;32911=35;32913=35}
343,100,100,{id=3351},{33512=35;33511=35;33513=35},{star=4;id=91},{912=35;911=35;913=35},{star=4;id=1171},{11712=35;11713=35;11711=35},{star=4;id=2871},{28712=35;28713=35;28711=35},{star=4;id=3541},{35412=35;35413=35;35411=35},{star=4;id=3281},{32812=35;32811=35;32813=35}
344,100,100,{id=1311},{13111=35;13113=35;13112=35},{star=4;id=2681},{26811=35;26812=35;26813=35},{star=4;id=1231},{12311=35;12312=35;12313=35},{star=4;id=261},{2611=35;2613=35;2612=35},{star=4;id=1501},{15012=35;15011=35;15013=35},{star=4;id=1171},{11712=35;11713=35;11711=35}
345,100,100,{id=1421},{14212=35;14211=35;14213=35},{star=4;id=1291},{12913=35;12911=35;12912=35},{star=4;id=2871},{28712=35;28713=35;28711=35},{star=4;id=2071},{20712=35;20713=35;20711=35},{star=4;id=1611},{16113=35;16111=35;16112=35},{star=4;id=1391},{13911=35;13913=35;13912=35}
346,100,100,{id=491},{4913=35;4911=35;4912=35},{star=4;id=3351},{33512=35;33511=35;33513=35},{star=4;id=2271},{22712=35;22711=35;22713=35},{star=4;id=1861},{18612=35;18611=35;18613=35},{star=4;id=261},{2611=35;2613=35;2612=35},{star=4;id=571},{5711=35;5713=35;5712=35}
347,100,100,{id=3501},{35012=35;35011=35;35013=35},{star=4;id=301},{3013=35;3012=35;3011=35},{star=4;id=1},{11=35;13=35;12=35},{star=4;id=1241},{12412=35;12411=35;12413=35},{star=4;id=3411},{34113=35;34111=35;34112=35},{star=4;id=1811},{18112=35;18111=35;18113=35}
348,100,100,{id=741},{7411=35;7412=35;7413=35},{star=4;id=3021},{30211=35;30213=35;30212=35},{star=4;id=51},{512=35;513=35;511=35},{star=4;id=1501},{15012=35;15011=35;15013=35},{star=4;id=1611},{16113=35;16111=35;16112=35},{star=4;id=461},{4612=35;4611=35;4613=35}
349,100,100,{id=461},{4612=35;4611=35;4613=35},{star=4;id=1081},{10811=35;10813=35;10812=35},{star=4;id=3001},{30012=35;30011=35;30013=35},{star=4;id=2591},{25911=35;25912=35;25913=35},{star=4;id=481},{4811=35;4813=35;4812=35},{star=4;id=271},{2713=35;2712=35;2711=35}
350,100,100,{id=2821},{28211=35;28212=35;28213=35},{star=4;id=1},{11=35;13=35;12=35},{star=4;id=461},{4612=35;4611=35;4613=35},{star=4;id=391},{3912=35;3913=35;3911=35},{star=4;id=2481},{24813=35;24811=35;24812=35},{star=4;id=781},{7811=35;7812=35;7813=35}
351,100,100,{id=371},{3712=35;3711=35;3713=35},{star=4;id=2821},{28211=35;28212=35;28213=35},{star=4;id=3291},{32912=35;32911=35;32913=35},{star=4;id=3501},{35012=35;35011=35;35013=35},{star=4;id=2071},{20712=35;20713=35;20711=35},{star=4;id=1861},{18612=35;18611=35;18613=35}
352,100,100,{id=3511},{35111=35;35113=35;35112=35},{star=4;id=2721},{27212=35;27213=35;27211=35},{star=4;id=3471},{34711=35;34713=35;34712=35},{star=4;id=11},{112=35;111=35;113=35},{star=4;id=3011},{30113=35;30111=35;30112=35},{star=4;id=2071},{20712=35;20713=35;20711=35}
353,100,100,{id=3431},{34312=35;34313=35;34311=35},{star=4;id=3291},{32912=35;32911=35;32913=35},{star=4;id=1391},{13911=35;13913=35;13912=35},{star=4;id=1071},{10713=35;10711=35;10712=35},{star=4;id=3541},{35412=35;35413=35;35411=35},{star=4;id=1221},{12211=35;12213=35;12212=35}
354,100,100,{id=571},{5711=35;5713=35;5712=35},{star=4;id=601},{6012=35;6011=35;6013=35},{star=4;id=21},{212=35;211=35;213=35},{star=4;id=801},{8011=35;8013=35;8012=35},{star=4;id=2681},{26811=35;26812=35;26813=35},{star=4;id=791},{7912=35;7913=35;7911=35}
355,100,100,{id=571},{5711=35;5713=35;5712=35},{star=4;id=1611},{16113=35;16111=35;16112=35},{star=4;id=2011},{20112=35;20111=35;20113=35},{star=4;id=551},{5512=35;5511=35;5513=35},{star=4;id=331},{3312=35;3313=35;3311=35},{star=4;id=3541},{35412=35;35413=35;35411=35}
356,100,100,{id=21},{212=35;211=35;213=35},{star=4;id=461},{4612=35;4611=35;4613=35},{star=4;id=3541},{35412=35;35413=35;35411=35},{star=4;id=481},{4811=35;4813=35;4812=35},{star=4;id=3501},{35012=35;35011=35;35013=35},{star=4;id=1391},{13911=35;13913=35;13912=35}
357,100,100,{id=601},{6012=35;6011=35;6013=35},{star=4;id=3141},{31413=35;31412=35;31411=35},{star=4;id=2721},{27212=35;27213=35;27211=35},{star=4;id=2611},{26113=35;26111=35;26112=35},{star=4;id=1311},{13111=35;13113=35;13112=35},{star=4;id=3291},{32912=35;32911=35;32913=35}
358,100,100,{id=1501},{15012=35;15011=35;15013=35},{star=4;id=3301},{33012=35;33013=35;33011=35},{star=4;id=1441},{14411=35;14413=35;14412=35},{star=4;id=1221},{12211=35;12213=35;12212=35},{star=4;id=51},{512=35;513=35;511=35},{star=4;id=3511},{35111=35;35113=35;35112=35}
359,100,100,{id=601},{6012=35;6011=35;6013=35},{star=4;id=91},{912=35;911=35;913=35},{star=4;id=3511},{35111=35;35113=35;35112=35},{star=4;id=1291},{12913=35;12911=35;12912=35},{star=4;id=2961},{29612=35;29611=35;29613=35},{star=4;id=551},{5512=35;5511=35;5513=35}
360,100,100,{id=261},{2611=35;2613=35;2612=35},{star=4;id=1251},{12511=35;12513=35;12512=35},{star=4;id=1861},{18612=35;18611=35;18613=35},{star=4;id=2481},{24813=35;24811=35;24812=35},{star=4;id=2961},{29612=35;29611=35;29613=35},{star=4;id=51},{512=35;513=35;511=35}
