变量名,_beizhu,cardID,unitID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
默认值,,0,0,"""""","""""","""""","""""","""""","""""","""""",1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",<cn;tw;en;vn;kr;pt;th>
ID,备注,卡牌ID,形象ID,描述,描述,描述,描述,描述,描述,描述,稀有度,等级,星级,突破阶数,技能等级,技能({skillID=skillLevel;...}),潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,血量,物攻,特攻,物防,特防,速度,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性,控制率,免控率,吸血率,反弹率,语言
100505,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100506,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100507,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100508,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100509,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100510,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100601,,2401,0,副本7_玩家卡1,副本7_玩家卡1,Stage7_PlayerCard1,Phó bản7_Thẻ người chơi1,던전7_플레이어카드1,Masmorra7_CartaJogador1,ดันเจี้ยน7_การ์ดผู้เล่น1,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100602,,23,0,副本7_玩家卡2,副本7_玩家卡2,Stage7_PlayerCard2,Phó bản7_Thẻ người chơi2,던전7_플레이어카드2,Masmorra7_CartaJogador2,ดันเจี้ยน7_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100603,,3413,0,副本7_玩家卡3,副本7_玩家卡3,Stage7_PlayerCard3,Phó bản7_Thẻ người chơi3,던전7_플레이어카드3,Masmorra7_CartaJogador3,ดันเจี้ยน7_การ์ดผู้เล่น3,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100604,,3161,0,副本7_玩家卡4,副本7_玩家卡4,Stage7_PlayerCard4,Phó bản7_Thẻ người chơi4,던전7_플레이어카드4,Masmorra7_CartaJogador4,ดันเจี้ยน7_การ์ดผู้เล่น4,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100605,,771,0,副本7_玩家卡5,副本7_玩家卡5,Stage7_PlayerCard5,Phó bản7_Thẻ người chơi5,던전7_플레이어카드5,Masmorra7_CartaJogador5,ดันเจี้ยน7_การ์ดผู้เล่น5,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100606,,3303,0,副本7_玩家卡6,副本7_玩家卡6,Stage7_PlayerCard6,Phó bản7_Thẻ người chơi6,던전7_플레이어카드6,Masmorra7_CartaJogador6,ดันเจี้ยน7_การ์ดผู้เล่น6,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100607,,263,0,副本7_玩家卡7,副本7_玩家卡7,Stage7_PlayerCard7,Phó bản7_Thẻ người chơi7,던전7_플레이어카드7,Masmorra7_CartaJogador7,ดันเจี้ยน7_การ์ดผู้เล่น7,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100608,,603,0,副本7_玩家卡8,副本7_玩家卡8,Stage7_PlayerCard8,Phó bản7_Thẻ người chơi8,던전7_플레이어카드8,Masmorra7_CartaJogador8,ดันเจี้ยน7_การ์ดผู้เล่น8,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100609,,1303,0,副本7_玩家卡9,副本7_玩家卡9,Stage7_PlayerCard9,Phó bản7_Thẻ người chơi9,던전7_플레이어카드9,Masmorra7_CartaJogador9,ดันเจี้ยน7_การ์ดผู้เล่น9,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100610,,1241,0,副本7_玩家卡10,副本7_玩家卡10,Stage7_PlayerCard10,Phó bản7_Thẻ người chơi10,던전7_플레이어카드10,Masmorra7_CartaJogador10,ดันเจี้ยน7_การ์ดผู้เล่น10,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100611,,1771,400607,副本7_玩家卡11,副本7_玩家卡11,Stage7_PlayerCard11,Phó bản7_Thẻ người chơi11,던전7_플레이어카드11,Masmorra7_CartaJogador11,ดันเจี้ยน7_การ์ดผู้เล่น11,3,90,12,17,<80;80;80;80;80;80>,{17712=80;17711=80;17713=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100621,,3353,0,副本7_玩家卡12,副本7_玩家卡12,Stage7_PlayerCard12,Phó bản7_Thẻ người chơi12,던전7_플레이어카드12,Masmorra7_CartaJogador12,ดันเจี้ยน7_การ์ดผู้เล่น12,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100624,,572,0,副本7_玩家卡13,副本7_玩家卡13,Stage7_PlayerCard13,Phó bản7_Thẻ người chơi13,던전7_플레이어카드13,Masmorra7_CartaJogador13,ดันเจี้ยน7_การ์ดผู้เล่น13,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100701,,92,0,副本8_玩家卡1,副本8_玩家卡1,Stage8_PlayerCard1,Phó bản8_Thẻ người chơi1,던전8_플레이어카드1,Masmorra8_CartaJogador1,ดันเจี้ยน8_การ์ดผู้เล่น1,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100702,,92,0,副本8_玩家卡2,副本8_玩家卡2,Stage8_PlayerCard2,Phó bản8_Thẻ người chơi2,던전8_플레이어카드2,Masmorra8_CartaJogador2,ดันเจี้ยน8_การ์ดผู้เล่น2,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100703,,92,0,副本8_玩家卡3,副本8_玩家卡3,Stage8_PlayerCard3,Phó bản8_Thẻ người chơi3,던전8_플레이어카드3,Masmorra8_CartaJogador3,ดันเจี้ยน8_การ์ดผู้เล่น3,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100704,,92,0,副本8_玩家卡4,副本8_玩家卡4,Stage8_PlayerCard4,Phó bản8_Thẻ người chơi4,던전8_플레이어카드4,Masmorra8_CartaJogador4,ดันเจี้ยน8_การ์ดผู้เล่น4,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100705,,92,0,副本8_玩家卡5,副本8_玩家卡5,Stage8_PlayerCard5,Phó bản8_Thẻ người chơi5,던전8_플레이어카드5,Masmorra8_CartaJogador5,ดันเจี้ยน8_การ์ดผู้เล่น5,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100706,,92,0,副本8_玩家卡6,副本8_玩家卡6,Stage8_PlayerCard6,Phó bản8_Thẻ người chơi6,던전8_플레이어카드6,Masmorra8_CartaJogador6,ดันเจี้ยน8_การ์ดผู้เล่น6,2,90,12,17,<80;80;80;80;80;80>,{924=80;926=80;40007076=80;922=80;921=80;923=80},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100707,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100708,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100709,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100710,,0,0,,,,,,,,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100801,,23,0,副本9_玩家卡1,副本9_玩家卡1,Stage9_PlayerCard1,Phó bản9_Thẻ người chơi1,던전9_플레이어카드1,Masmorra9_CartaJogador1,ดันเจี้ยน9_การ์ดผู้เล่น1,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100802,,1221,0,副本9_玩家卡2,副本9_玩家卡2,Stage9_PlayerCard2,Phó bản9_Thẻ người chơi2,던전9_플레이어카드2,Masmorra9_CartaJogador2,ดันเจี้ยน9_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100803,,1313,0,副本9_玩家卡3,副本9_玩家卡3,Stage9_PlayerCard3,Phó bản9_Thẻ người chơi3,던전9_플레이어카드3,Masmorra9_CartaJogador3,ดันเจี้ยน9_การ์ดผู้เล่น3,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100804,,1082,0,副本9_玩家卡4,副本9_玩家卡4,Stage9_PlayerCard4,Phó bản9_Thẻ người chơi4,던전9_플레이어카드4,Masmorra9_CartaJogador4,ดันเจี้ยน9_การ์ดผู้เล่น4,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100805,,333,0,副本9_玩家卡5,副本9_玩家卡5,Stage9_PlayerCard5,Phó bản9_Thẻ người chơi5,던전9_플레이어카드5,Masmorra9_CartaJogador5,ดันเจี้ยน9_การ์ดผู้เล่น5,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100806,,263,0,副本9_玩家卡6,副本9_玩家卡6,Stage9_PlayerCard6,Phó bản9_Thẻ người chơi6,던전9_플레이어카드6,Masmorra9_CartaJogador6,ดันเจี้ยน9_การ์ดผู้เล่น6,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100807,,1612,0,副本9_玩家卡7,副本9_玩家卡7,Stage9_PlayerCard7,Phó bản9_Thẻ người chơi7,던전9_플레이어카드7,Masmorra9_CartaJogador7,ดันเจี้ยน9_การ์ดผู้เล่น7,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100808,,1393,0,副本9_玩家卡8,副本9_玩家卡8,Stage9_PlayerCard8,Phó bản9_Thẻ người chơi8,던전9_플레이어카드8,Masmorra9_CartaJogador8,ดันเจี้ยน9_การ์ดผู้เล่น8,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100809,,3303,0,副本9_玩家卡9,副本9_玩家卡9,Stage9_PlayerCard9,Phó bản9_Thẻ người chơi9,던전9_플레이어카드9,Masmorra9_CartaJogador9,ดันเจี้ยน9_การ์ดผู้เล่น9,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100810,,1303,0,副本9_玩家卡10,副本9_玩家卡10,Stage9_PlayerCard10,Phó bản9_Thẻ người chơi10,던전9_플레이어카드10,Masmorra9_CartaJogador10,ดันเจี้ยน9_การ์ดผู้เล่น10,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100901,,552,0,副本10_玩家卡1,副本10_玩家卡1,Stage10_PlayerCard1,Phó bản10_Thẻ người chơi1,던전10_플레이어카드1,Masmorra10_CartaJogador1,ดันเจี้ยน10_การ์ดผู้เล่น1,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100902,,783,0,副本10_玩家卡2,副本10_玩家卡2,Stage10_PlayerCard2,Phó bản10_Thẻ người chơi2,던전10_플레이어카드2,Masmorra10_CartaJogador2,ดันเจี้ยน10_การ์ดผู้เล่น2,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100903,,23,0,副本10_玩家卡3,副本10_玩家卡3,Stage10_PlayerCard3,Phó bản10_Thẻ người chơi3,던전10_플레이어카드3,Masmorra10_CartaJogador3,ดันเจี้ยน10_การ์ดผู้เล่น3,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100904,,273,0,副本10_玩家卡4,副本10_玩家卡4,Stage10_PlayerCard4,Phó bản10_Thẻ người chơi4,던전10_플레이어카드4,Masmorra10_CartaJogador4,ดันเจี้ยน10_การ์ดผู้เล่น4,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100905,,13,0,副本10_玩家卡5,副本10_玩家卡5,Stage10_PlayerCard5,Phó bản10_Thẻ người chơi5,던전10_플레이어카드5,Masmorra10_CartaJogador5,ดันเจี้ยน10_การ์ดผู้เล่น5,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100906,,1802,0,副本10_玩家卡6,副本10_玩家卡6,Stage10_PlayerCard6,Phó bản10_Thẻ người chơi6,던전10_플레이어카드6,Masmorra10_CartaJogador6,ดันเจี้ยน10_การ์ดผู้เล่น6,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100907,,2483,0,副本10_玩家卡7,副本10_玩家卡7,Stage10_PlayerCard7,Phó bản10_Thẻ người chơi7,던전10_플레이어카드7,Masmorra10_CartaJogador7,ดันเจี้ยน10_การ์ดผู้เล่น7,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100908,,2963,0,副本10_玩家卡8,副本10_玩家卡8,Stage10_PlayerCard8,Phó bản10_Thẻ người chơi8,던전10_플레이어카드8,Masmorra10_CartaJogador8,ดันเจี้ยน10_การ์ดผู้เล่น8,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100909,,2302,0,副本10_玩家卡9,副本10_玩家卡9,Stage10_PlayerCard9,Phó bản10_Thẻ người chơi9,던전10_플레이어카드9,Masmorra10_CartaJogador9,ดันเจี้ยน10_การ์ดผู้เล่น9,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100910,,3,0,副本10_玩家卡10,副本10_玩家卡10,Stage10_PlayerCard10,Phó bản10_Thẻ người chơi10,던전10_플레이어카드10,Masmorra10_CartaJogador10,ดันเจี้ยน10_การ์ดผู้เล่น10,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
