变量名,group,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
1051,200,增加10%中毒、流血、灼烧的伤害,增加10%中毒、流血、灼燒的傷害,"Increase damage caused by poisoning, bleeding and burning by 10%","Tăng sát thương gây ra bởi độc, chảy máu và bỏng thêm 10%","맹독, 출혈, 연소 피해가 10% 증가한다.","Aumenta o dano causado por envenenamento, sangramento e queimadura em 10%","เพิ่มความเสียหายที่เกิดจากพิษ, เลือดออก และเผาไหม้ 10%",999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80051,0,<>,TRUE,99,0,6,0
1052,999,下一次战斗开始时，沉默所有敌人一回合,下一次戰鬥開始時，沉默所有敵人一回合,All enemies are silence for 1 turn in the next battle,Tất cả kẻ địch bị câm lặng trong 1 lượt trong trận đấu tiếp theo,"다음 전투 시작 시, 모든 적 포켓몬을 1턴 간 침묵 상태로 만든다.",Todos os inimigos são silenciados por 1 turno na próxima batalha,ศัตรูทั้งหมดจะเงียบเป็นเวลา 1 เทิร์นในการต่อสู้ครั้งต่อไป,999,city/adventure/random_tower/icon/icon_kz.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80052,1,<>,FALSE,99,0,0,0
1053,999,下一次战斗开始时，所有敌人陷入睡眠一回合,下一次戰鬥開始時，所有敵人陷入睡眠一回合,All enemies fall asleep for 1 turn in the next battle,Tất cả kẻ địch ngủ trong 1 lượt trong trận đấu tiếp theo,"다음 전투 시작 시, 모든 적 포켓몬을 1턴 간 수면 상태로 만든다.",Todos os inimigos adormecem por 1 turno na próxima batalha,ศัตรูทั้งหมดจะหลับเป็นเวลา 1 เทิร์นในการต่อสู้ครั้งต่อไป,999,city/adventure/random_tower/icon/icon_kz.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80053,1,<>,FALSE,99,0,0,0
1054,200,进入战斗时，所有精灵额外获得当前属性种类（只计第一属性）*50的怒气值,進入戰鬥時，所有精靈額外獲得當前屬性種類（只計第一屬性）*50的怒氣值,"At the start of the battle, all Pokémons get extra x50 rage points for its current type (primary type)","Khi bắt đầu trận đấu, tất cả Pokémon nhận thêm x50 nộ khí cho hệ hiện tại của nó (hệ chính)","전투 시작 시, 모든 포켓몬은 현재 포켓몬 타입 종류(첫 번째 타입만 계산)*50의 분노치를 추가로 획득한다.","No início da batalha, todos os Pokémons ganham x50 pontos de fúria extras para seu tipo atual (tipo primário)",เมื่อเริ่มการต่อสู้ โปเกมอนทั้งหมดจะได้รับแต้มความโกรธ x50 เพิ่มเติมสำหรับประเภทปัจจุบัน (ประเภทหลัก),999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80054,0,<>,TRUE,99,0,1,0
1055,200,若阵容中有4只以上精灵第一属性相同，则战斗开始时，该属性精灵初始怒气值+500,若陣容中有4只以上精靈第一屬性相同，則戰鬥開始時，該屬性精靈初始怒氣值+500,"If there are more than 4 Pokémons in the lineup with the same primary type, the initial anger value of the Pokémons with the specific type +500 at the beginning of the battle.","Nếu có hơn 4 Pokémon trong đội hình có cùng hệ chính, giá trị nộ khí ban đầu của các Pokémon có hệ cụ thể +500 khi bắt đầu trận đấu.",라인업에 4마리 이상의 첫 번째 포켓몬 타입이 동일하면 전투 시작 시 해당 속성의 포켓몬 초기 분노치가 500 증가한다.,"Se houver mais de 4 Pokémons na formação com o mesmo tipo primário, o valor inicial de fúria dos Pokémons com o tipo específico +500 no início da batalha.",หากมีโปเกมอนในไลน์อัพมากกว่า 4 ตัวที่มีประเภทหลักเดียวกัน ค่าความโกรธเริ่มต้นของโปเกมอนที่มีประเภทเฉพาะจะ +500 เมื่อเริ่มการต่อสู้,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80055,0,<>,TRUE,99,0,2,0
1056,200,当生命值低于40%时，怒气回复效果加倍,當生命值低於40%時，怒氣回復效果加倍,"When HP falls below 40%, the rage value recovery effect doubles","Khi HP giảm xuống dưới 40%, hiệu quả hồi phục nộ khí tăng gấp đôi",HP가 40% 미만 시 분노 회복 효과가 2배로 상승한다.,"Quando o HP cai abaixo de 40%, o efeito de recuperação de valor de fúria dobra",เมื่อ HP ต่ำกว่า 40% ผลการฟื้นฟูค่าความโกรธจะเพิ่มเป็นสองเท่า,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80056,0,<>,TRUE,99,0,5,0
1057,999,下一次开始战斗时，我方精灵获得1000初始怒气值,下一次開始戰鬥時，我方精靈獲得1000初始怒氣值,"When the next battle begins, allied Pokémons will get an initial 1000 rage points","Khi trận đấu tiếp theo bắt đầu, Pokémon đồng minh sẽ nhận 1000 nộ khí ban đầu","다음 전투 시작 시, 아군 포켓몬은 초기 분노치를 1000 획득한다.","Quando a próxima batalha começar, os Pokémons aliados receberão 1000 pontos de fúria iniciais",เมื่อการต่อสู้ครั้งต่อไปเริ่มขึ้น โปเกมอนฝ่ายเราจะได้รับค่าความโกรธเริ่มต้น 1000 แต้ม,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80057,1,<>,FALSE,99,0,0,0
1100,200,我方精灵战斗开始时获得自身损失生命值的护盾值，持续2回合,我方精靈戰鬥開始時獲得自身損失生命值的護盾值，持續2回合,Allied Pokémons gain a shield that is equal to the HP it lost at the start of the battle for 2 rounds,Pokémon đồng minh nhận một khiên bằng với lượng HP đã mất khi bắt đầu trận đấu trong 2 lượt,"아군 포켓몬은 전투 시작 시, 자신이 손실한 HP만큼의 실드치를 획득한다. 지속 시간: 2턴",Pokémons aliados ganham um escudo igual ao HP que perderam no início da batalha por 2 rodadas,โปเกมอนฝ่ายเราได้รับโล่ที่เท่ากับ HP ที่เสียไปเมื่อเริ่มการต่อสู้เป็นเวลา 2 เทิร์น,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,0,0,,0,,0,0,,0,0,0,0,0,80058,0,<>,TRUE,99,0,5,0
1101,200,我方精灵每损失10%生命值，获得8%的伤害减免，该效果只在第一回合生效,我方精靈每損失10%生命值，獲得8%的傷害減免，該效果只在第一回合生效,"Allied Pokémons gain 8% damage reduction each time they lose 10% HP, this is only effecitve on the first round","Pokémon đồng minh nhận 8% giảm sát thương mỗi khi mất 10% HP, điều này chỉ có hiệu lực trong lượt đầu tiên",아군 포켓몬이 HP를 10% 손실할 때마다 8%의 피해 감소를 획득한다. 해당 효과는 첫 턴에만 발동한다.,"Pokémons aliados ganham 8% de redução de dano cada vez que perdem 10% de HP, isso só é eficaz na primeira rodada",โปเกมอนฝ่ายเราได้รับการลดความเสียหาย 8% ทุกครั้งที่เสีย HP 10% ซึ่งมีผลเฉพาะในเทิร์นแรกเท่านั้น,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,0,0,,0,,0,0,,0,0,0,0,0,80059,0,<>,TRUE,99,0,5,0
1102,9999,战斗第二回合时清空敌方全体所有怒气值,戰鬥第二回合時清空敵方全體所有怒氣值,Resets the enemies' rage value to zero during the second round of the battle,Đặt lại giá trị nộ khí của kẻ địch về 0 trong hiệp thứ hai của trận đấu,전투 시작 후 2번째 턴에 모든 적 포켓몬은 모든 분노치를 잃는다.,Redefine o valor de fúria dos inimigos para zero durante a segunda rodada da batalha,รีเซ็ตค่าความโกรธของศัตรูเป็นศูนย์ในระหว่างรอบที่สองของการต่อสู้,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,,4,0,0,,0,,0,0,,0,0,0,0,0,80060,0,<>,TRUE,1,0,0,0
1103,1000,我方任意精灵阵亡时，其他存活精灵回复20%最大生命值和500怒气值,我方任意精靈陣亡時，其他存活精靈回復20%最大生命值和500怒氣值,"When any of the allied Pokémon is defeated, the remaining surviving Pokémons gain 20% of its max. HP and 500 rage value","Khi bất kỳ Pokémon đồng minh nào bị đánh bại, các Pokémon còn sống sót sẽ nhận 20% HP tối đa và 500 nộ khí","임의의 아군 포켓몬이 사망 시, 살아있는 포켓몬은 HP 최대치의 20%와 분노치를 500 회복한다.","Quando qualquer Pokémon aliado é derrotado, os Pokémons sobreviventes restantes ganham 20% de seu HP máx. e 500 de valor de fúria",เมื่อโปเกมอนฝ่ายเราตัวใดตัวหนึ่งถูกกำจัด โปเกมอนที่รอดชีวิตที่เหลือจะได้รับ 20% ของ HP สูงสุด และค่าความโกรธ 500,999,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80061,0,<>,TRUE,99,0,0,0
1104,1000,我方精灵回合结束时回复自身已损失生命值的15%,我方精靈回合結束時回復自身已損失生命值的15%,"At the end of the round, all allied Pokémons recover 15% of its lost HP","Cuối lượt, tất cả Pokémon đồng minh hồi phục 15% HP đã mất",아군 포켓몬은 턴 종료 시 자신이 손실한 HP의 15%를 회복한다.,"No final da rodada, todos os Pokémons aliados recuperam 15% de seu HP perdido",เมื่อสิ้นสุดรอบ โปเกมอนฝ่ายเราทั้งหมดจะฟื้นฟู 15% ของ HP ที่เสียไป,999,city/adventure/random_tower/icon/icon_hx.png,city/adventure/random_tower/icon/box_pink.png,,4,0,0,,0,,0,0,,0,0,0,0,0,80062,0,<>,TRUE,99,0,0,0
1105,1000,我方精灵使用必杀技时有10%概率立即回复100%怒气值,我方精靈使用必殺技時有10%概率立即回復100%怒氣值,Gives 10% of chance to recover 100% rage level when allied Pokémon uses the ultimate skill,Cho 10% cơ hội hồi phục 100% nộ khí khi Pokémon đồng minh sử dụng kỹ năng cuối,아군 포켓몬이 필살기를 사용 시 10%의 확률로 분노치를 100% 회복한다.,Dá 10% de chance de recuperar 100% do nível de fúria quando um Pokémon aliado usa a habilidade ultimate,ให้โอกาส 10% ในการฟื้นฟูระดับความโกรธ 100% เมื่อโปเกมอนฝ่ายเราใช้ท่าไม้ตาย,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80063,0,<>,TRUE,99,0,0,0
1106,1000,每回合开始标记随机一名敌方精灵，使其受到的伤害额外提升50%,每回合開始標記隨機一名敵方精靈，使其受到的傷害額外提升50%,Marks a random enemy Pokémon at the beginning of each round to increase its damage taken by an additional 50%,Đánh dấu một Pokémon địch ngẫu nhiên vào đầu mỗi lượt để tăng 50% sát thương nhận được,매 턴이 시작될 때마다 적 포켓몬 랜덤 1마리에게 표식을 남겨 대상이 받는 피해를 추가로 50% 증가시킨다.,Marca um Pokémon inimigo aleatório no início de cada rodada para aumentar o dano recebido em 50%,ทำเครื่องหมายโปเกมอนศัตรูแบบสุ่มเมื่อเริ่มแต่ละรอบเพื่อเพิ่มความเสียหายที่ได้รับอีก 50%,999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80064,0,<>,TRUE,99,0,0,0
1107,1000,我方精灵使用大招后提升20%速度值和和200点怒气,我方精靈使用大招後提升20%速度值和和200點怒氣,Speed increases by 20% for 2 rounds when allied Pokémons use the Ultimate Skill,Tốc độ tăng 20% trong 2 lượt khi Pokémon đồng minh sử dụng Kỹ năng Cuối,"아군 포켓몬이 필살기를 사용 후 스피드를 20%, 분노치를 200 획득한다.",A velocidade aumenta em 20% por 2 rodadas quando os Pokémons aliados usam a Habilidade Ultimate,ความเร็วเพิ่มขึ้น 20% เป็นเวลา 2 เทิร์นเมื่อโปเกมอนฝ่ายเราใช้ท่าไม้ตาย,999,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80065,0,<>,TRUE,99,0,0,0
1108,1000,我方精灵属性克制效果提升，对克制属性的精灵额外造成20%的伤害,我方精靈屬性克制效果提升，對克制屬性的精靈額外造成20%的傷害,"Type effectiveness of allied Pokémons increases, causing 20% more damage to types that are effective during battles","Hiệu quả hệ của Pokémon đồng minh tăng, gây thêm 20% sát thương cho các hệ có hiệu quả trong các trận đấu",아군 포켓몬 타입의 상성 효과가 상승하고 자신이 유리한 타입일 경우 가하는 피해가 추가로 20% 증가한다.,"A eficácia de tipo dos Pokémons aliados aumenta, causando 20% a mais de dano a tipos que são eficazes durante as batalhas",ประสิทธิภาพประเภทของโปเกมอนฝ่ายเราเพิ่มขึ้น ทำให้สร้างความเสียหายเพิ่มขึ้น 20% ต่อประเภทที่มีประสิทธิภาพระหว่างการต่อสู้,999,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80066,0,<>,TRUE,99,0,0,0
1109,1000,我方精灵击败敌方精灵时，回复自身10%生命值和200点怒气值,我方精靈擊敗敵方精靈時，回復自身10%生命值和200點怒氣值,"When your Pokémons defeat the opponent's Pokémons, you receive 10% HP and 200 rage level ","Khi Pokémon của bạn đánh bại Pokémon của đối thủ, bạn nhận được 10% HP và 200 nộ khí",아군 포켓몬이 적 포켓몬 처치 시 10%의 HP와 200의 분노치를 회복한다.,"Quando seus Pokémons derrotam os Pokémons do oponente, você recebe 10% de HP e 200 de nível de fúria",เมื่อโปเกมอนของคุณกำจัดโปเกมอนของคู่ต่อสู้ คุณจะได้รับ 10% HP และระดับความโกรธ 200,999,city/adventure/random_tower/icon/icon_hx.png,city/adventure/random_tower/icon/box_pink.png,,4,0,0,,0,,0,0,,0,0,0,0,0,80067,0,<>,TRUE,99,0,0,0
1110,9999,每大回合结束时生命低于10%的敌方精灵将被死神伊裴尔塔尔收割，直接退场,每大回合結束時生命低於10%的敵方精靈將被死神伊裴爾塔爾收割，直接退場,"Enemy Pokémons with less than 10% HP at the end of the final round will be finished off by Yveltal, the god of death, and will leave the battlefield instantly","Pokémon địch có HP dưới 10% vào cuối lượt cuối cùng sẽ bị kết liễu bởi Yveltal, thần chết, và sẽ rời khỏi chiến trường ngay lập tức",매번 턴 종료 후 HP가 10% 미만인 적 포켓몬은 사신 이벨타르에게 수확을 당하여 즉시 퇴장한다.,"Pokémons inimigos com menos de 10% de HP no final da rodada final serão finalizados por Yveltal, o deus da morte, e deixarão o campo de batalha instantaneamente",โปเกมอนศัตรูที่มี HP น้อยกว่า 10% เมื่อสิ้นสุดรอบสุดท้ายจะถูกกำจัดโดย Yveltal เทพแห่งความตาย และจะออกจากสนามรบทันที,999,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80068,0,<>,TRUE,1,0,0,0
1111,1000,战斗首回合提升我方全队20%速度,戰鬥首回合提升我方全隊20%速度,Increases speed of allied team by 20% in the first round of the battle,Tăng tốc độ của đội đồng minh 20% trong lượt đầu tiên của trận đấu,전투 첫 턴에 아군 전체의 스피드가 20% 증가한다.,Aumenta a velocidade da equipe aliada em 20% na primeira rodada da batalha,เพิ่มความเร็วของทีมฝ่ายเรา 20% ในเทิร์นแรกของการต่อสู้,999,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80069,0,<>,TRUE,99,0,0,0
1112,200,提升我方精灵属性种类*4%的速度（只计算第一属性）,提升我方精靈屬性種類*4%的速度（只計算第一屬性）,Increases the speed of an allied Pokémon type x4% only the Pokémon's first type is considered),Tăng tốc độ của một loại Pokémon đồng minh x4% (chỉ tính loại đầu tiên của Pokémon),스피드가 아군 포켓몬 타입 종류*4%만큼 증가한다(첫 번째 타입만 계산),Aumenta a velocidade de um tipo de Pokémon aliado em x4% (apenas o primeiro tipo do Pokémon é considerado),เพิ่มความเร็วของโปเกมอนประเภทพันธมิตร x4% (พิจารณาเฉพาะประเภทแรกของโปเกมอนเท่านั้น),999,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80070,0,<>,TRUE,99,0,1,0
1113,200,我方前排精灵有50%概率免疫控制效果,我方前排精靈有50%概率免疫控制效果,There is a 50% chance the Pokémons in the front line are immune to status conditions,Có 50% xác suất Pokémon ở hàng trước miễn nhiễm với các trạng thái,아군 전방 라인 포켓몬은 50%의 확률로 제어 효과에 면역된다.,Há 50% de chance de os Pokémons na linha de frente serem imunes a condições de status,มีโอกาส 50% ที่โปเกมอนในแถวหน้าจะต้านทานสถานะผิดปกติ,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,0,0,,0,,0,0,,0,0,0,0,0,80071,0,<>,TRUE,99,0,7,0
1114,9999,敌方精灵永久减少10%生命上限,敵方精靈永久減少10%生命上限,The enemy Pokémons receive a permanent reduction in max. HP by 10%,Pokémon địch nhận giảm vĩnh viễn 10% HP tối đa,적 포켓몬은 HP 최대치가 영구적으로 10% 감소한다.,Os Pokémons inimigos recebem uma redução permanente de 10% no HP máx.,โปเกมอนศัตรูได้รับการลด HP สูงสุดอย่างถาวร 10%,999,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80072,0,<>,TRUE,1,0,0,0
1115,1000,我方精灵被击败时，同时给击杀者造成等值伤害,我方精靈被擊敗時，同時給擊殺者造成等值傷害,"When an allied Pokémon is defeated, it deals equal damage to the enemy that slays it","Khi một Pokémon đồng minh bị đánh bại, nó gây sát thương tương đương cho kẻ địch đã hạ gục nó",아군 포켓몬이 사망하면 적 포켓몬에게 받은 피해만큼 되돌려준다.,"Quando um Pokémon aliado é derrotado, ele causa dano igual ao inimigo que o abateu",เมื่อโปเกมอนฝ่ายเราถูกกำจัด จะสร้างความเสียหายเท่ากับศัตรูที่สังหารมัน,999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80073,0,<>,TRUE,99,0,0,0
1116,9999,击败敌人时，对其周围精灵造成该伤害值40%的伤害,擊敗敵人時，對其周圍精靈造成該傷害值40%的傷害,"When an enemy is defeated, it deals 40% of the damage on the defeated enemy to nearby Pokémons","Khi một kẻ địch bị đánh bại, nó gây 40% sát thương lên kẻ địch bị đánh bại cho các Pokémon gần đó",적 처치 시 주변의 포켓몬에게 가한 피해의 40%를 입힌다.,"Quando um inimigo é derrotado, ele causa 40% do dano no inimigo derrotado aos Pokémons próximos",เมื่อศัตรูถูกกำจัด จะสร้างความเสียหาย 40% แก่โปเกมอนที่อยู่ใกล้เคียง,999,city/adventure/random_tower/icon/icon_fs.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80074,0,<>,TRUE,99,0,0,0
1117,1000,我方精灵攻击时有20%概率偷取目标50点怒气值,我方精靈攻擊時有20%概率偷取目標50點怒氣值,Allied Pokémons get a 20% chance of stealing 50 rage level when attacking,Pokémon đồng minh có 20% xác suất cướp 50 nộ khí khi tấn công,아군 포켓몬 공격 시 20%의 확률로 대상의 분노치를 50 훔친다.,Pokémons aliados ganham 20% de chance de roubar 50 de nível de fúria ao atacar,โปเกมอนฝ่ายเรามีโอกาส 20% ที่จะขโมยระดับความโกรธ 50 เมื่อโจมตี,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80075,0,<>,TRUE,99,0,0,0
1118,1000,我方精灵的治疗率提升30%,我方精靈的治療率提升30%,Healing rate increases by 30% for allied Pokémons,Tỷ lệ hồi máu tăng 30% cho Pokémon đồng minh,아군 포켓몬의 치료율이 30% 증가한다.,A taxa de cura aumenta em 30% para Pokémons aliados,อัตราการฟื้นฟูเพิ่มขึ้น 30% สำหรับโปเกมอนฝ่ายเรา,999,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80076,0,<>,TRUE,99,0,0,0
1119,9999,我方精灵使用必杀技时清除目标的所有增益效果,我方精靈使用必殺技時清除目標的所有增益效果,Allied Pokémons will remove all buff effect of the enemy after using the Ultimate Skill,Pokémon đồng minh sẽ xóa tất cả hiệu ứng buff của kẻ địch sau khi sử dụng Kỹ năng Cuối,아군 포켓몬이 필살기를 사용 시 대상의 모든 버프 효과를 디스펠한다.,Pokémons aliados removerão todos os efeitos de buff do inimigo após usar a Habilidade Ultimate,โปเกมอนฝ่ายเราจะลบเอฟเฟกต์บัฟทั้งหมดของศัตรูหลังจากใช้ท่าไม้ตาย,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80077,0,<>,TRUE,99,0,0,0
1120,1000,我方精灵奇数回合内增加30%必杀伤害，偶数回合降低15%必杀伤害,我方精靈奇數回合內增加30%必殺傷害，偶數回合降低15%必殺傷害,"Ultimate damage of allied Pokémons increases by 30% in odd number rounds, but reduces by 15% in even number rounds","Sát thương cuối của Pokémon đồng minh tăng 30% trong các lượt lẻ, nhưng giảm 15% trong các lượt chẵn","아군 포켓몬 홀수 턴에서 필살기 피해가 30% 증가하고, 짝수 턴에서는 필살기 피해가 15% 감소한다.","O dano ultimate dos Pokémons aliados aumenta em 30% em rodadas ímpares, mas reduz em 15% em rodadas pares",ความเสียหายท่าไม้ตายของโปเกมอนฝ่ายเราเพิ่มขึ้น 30% ในรอบคี่ แต่ลดลง 15% ในรอบคู่,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80078,0,<>,TRUE,99,0,0,0
1121,9999,每大回合结束时对所有敌方精灵造成我方攻击最高精灵20%攻击的真实伤害,每大回合結束時對所有敵方精靈造成我方攻擊最高精靈20%攻擊的真實傷害,Deals a true damage of 20% ATK of the Pokémon with the highest ATK in the allied team to all enemy Pokémons at the end of the final round,Gây sát thương thực bằng 20% ATK của Pokémon có ATK cao nhất trong đội đồng minh cho tất cả Pokémon địch vào cuối lượt cuối cùng,매번 턴 종료 후 모든 적 포켓몬에게 아군 포켓몬 중 공격력이 가장 높은 포켓몬의 공격력의 20%에 해당하는 고정 피해를 입힌다.,Causa um dano verdadeiro de 20% do ATK do Pokémon com o ATK mais alto na equipe aliada a todos os Pokémons inimigos no final da rodada final,สร้างความเสียหายจริง 20% ของ ATK ของโปเกมอนที่มี ATK สูงสุดในทีมฝ่ายเราแก่โปเกมอนศัตรูทั้งหมดเมื่อสิ้นสุดรอบสุดท้าย,999,city/adventure/random_tower/icon/icon_fs.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80079,0,<>,TRUE,99,0,0,0
1122,9999,进入战斗时获得一个全体护盾，该护盾可以吸收所有我方精灵受到的伤害，其吸收值与我方精灵中最高生命值相同,進入戰鬥時獲得一個全體護盾，該護盾可以吸收所有我方精靈受到的傷害，其吸收值與我方精靈中最高生命值相同,"When entering a battle, your team gain a shield that can absorb all damage taken by all the allied Pokémons, the amount of absorption is equal to the allied Pokémon with the highest HP","Khi vào trận, đội của bạn nhận được một khiên có thể hấp thụ toàn bộ sát thương mà tất cả các Pokémon đồng minh phải nhận, lượng hấp thụ bằng với Pokémon đồng minh có HP cao nhất",전투 시작 시 전체 실드를 획득한다. 해당 실드는 아군 포켓몬이 받는 피해를 흡수하고 흡수량은 HP가 가장 높은 아군 포켓몬의 HP와 동일하다.,"Ao entrar em uma batalha, sua equipe ganha um escudo que pode absorver todo o dano recebido por todos os Pokémons aliados, a quantidade de absorção é igual ao Pokémon aliado com o HP mais alto",เมื่อเข้าสู่การต่อสู้ ทีมของคุณจะได้รับโล่ที่สามารถดูดซับความเสียหายทั้งหมดที่โปเกมอนฝ่ายเราทั้งหมดได้รับ ปริมาณการดูดซับเท่ากับโปเกมอนฝ่ายเราที่มี HP สูงสุด,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,0,0,,0,,0,0,,0,0,0,0,0,80080,0,<>,TRUE,99,0,0,0
1123,200,我方精灵造成的持续性伤害提升一倍,我方精靈造成的灼燒傷害提升一倍,Double the burning damage by allied Pokémons,Gấp đôi sát thương bỏng do Pokémon đồng minh gây ra,아군 포켓몬이 가하는 지속 피해가 1배 상승한다.,Dobra o dano de queimadura causado pelos Pokémons aliados,เพิ่มความเสียหายจากการเผาไหม้เป็นสองเท่าโดยโปเกมอนฝ่ายเรา,999,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80081,0,<>,TRUE,99,0,6,0
1124,1000,战斗首回合满怒，但必杀伤害降低20%1回合,戰鬥首回合滿怒，但必殺傷害降低20%1回合,"Full rage value during the first round of the battle, but Ultimate Skill reduces 20% for 1 round","Nộ khí đầy trong lượt đầu tiên của trận đấu, nhưng Kỹ năng Cuối giảm 20% trong 1 lượt",전투 첫 턴에 분노치가 가득 찬 상태로 시작하지만 필살기 피해가 20% 감소한다. 지속 시간: 1턴,"Valor de fúria total durante a primeira rodada da batalha, mas a Habilidade Ultimate reduz 20% por 1 rodada",ค่าความโกรธเต็มในรอบแรกของการต่อสู้ แต่ท่าไม้ตายลดลง 20% เป็นเวลา 1 เทิร์น,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80082,0,<>,TRUE,99,0,0,0
2001,101,我方精灵物攻和特攻+10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,Công vật lý và Công đặc biệt của Pokémon đồng minh +10%,아군 포켓몬 물리&특수 공격+10%,P.ATK e SP.ATK dos Pokémons aliados +10%,P.ATK และ SP.ATK ของโปเกมอนฝ่ายเรา +10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,0,8,10%,7,10%,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
2002,102,我方精灵物攻和特攻+10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,Công vật lý và Công đặc biệt của Pokémon đồng minh +10%,아군 포켓몬 물리&특수 공격+10%,P.ATK e SP.ATK dos Pokémons aliados +10%,P.ATK และ SP.ATK ของโปเกมอนฝ่ายเรา +10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,0,8,10%,7,10%,0,0,,0,0,0,0,0,0,0,<>,FALSE,99,0,0,0
