变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr,gateDesc_pt,gateDesc_th
101828,第1828关,第1828關,Stage 1828,Thứ 1828 Quan,스테이지 1828,Stage 1828,Stage 1828,,,<{unitId=230333;level=1921;advance=71};{unitId=221221;level=1921;advance=71};{unitId=230333;level=1921;advance=71};{unitId=230731;level=1921;advance=71};{unitId=230883;level=1921;advance=71}>,<{unitId=251378;level=1921;advance=71}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1921,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=395000},<<gold;395000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9900;0>;<451;1;1>;<452;1;379>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101829,第1829关,第1829關,Stage 1829,Thứ 1829 Quan,스테이지 1829,Stage 1829,Stage 1829,,,<{unitId=232351;level=1923;advance=71};{unitId=222351;level=1923;advance=71};{unitId=232351;level=1923;advance=71};{unitId=233413;level=1923;advance=71};{unitId=232242;level=1923;advance=71}>,<{unitId=251379;level=1923;advance=71}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1923,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9900;0>;<451;1;1>;<452;1;380>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101830,第1830关,第1830關,Stage 1830,Thứ 1830 Quan,스테이지 1830,Stage 1830,Stage 1830,,,<{unitId=231961;level=1925;advance=71};{unitId=221971;level=1925;advance=71};{unitId=231271;level=1925;advance=71};{unitId=232431;level=1925;advance=71};{unitId=233631;level=1925;advance=71}>,<{unitId=251380;level=1925;advance=71}>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1925,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{501=1;451=30;gold=395000},<<gold;395000;1>;<451;30;1>;<501;1;1>>,{libs=<110;111;112>;gold=9500;452=2},<<gold;9900;0>;<451;1;1>;<452;1;381>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101831,第1831关,第1831關,Stage 1831,Thứ 1831 Quan,스테이지 1831,Stage 1831,Stage 1831,,,<{unitId=233843;level=1927;advance=71};{unitId=220013;level=1927;advance=71};{unitId=233843;level=1927;advance=71};{unitId=230023;level=1927;advance=71};{unitId=230001;level=1927;advance=71}>,<{unitId=251381;level=1927;advance=71}>,config/portrait/jinglingtouxiang1/img_715_ybl@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1927,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9900;0>;<451;1;1>;<452;1;382>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101832,第1832关,第1832關,Stage 1832,Thứ 1832 Quan,스테이지 1832,Stage 1832,Stage 1832,,,<{unitId=230263;level=1929;advance=71};{unitId=222401;level=1929;advance=71};{unitId=230263;level=1929;advance=71};{unitId=231951;level=1929;advance=71};{unitId=231941;level=1929;advance=71}>,<{unitId=251382;level=1929;advance=71}>,config/portrait/jinglingtouxiang1/img_763_tlmh@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1929,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{502=1;451=30;gold=400000},<<gold;400000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9900;0>;<451;1;1>;<452;1;383>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101833,第1833关,第1833關,Stage 1833,Thứ 1833 Quan,스테이지 1833,Stage 1833,Stage 1833,,,<{unitId=230004;level=1931;advance=71};{unitId=222303;level=1931;advance=71};{unitId=230004;level=1931;advance=71};{unitId=231293;level=1931;advance=71};{unitId=233663;level=1931;advance=71}>,<{unitId=251383;level=1931;advance=71}>,config/portrait/jinglingtouxiang1/img_492_xm@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1931,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=400000},<<gold;400000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9900;0>;<451;1;1>;<452;1;384>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101834,第1834关,第1834關,Stage 1834,Thứ 1834 Quan,스테이지 1834,Stage 1834,Stage 1834,,,<{unitId=231841;level=1933;advance=71};{unitId=221841;level=1933;advance=71};{unitId=231841;level=1933;advance=71};{unitId=232431;level=1933;advance=71};{unitId=232431;level=1933;advance=71}>,<{unitId=251384;level=1933;advance=71}>,config/portrait/jinglingtouxiang1/img_720_jfhp@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1933,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9900;0>;<451;1;1>;<452;1;385>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101835,第1835关,第1835關,Stage 1835,Thứ 1835 Quan,스테이지 1835,Stage 1835,Stage 1835,,,<{unitId=232391;level=1935;advance=71};{unitId=222351;level=1935;advance=71};{unitId=232381;level=1935;advance=71};{unitId=231981;level=1935;advance=71};{unitId=231971;level=1935;advance=71}>,<{unitId=251385;level=1935;advance=71}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1935,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=400000;451=30;519=1},<<gold;400000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=9600;452=1},<<gold;9900;0>;<451;1;1>;<452;1;386>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101836,第1836关,第1836關,Stage 1836,Thứ 1836 Quan,스테이지 1836,Stage 1836,Stage 1836,,,<{unitId=230093;level=1937;advance=71};{unitId=220463;level=1937;advance=71};{unitId=231852;level=1937;advance=71};{unitId=233592;level=1937;advance=71};{unitId=233592;level=1937;advance=71}>,<{unitId=251386;level=1937;advance=71}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1937,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9900;0>;<451;1;1>;<452;1;387>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101837,第1837关,第1837關,Stage 1837,Thứ 1837 Quan,스테이지 1837,Stage 1837,Stage 1837,,,<{unitId=230372;level=1939;advance=71};{unitId=223772;level=1939;advance=71};{unitId=230372;level=1939;advance=71};{unitId=230393;level=1939;advance=71};{unitId=230393;level=1939;advance=71}>,<{unitId=251387;level=1939;advance=71}>,config/portrait/jinglingtouxiang1/img_748_chx@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1939,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{502=1;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9900;0>;<451;1;1>;<452;1;388>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101838,第1838关,第1838關,Stage 1838,Thứ 1838 Quan,스테이지 1838,Stage 1838,Stage 1838,,,<{unitId=232361;level=1941;advance=71};{unitId=222033;level=1941;advance=71};{unitId=232361;level=1941;advance=71};{unitId=230024;level=1941;advance=71};{unitId=230024;level=1941;advance=71}>,<{unitId=251388;level=1941;advance=71}>,config/portrait/jinglingtouxiang1/img_382_gok@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1941,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9900;0>;<451;1;1>;<452;1;389>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101839,第1839关,第1839關,Stage 1839,Thứ 1839 Quan,스테이지 1839,Stage 1839,Stage 1839,,,<{unitId=231032;level=1943;advance=71};{unitId=223772;level=1943;advance=71};{unitId=233642;level=1943;advance=71};{unitId=233143;level=1943;advance=71};{unitId=231271;level=1943;advance=71}>,<{unitId=251389;level=1943;advance=71}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1943,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9900;0>;<451;1;1>;<452;1;390>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101840,第1840关,第1840關,Stage 1840,Thứ 1840 Quan,스테이지 1840,Stage 1840,Stage 1840,,,<{unitId=231271;level=1945;advance=71};{unitId=221231;level=1945;advance=71};{unitId=231271;level=1945;advance=71};{unitId=230014;level=1945;advance=71};{unitId=230015;level=1945;advance=71}>,<{unitId=251390;level=1945;advance=71}>,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1945,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=200;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<rmb;200;1>>,{libs=<110;111;112>;gold=9700;452=2},<<gold;9900;0>;<451;1;1>;<452;1;391>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101841,第1841关,第1841關,Stage 1841,Thứ 1841 Quan,스테이지 1841,Stage 1841,Stage 1841,,,<{unitId=232923;level=1947;advance=71};{unitId=222924;level=1947;advance=71};{unitId=232923;level=1947;advance=71};{unitId=231802;level=1947;advance=71};{unitId=231802;level=1947;advance=71}>,<{unitId=251391;level=1947;advance=71}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1947,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9900;0>;<451;1;1>;<452;1;392>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101842,第1842关,第1842關,Stage 1842,Thứ 1842 Quan,스테이지 1842,Stage 1842,Stage 1842,,,<{unitId=230402;level=1949;advance=71};{unitId=221931;level=1949;advance=71};{unitId=230402;level=1949;advance=71};{unitId=233353;level=1949;advance=71};{unitId=233353;level=1949;advance=71}>,<{unitId=251392;level=1949;advance=71}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1949,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{502=1;451=30;gold=410000},<<gold;410000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9900;0>;<451;1;1>;<452;1;393>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101843,第1843关,第1843關,Stage 1843,Thứ 1843 Quan,스테이지 1843,Stage 1843,Stage 1843,,,<{unitId=231231;level=1951;advance=71};{unitId=223152;level=1951;advance=71};{unitId=231271;level=1951;advance=71};{unitId=231172;level=1951;advance=71};{unitId=230741;level=1951;advance=71}>,<{unitId=251393;level=1951;advance=71}>,config/portrait/jinglingtouxiang1/img_6_cjphlx@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1951,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=410000},<<gold;410000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9900;0>;<451;1;1>;<452;1;394>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101844,第1844关,第1844關,Stage 1844,Thứ 1844 Quan,스테이지 1844,Stage 1844,Stage 1844,,,<{unitId=231503;level=1953;advance=71};{unitId=223353;level=1953;advance=71};{unitId=232391;level=1953;advance=71};{unitId=230731;level=1953;advance=71};{unitId=230883;level=1953;advance=71}>,<{unitId=251394;level=1953;advance=71}>,config/portrait/jinglingtouxiang1/img_376_jjg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1953,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9900;0>;<451;1;1>;<452;1;395>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101845,第1845关,第1845關,Stage 1845,Thứ 1845 Quan,스테이지 1845,Stage 1845,Stage 1845,,,<{unitId=233663;level=1955;advance=71};{unitId=223663;level=1955;advance=71};{unitId=233663;level=1955;advance=71};{unitId=231291;level=1955;advance=71};{unitId=230771;level=1955;advance=71}>,<{unitId=251395;level=1955;advance=71}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1955,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=410000;451=30;519=1},<<gold;410000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=9800;452=1},<<gold;9900;0>;<451;1;1>;<452;1;396>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101846,第1846关,第1846關,Stage 1846,Thứ 1846 Quan,스테이지 1846,Stage 1846,Stage 1846,,,<{unitId=230632;level=1957;advance=71};{unitId=220632;level=1957;advance=71};{unitId=230632;level=1957;advance=71};{unitId=230783;level=1957;advance=71};{unitId=230783;level=1957;advance=71}>,<{unitId=251396;level=1957;advance=71}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1957,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;397>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101847,第1847关,第1847關,Stage 1847,Thứ 1847 Quan,스테이지 1847,Stage 1847,Stage 1847,,,<{unitId=232723;level=1959;advance=71};{unitId=221841;level=1959;advance=71};{unitId=232723;level=1959;advance=71};{unitId=233432;level=1959;advance=71};{unitId=233432;level=1959;advance=71}>,<{unitId=251397;level=1959;advance=71}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1959,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{502=1;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;398>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101848,第1848关,第1848關,Stage 1848,Thứ 1848 Quan,스테이지 1848,Stage 1848,Stage 1848,,,<{unitId=230712;level=1961;advance=71};{unitId=220712;level=1961;advance=71};{unitId=230712;level=1961;advance=71};{unitId=231423;level=1961;advance=71};{unitId=231423;level=1961;advance=71}>,<{unitId=251398;level=1961;advance=71}>,config/portrait/jinglingtouxiang1/img_486_ljqks@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1961,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;399>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101849,第1849关,第1849關,Stage 1849,Thứ 1849 Quan,스테이지 1849,Stage 1849,Stage 1849,,,<{unitId=231231;level=1963;advance=71};{unitId=221221;level=1963;advance=71};{unitId=231241;level=1963;advance=71};{unitId=230731;level=1963;advance=71};{unitId=230721;level=1963;advance=71}>,<{unitId=251399;level=1963;advance=71}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1963,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;400>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101850,第1850关,第1850關,Stage 1850,Thứ 1850 Quan,스테이지 1850,Stage 1850,Stage 1850,,,<{unitId=233543;level=1965;advance=71};{unitId=223211;level=1965;advance=71};{unitId=233543;level=1965;advance=71};{unitId=231261;level=1965;advance=71};{unitId=232441;level=1965;advance=71}>,<{unitId=251400;level=1965;advance=71}>,config/portrait/jinglingtouxiang1/img_249_lqy@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1965,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{941=1;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<941;1;1>>,{libs=<110;111;112>;gold=9900;452=2},<<gold;9900;0>;<451;1;1>;<452;1;401>>,38000000,最低通关战力要求:38000000,最低通關戰力要求:38000000,Minimum required CP to clear:38000000,CP tối thiểu để vượt ải:38000000,클리어 최소 CP 요구치:38000000,CP mínimo necessário para concluir:38000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:38000000
101851,第1851关,第1851關,Stage 1851,Thứ 1851 Quan,스테이지 1851,Stage 1851,Stage 1851,,,<{unitId=230044;level=1867;advance=71};{unitId=220044;level=1867;advance=71};{unitId=230044;level=1867;advance=71};{unitId=230153;level=1867;advance=71};{unitId=230153;level=1867;advance=71}>,<{unitId=251351;level=1867;advance=71}>,config/portrait/jinglingtouxiang1/img_94_gg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1867,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{gold=370000;451=30;452=20},<<gold;370000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9900;0>;<451;1;1>;<452;1;352>>,40000000,最低通关战力要求:40000000,最低通關戰力要求:40000000,Minimum required CP to clear:40000000,CP tối thiểu để vượt ải:40000000,클리어 최소 CP 요구치:40000000,CP mínimo necessário para concluir:40000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:40000000
101852,第1852关,第1852關,Stage 1852,Thứ 1852 Quan,스테이지 1852,Stage 1852,Stage 1852,,,<{unitId=230333;level=1869;advance=71};{unitId=221231;level=1869;advance=71};{unitId=231221;level=1869;advance=71};{unitId=230731;level=1869;advance=71};{unitId=230593;level=1869;advance=71}>,<{unitId=251352;level=1869;advance=71}>,config/portrait/jinglingtouxiang1/img_229_hlj@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1869,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{502=1;451=30;gold=370000},<<gold;370000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9900;0>;<451;1;1>;<452;1;353>>,40000000,最低通关战力要求:40000000,最低通關戰力要求:40000000,Minimum required CP to clear:40000000,CP tối thiểu để vượt ải:40000000,클리어 최소 CP 요구치:40000000,CP mínimo necessário para concluir:40000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:40000000
101853,第1853关,第1853關,Stage 1853,Thứ 1853 Quan,스테이지 1853,Stage 1853,Stage 1853,,,<{unitId=231032;level=1871;advance=71};{unitId=223663;level=1871;advance=71};{unitId=231032;level=1871;advance=71};{unitId=233592;level=1871;advance=71};{unitId=230731;level=1871;advance=71}>,<{unitId=251353;level=1871;advance=71}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1871,2980,2980,,,,4,<<9;0;45%>;<10;0;45%>;<1;0;45%>>,{rmb=100;451=30;gold=370000},<<gold;370000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9900;0>;<451;1;1>;<452;1;354>>,40000000,最低通关战力要求:40000000,最低通關戰力要求:40000000,Minimum required CP to clear:40000000,CP tối thiểu để vượt ải:40000000,클리어 최소 CP 요구치:40000000,CP mínimo necessário para concluir:40000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:40000000
