变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
80244,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=87;unitId=291281;advance=20};{level=87;unitId=291281;advance=20};{level=87;unitId=291281;advance=20};{level=87;unitId=291281;advance=20};{level=87;unitId=291281;advance=20}>,<{level=87;unitId=302441;advance=21}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,87,1,87,,80244,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80245,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,87,1,87,,80245,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80246,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,87,1,87,,80246,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80251,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=90;unitId=291261;advance=17};{level=90;unitId=290731;advance=17};{level=90;unitId=292442;advance=17};{level=90;unitId=290721;advance=17};{level=90;unitId=290741;advance=17}>,<{level=90;unitId=302511;advance=18}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,90,1,90,,80251,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80301,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=80;unitId=293291;advance=13};{level=80;unitId=290601;advance=13};{level=80;unitId=291171;advance=13};{level=80;unitId=291611;advance=13};{level=80;unitId=291611;advance=13}>,<{level=80;unitId=303011;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80301,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80302,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=80;unitId=290271;advance=13};{level=80;unitId=290461;advance=13};{level=80;unitId=292271;advance=13};{level=80;unitId=292631;advance=13};{level=80;unitId=292241;advance=13}>,<{level=80;unitId=303021;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80302,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80303,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80303,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80304,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80304,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80305,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80305,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80306,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,80,1,80,,80306,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80311,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=83;unitId=292481;advance=13};{level=83;unitId=293291;advance=13};{level=83;unitId=290011;advance=13};{level=83;unitId=290791;advance=13}>,<{level=83;unitId=303111;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80311,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80312,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=83;unitId=290273;advance=13};{level=83;unitId=290273;advance=13};{level=83;unitId=290273;advance=13};{level=83;unitId=290273;advance=13};{level=83;unitId=290273;advance=13}>,<{level=83;unitId=303121;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80312,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80313,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=83;unitId=290012;advance=13};{level=83;unitId=290013;advance=13};{level=83;unitId=290014;advance=13};{level=83;unitId=290015;advance=13}>,<{level=83;unitId=303131;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80313,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80314,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80314,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80315,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80315,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80316,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,83,1,83,,80316,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80321,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=86;unitId=290241;advance=13};{level=86;unitId=290241;advance=13};{level=86;unitId=290241;advance=13};{level=86;unitId=290242;advance=13};{level=86;unitId=290242;advance=13}>,<{level=86;unitId=303211;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80321,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80322,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=86;unitId=290463;advance=13};{level=86;unitId=290464;advance=13}>,<{level=86;unitId=303221;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80322,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80323,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=86;unitId=292991;advance=13};{level=86;unitId=292992;advance=13};{level=86;unitId=292993;advance=13};{level=86;unitId=290741;advance=13};{level=86;unitId=290741;advance=13}>,<{level=86;unitId=303231;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80323,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80324,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80324,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80325,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80325,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80326,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,86,1,86,,80326,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80331,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=89;unitId=293511;advance=13};{level=89;unitId=293283;advance=13};{level=89;unitId=292242;advance=13};{level=89;unitId=291071;advance=13};{level=89;unitId=291303;advance=13}>,<{level=89;unitId=303316;advance=14}>,,18,23,11,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80331,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80332,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=89;unitId=303321;advance=13};{level=89;unitId=303322;advance=13};{level=89;unitId=303323;advance=13};{level=89;unitId=303324;advance=13};{level=89;unitId=303325;advance=13}>,<{level=89;unitId=303326;advance=14}>,,18,23,11,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80332,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80333,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=89;unitId=291271;advance=13};{level=89;unitId=291271;advance=13};{level=89;unitId=291271;advance=13};{level=89;unitId=290241;advance=13};{level=89;unitId=290241;advance=13}>,<{level=89;unitId=303331;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80333,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80334,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=89;unitId=290741;advance=13};{level=89;unitId=303341;advance=13};{level=89;unitId=291303;advance=13};{level=89;unitId=290014;advance=13};{level=89;unitId=290015;advance=13}>,<{level=89;unitId=290603;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80334,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80335,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80335,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80336,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,89,1,89,,80336,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80341,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=92;unitId=290741;advance=13};{level=92;unitId=291231;advance=13};{level=92;unitId=291172;advance=13};{level=92;unitId=290603;advance=13};{level=92;unitId=291303;advance=13}>,<{level=92;unitId=303411;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80341,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80342,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=92;unitId=291394;advance=13};{level=92;unitId=291303;advance=13};{level=92;unitId=291071;advance=13};{level=92;unitId=290232;advance=13};{level=92;unitId=291423;advance=13}>,<{level=92;unitId=303421;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80342,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80343,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=92;unitId=291071;advance=13};{level=92;unitId=291303;advance=13};{level=92;unitId=291394;advance=13};{level=92;unitId=292242;advance=13};{level=92;unitId=292242;advance=13}>,<{level=92;unitId=303431;advance=14}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80343,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80344,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=92;unitId=291271;advance=21};{level=92;unitId=291271;advance=21};{level=92;unitId=291271;advance=21};{level=92;unitId=291271;advance=21};{level=92;unitId=291271;advance=21}>,<{level=92;unitId=303441;advance=22}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80344,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80345,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80345,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80346,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,92,1,92,,80346,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80351,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=95;unitId=293262;advance=18};{level=95;unitId=291303;advance=18};{level=95;unitId=291231;advance=18};{level=95;unitId=290014;advance=18};{level=95;unitId=290015;advance=18}>,<{level=95;unitId=303511;advance=19}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,95,1,95,,80351,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80401,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=85;unitId=293001;advance=14};{level=85;unitId=292231;advance=14};{level=85;unitId=291891;advance=14};{level=85;unitId=293541;advance=14};{level=85;unitId=290031;advance=14}>,<{level=85;unitId=304011;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80401,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80402,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=85;unitId=292071;advance=14};{level=85;unitId=290881;advance=14};{level=85;unitId=290331;advance=14};{level=85;unitId=290591;advance=14};{level=85;unitId=292891;advance=14}>,<{level=85;unitId=304021;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80402,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80403,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=85;unitId=290882;advance=14};{level=85;unitId=290592;advance=14};{level=85;unitId=292232;advance=14};{level=85;unitId=293002;advance=14};{level=85;unitId=291892;advance=14}>,<{level=85;unitId=304031;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80403,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80404,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=85;unitId=290751;advance=14};{level=85;unitId=290751;advance=14};{level=85;unitId=290751;advance=14};{level=85;unitId=290752;advance=14};{level=85;unitId=290752;advance=14}>,<{level=85;unitId=304041;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80404,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80405,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80405,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80406,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,85,1,85,,80406,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80411,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80411,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80412,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=88;unitId=290593;advance=14};{level=88;unitId=290593;advance=14};{level=88;unitId=290593;advance=14};{level=88;unitId=290883;advance=14};{level=88;unitId=290883;advance=14}>,<{level=88;unitId=304121;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80412,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80413,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80413,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80414,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80414,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80415,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80415,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80416,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,88,1,88,,80416,,9999,0,0,0,{529=0;151=0;gold=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80421,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<{level=91;unitId=293543;advance=14};{level=91;unitId=293543;advance=14};{level=91;unitId=293543;advance=14}>,<{level=91;unitId=304211;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,91,1,91,,80421,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80422,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<{level=91;unitId=304221;advance=15}>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,91,1,91,,80422,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
80423,道馆副本,道館副本,Gym Dungeon,Phó bản Nhà thi đấu,체육관 던전,Masmorra de Ginásio,ดันเจี้ยนยิม,,<>,<>,,18,23,1,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xszd.jpg,,{y=70;x=0},,,1,,<>,91,1,91,,80423,,9999,0,0,0,{529=0;151=0;gold=0;152=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
