变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,na
7661118,超梦,,,,immuneControlVal,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_fmdkltg.png,12,,<50001>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661119,超梦,,,,buff22,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_chaomeng/hero_chaomeng.skel,hudun_posui,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661120,超梦,,,,qusan,,,1,0,101,0,<>,<761221>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661121,超梦,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=1;processId=14}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661122,露力丽,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=5;funcArgs=<<{prob=1;caster=1;value=0;lifeRound=1;holder=1;cfgId=7661123}>;<{prob=1;caster=1;value=1000;lifeRound=1;holder=1;cfgId=7661124}>>;onSomeFlag=<moreE(countObjByNature(1,1,15),1) or moreE(countObjByNature(1,2,15),1)>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661123,露力丽,,,,atOnceBattleRound,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_ewxd.png,12,,,,0,0,,,1,1,{},FALSE,,<{type=1;limit=5}>,,FALSE,,FALSE,,,,
7661124,露力丽,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=8;funcArgs=<<{prob=(target2:nature(1)==15 or target2:nature(2)==15) and 1 or 0;caster=1;value=0;lifeRound=1;holder=8;cfgId=7661125}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661125,露力丽,,,,kill,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661126,雷吉洛克,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=14;funcArgs=<<{caster=2;value=2500+fromSkillLevel*20-20;lifeRound=1;holder=2;cfgId=7661127}>>;onSomeFlag=<self:attackerSkill():targetType() == 'column'>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661127,雷吉洛克,,,,damageSub,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjmtg.png,12,,,,0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661128,周年庆210,,,,lockMp1Add,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,battle/buff_icon/logo_fn.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_fn.png,12,,,,0,0,,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661129,暴击率提高,,,,strike,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjl_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjltg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661130,暴击抗性提高,,,,strikeResistance,,,1,1203,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjkx_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjkxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661131,破抵御率提高,,,,breakBlock,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_pdy_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_pdyltg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661132,伤害提高,,,,damageAdd,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjc_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661133,卡拉卡拉,,,,defence,,,1,1223,102,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661134,卡拉卡拉,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=10;funcArgs=<<{prob=target:getDamageStateToMe('strike')and 1 or 0;caster=2;value=0;lifeRound=1;holder=7;cfgId=451223}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661135,呆火驼,,,,buff1,,,1,50005,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_mybd.png,12,,,,0,0,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7661136,超梦,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=5;funcArgs=<<{prob=less(self:getBuffOverlayCount(7661136),3) and 1 or 0;caster=2;value=1;lifeRound=1;holder=2;cfgId=7661137}>>;onSomeFlag=<(self:flagZ4() and (moreE(getObjInAttackerArrayId(self:id(),self:force()),0) )  or (getObjInAttackerArrayId(self:id(),self:force()) == 1) ) and (lessEqualThan(getNowRound(),3) )>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661137,超梦,,,,buff2,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661138,超梦,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff;castBuff>;triggerPoint=6;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=2;cfgId=7661139}>;<{caster=2;value=<-1;7661139>;lifeRound=1;holder=2;cfgId=7661140}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=7661141}>>;onSomeFlag=<target:hasBuff(7661137)>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661139,超梦,,,,atOnceBattleRound,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=6;funcArgs=<<{caster=2;value=1;lifeRound=99;holder=2;cfgId=7661141}>>;onSomeFlag=<getNowRoundInfo('buffCfgId') == 7661139>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661140,超梦,,,,changeSpeedPriority,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<1>,,0,0,,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
7661141,超梦,,,,buff1,,,1,0,101,0,<>,<>,<>,2,99,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,2,1,{},TRUE,,,,FALSE,,FALSE,,,,
7661142,关卡用,,,,immuneControlAdd,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690101,超能系伤害加成提高,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{bond=1;prob=1;caster=2;value=2000;lifeRound=99;cfgId=7690103;holder=1}>>;nodeId=1};{effectFuncs=<castBuff>;triggerPoint=4;funcArgs=<<{prob=(target:nature(1)==11 or target:nature(2)==11) and 1 or 0;caster=2;value=target2:hpMax()*0.1;lifeRound=1;holder=1;cfgId=7690102}>>;nodeId=2}>,,2,1,{},TRUE,,,1,FALSE,,FALSE,,,,
7690102,青草场地,,,,addHP,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7690103,青草场地,,,,grassDamageAdd,,,1,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
7690104,超能系伤害加成提高,,,,superDamageAdd,,,1,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690105,特攻提高,,,,specialDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690106,物攻提高,,,,damage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690107,里世界冲击,,,,buffDamage,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_chaomengmegay_pifu/hero_chaomengmegay_pifu.skel,jingshenjuxiang_qian,0,3,,{y=-100;x=0},TRUE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690108,里世界冲击2,,,,buffDamage,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_chaomengmegay_pifu/hero_chaomengmegay_pifu.skel,lishijiechongji,0,3,,{y=-200;x=0},TRUE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690109,超梦,,,,addMp1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_nqtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690110,拉帝欧斯及里世界展开,,,,specialDefence,,,2,1303,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_down.png,0,,<effect_loop>,{type=0},0,5,0,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tfjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690111,先攻,,,,counterAttack,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_xg1.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690112,杰尼龟,,,,shield,,,2,11,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_hd.png,0,koudai_chaomengmegay_pifu/hero_chaomengmegay_pifu.skel,<jst_standby_loop>,{type=0},0,0,2,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hd.png,12,,,,0,0,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=19;funcArgs=<<{prob=target:hasBuff(21228) and 1 or 0;caster=2;value=self:hpMax()*0.1;lifeRound=1;holder=1;cfgId=21229}>>;onSomeFlag=<moreThan(buff:getFinalLifeRound(),0)>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690113,关卡用,,,,immuneControlAdd,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7690114,触发器,,,,shield,,,2,11,101,0,<>,<>,<>,8,4,,TRUE,battle/buff_icon/logo_hd.png,1,koudai_chaomengmegay_pifu/hero_chaomengmegay_pifu.skel,<lishijie_loop>,{type=0},0,5,0,{y=300;x=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692515,超级超梦y精神体1,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_dh.png,12,,<{processId=4;natureType=5}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692516,超级超梦y精神体1,,,,buff1,,,2,50032,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,100,,,0,0,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=13;funcArgs=<<{prob=moreE(self:star(),8) and 1 or 0;caster=2;value=self:damage()*2;lifeRound=1;holder=16;cfgId=7692515}>>;nodeId=1};{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=getNowRound()==1 and 0 or 1;caster=1;value=1;lifeRound=1;holder=1;cfgId=7692517}>>;nodeId=2}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692517,超级超梦y精神体1,,,,setHpPer,,,1,1030001,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692518,超级超梦y精神体1,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,200,0,,{y=0;x=-200},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692600,超级超梦y精神体1,,,,buff1,,,1,1030001,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff>;triggerPoint=1;funcArgs=<<{prob=1;caster=1;value=<list(1,0,0);1;1>;lifeRound=99;holder=1;cfgId=7692601}>;<{prob=1;caster=1;value=0;lifeRound=99;holder={input=enemyForce | nodead;process=random(12)};cfgId=7692661}>>;nodeId=1};{effectFuncs=<castBuff>;triggerPoint=7;funcArgs=<<{prob=1;caster=1;value=0;lifeRound=1;holder=8;cfgId=7692602}>>;nodeId=2}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7692601,超级超梦y精神体1,,,,inviteAttack,,,1,1030001,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<0;1;2>,"<{input=object(csvSelf:id(),2);process=random(6)}>",1,1,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7692602,超级超梦y精神体1,,,,buff1,,,1,1030001,101,0,<>,<>,<>,0,1,,FALSE,battle/buff_icon/logo_bq.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,1,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7692604,超级超梦y精神体1,,,,buff1,,,2,1030001,101,0,<>,<7692602>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,1,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7692620,超级超梦y精神体1,,,,setHpPer,,,1,1030001,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692621,超级超梦y精神体1,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,200,0,,{y=0;x=-200},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
7692661,超级超梦y精神体1,,,,buff1,,,1,0,101,0,<>,<>,<>,6,6,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=25;funcArgs=<<{prob=0;caster={input=object(csvSelf:id(),2);process=random(1)};value=0;lifeRound=1;holder=1;cfgId=7692662}>>;onSomeFlag=<holder:curSkill():preCalSkillDamageCsvTarget(caster,holder:selectCsvTarget() )>;nodeId=1}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
7692662,超级超梦y精神体1,,,,sneer,,,1,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_tx.png,0,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,{type=0},0,1,1,{y=-300;x=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_cf.png,12,,<0;1;2>,,0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102112,特攻提高,,,,specialDamage,,,1,1222,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102212,神·超梦,,,,suckMp,,,2,108,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102213,神·超梦,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
8102214,神·超梦,,,,toutg,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff>;triggerPoint=1;funcArgs=<<{childBind=<2;1>;caster=2;value=target:specialDamage()*0.5;lifeRound=2;cfgId=8102215;holder=2}>;<{childBind=<1;1>;caster=2;value=-target:specialDamage()*0.5;lifeRound=2;cfgId=8102216;holder=1}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102215,神·超梦,,,,specialDamage,,,1,1212,101,0,<>,<>,<>,8,3,,TRUE,battle/buff_icon/logo_tg_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102216,神·超梦,,,,specialDamage,,,1,1312,101,0,<>,<>,<>,8,1,,TRUE,battle/buff_icon/logo_tg_down.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102217,神·超梦,,,,addMp1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_nqtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102218,触发召唤,,,,buff1,,,2,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,1,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=<81021;-1;-1;-1;1;<>;1;{y=40;x=200};0>;lifeRound=1;holder=1;cfgId=8102219}>;<{prob=1;caster=1;value=<list(1,0,0);1;1>;lifeRound=99;holder=1;cfgId=8102220}>;<{prob=1;caster=1;value=0;lifeRound=99;holder={input=enemyForce | nodead;process=random(12)};cfgId=8102221}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102219,执行召唤,,,,zhaohuan,,,2,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102220,协站召唤者,,,,inviteAttack,,,1,1030001,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,<0;1;2>,"<{input=object(csvSelf:id(),2);process=random(6)}>",1,1,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
