变量名,gateID,_beizhu,itemMap,count,probability,itemCount
11105,80105,,{151=100},15,50,10
11106,80106,,{151=100},15,50,10
11111,80111,,{151=100},18,50,10
11112,80112,,{151=100},18,50,10
11113,80113,,{151=100},18,50,10
11114,80114,,{151=100},18,50,10
11115,80115,,{151=100},18,50,10
11116,80116,,{151=100},18,50,10
11121,80121,,{151=100},21,50,10
11122,80122,,{151=100},21,50,10
11123,80123,,{151=100},21,50,10
11124,80124,,{151=100},21,50,10
11125,80125,,{151=100},21,50,10
11126,80126,,{151=100},21,50,10
11131,80131,,{151=100},24,50,10
11132,80132,,{151=100},24,50,10
11133,80133,,{151=100},24,50,10
11134,80134,,{151=100},24,50,10
11135,80135,,{151=100},24,50,10
11136,80136,,{151=100},24,50,10
11141,80141,,{151=100},27,50,10
11142,80142,,{151=100},27,50,10
11143,80143,,{151=100},27,50,10
11144,80144,,{151=100},27,50,10
11145,80145,,{151=100},27,50,10
11146,80146,,{151=100},27,50,10
11151,80151,,{151=100},30,0,10
11201,80201,,{151=100},17,50,10
11202,80202,,{151=100},17,50,10
11203,80203,,{151=100},17,50,10
11204,80204,,{151=100},17,50,10
11205,80205,,{151=100},17,50,10
11206,80206,,{151=100},17,50,10
11211,80211,,{151=100},20,50,10
11212,80212,,{151=100},20,50,10
11213,80213,,{151=100},20,50,10
11214,80214,,{151=100},20,50,10
11215,80215,,{151=100},20,50,10
11216,80216,,{151=100},20,50,10
11221,80221,,{151=100},23,50,10
11222,80222,,{151=100},23,50,10
11223,80223,,{151=100},23,50,10
11224,80224,,{151=100},23,50,10
11225,80225,,{151=100},23,50,10
11226,80226,,{151=100},23,50,10
11231,80231,,{151=100},26,50,10
11232,80232,,{151=100},26,50,10
11233,80233,,{151=100},26,50,10
11234,80234,,{151=100},26,50,10
11235,80235,,{151=100},26,50,10
11236,80236,,{151=100},26,50,10
11241,80241,,{151=100},29,50,10
11242,80242,,{151=100},29,50,10
11243,80243,,{151=100},29,50,10
11244,80244,,{151=100},29,50,10
11245,80245,,{151=100},29,50,10
11246,80246,,{151=100},29,50,10
11251,80251,,{151=100},32,0,10
11301,80301,,{151=100},17,50,10
11302,80302,,{151=100},17,50,10
11303,80303,,{151=100},17,50,10
11304,80304,,{151=100},17,50,10
11305,80305,,{151=100},17,50,10
11306,80306,,{151=100},17,50,10
11311,80311,,{151=100},20,50,10
11312,80312,,{151=100},20,50,10
11313,80313,,{151=100},20,50,10
11314,80314,,{151=100},20,50,10
11315,80315,,{151=100},20,50,10
11316,80316,,{151=100},20,50,10
11321,80321,,{151=100},23,50,10
11322,80322,,{151=100},23,50,10
11323,80323,,{151=100},23,50,10
11324,80324,,{151=100},23,50,10
11325,80325,,{151=100},23,50,10
11326,80326,,{151=100},23,50,10
11331,80331,,{151=100},26,50,10
11332,80332,,{151=100},26,50,10
11333,80333,,{151=100},26,50,10
11334,80334,,{151=100},26,50,10
11335,80335,,{151=100},26,50,10
11336,80336,,{151=100},26,50,10
11341,80341,,{151=100},29,50,10
11342,80342,,{151=100},29,50,10
11343,80343,,{151=100},29,50,10
11344,80344,,{151=100},29,50,10
11345,80345,,{151=100},29,50,10
11346,80346,,{151=100},29,50,10
11351,80351,,{151=100},32,0,10
11401,80401,,{151=100},19,50,10
11402,80402,,{151=100},19,50,10
11403,80403,,{151=100},19,50,10
11404,80404,,{151=100},19,50,10
11405,80405,,{151=100},19,50,10
11406,80406,,{151=100},19,50,10
11411,80411,,{151=100},22,50,10
11412,80412,,{151=100},22,50,10
11413,80413,,{151=100},22,50,10
11414,80414,,{151=100},22,50,10
11415,80415,,{151=100},22,50,10
11416,80416,,{151=100},22,50,10
11421,80421,,{151=100},25,50,10
11422,80422,,{151=100},25,50,10
11423,80423,,{151=100},25,50,10
11424,80424,,{151=100},25,50,10
11425,80425,,{151=100},25,50,10
11426,80426,,{151=100},25,50,10
11431,80431,,{151=100},28,50,10
11432,80432,,{151=100},28,50,10
11433,80433,,{151=100},28,50,10
11434,80434,,{151=100},28,50,10
11435,80435,,{151=100},28,50,10
11436,80436,,{151=100},28,50,10
11441,80441,,{151=100},31,50,10
11442,80442,,{151=100},31,50,10
11443,80443,,{151=100},31,50,10
11444,80444,,{151=100},31,50,10
11445,80445,,{151=100},31,50,10
11446,80446,,{151=100},31,50,10
11451,80451,,{151=100},34,0,10
11501,80501,,{151=100},19,50,10
11502,80502,,{151=100},19,50,10
11503,80503,,{151=100},19,50,10
11504,80504,,{151=100},19,50,10
11505,80505,,{151=100},19,50,10
11506,80506,,{151=100},19,50,10
11511,80511,,{151=100},22,50,10
11512,80512,,{151=100},22,50,10
11513,80513,,{151=100},22,50,10
11514,80514,,{151=100},22,50,10
11515,80515,,{151=100},22,50,10
11516,80516,,{151=100},22,50,10
11521,80521,,{151=100},25,50,10
11522,80522,,{151=100},25,50,10
11523,80523,,{151=100},25,50,10
11524,80524,,{151=100},25,50,10
11525,80525,,{151=100},25,50,10
11526,80526,,{151=100},25,50,10
11531,80531,,{151=100},28,50,10
11532,80532,,{151=100},28,50,10
11533,80533,,{151=100},28,50,10
11534,80534,,{151=100},28,50,10
11535,80535,,{151=100},28,50,10
11536,80536,,{151=100},28,50,10
11541,80541,,{151=100},31,50,10
11542,80542,,{151=100},31,50,10
11543,80543,,{151=100},31,50,10
11544,80544,,{151=100},31,50,10
11545,80545,,{151=100},31,50,10
11546,80546,,{151=100},31,50,10
11551,80551,,{151=100},34,0,10
11601,80601,,{151=100},21,50,10
11602,80602,,{151=100},21,50,10
11603,80603,,{151=100},21,50,10
11604,80604,,{151=100},21,50,10
11605,80605,,{151=100},21,50,10
11606,80606,,{151=100},21,50,10
11611,80611,,{151=100},24,50,10
11612,80612,,{151=100},24,50,10
11613,80613,,{151=100},24,50,10
11614,80614,,{151=100},24,50,10
11615,80615,,{151=100},24,50,10
11616,80616,,{151=100},24,50,10
11621,80621,,{151=100},27,50,10
11622,80622,,{151=100},27,50,10
11623,80623,,{151=100},27,50,10
11624,80624,,{151=100},27,50,10
11625,80625,,{151=100},27,50,10
11626,80626,,{151=100},27,50,10
11631,80631,,{151=100},30,50,10
11632,80632,,{151=100},30,50,10
11633,80633,,{151=100},30,50,10
11634,80634,,{151=100},30,50,10
11635,80635,,{151=100},30,50,10
11636,80636,,{151=100},30,50,10
11641,80641,,{151=100},33,50,10
11642,80642,,{151=100},33,50,10
11643,80643,,{151=100},33,50,10
11644,80644,,{151=100},33,50,10
11645,80645,,{151=100},33,50,10
11646,80646,,{151=100},33,50,10
11651,80651,,{151=100},36,0,10
11701,80701,,{151=100},21,50,10
11702,80702,,{151=100},21,50,10
11703,80703,,{151=100},21,50,10
11704,80704,,{151=100},21,50,10
11705,80705,,{151=100},21,50,10
11706,80706,,{151=100},21,50,10
11711,80711,,{151=100},24,50,10
11712,80712,,{151=100},24,50,10
11713,80713,,{151=100},24,50,10
11714,80714,,{151=100},24,50,10
11715,80715,,{151=100},24,50,10
11716,80716,,{151=100},24,50,10
11721,80721,,{151=100},27,50,10
11722,80722,,{151=100},27,50,10
11723,80723,,{151=100},27,50,10
11724,80724,,{151=100},27,50,10
11725,80725,,{151=100},27,50,10
11726,80726,,{151=100},27,50,10
11731,80731,,{151=100},30,50,10
11732,80732,,{151=100},30,50,10
11733,80733,,{151=100},30,50,10
11734,80734,,{151=100},30,50,10
11735,80735,,{151=100},30,50,10
11736,80736,,{151=100},30,50,10
11741,80741,,{151=100},33,50,10
11742,80742,,{151=100},33,50,10
11743,80743,,{151=100},33,50,10
11744,80744,,{151=100},33,50,10
11745,80745,,{151=100},33,50,10
11746,80746,,{151=100},33,50,10
11751,80751,,{151=100},36,0,10
12001,80001,,{152=100},0,0,1
12002,80002,,{152=100},0,0,1
12003,80003,,{152=100},0,0,1
12004,80004,,{152=100},0,0,1
12005,80005,,{152=100},0,0,1
12006,80006,,{152=100},0,0,1
12011,80011,,{152=100},0,0,1
12012,80012,,{152=100},0,0,1
12013,80013,,{152=100},0,0,1
12014,80014,,{152=100},0,0,1
12015,80015,,{152=100},0,0,1
12016,80016,,{152=100},0,0,1
12021,80021,,{152=100},1,60,1
12022,80022,,{152=100},1,60,1
12023,80023,,{152=100},1,60,1
12024,80024,,{152=100},1,60,1
12025,80025,,{152=100},1,60,1
12026,80026,,{152=100},1,60,1
12031,80031,,{152=100},1,60,1
12032,80032,,{152=100},1,60,1
12033,80033,,{152=100},1,60,1
12034,80034,,{152=100},1,60,1
12035,80035,,{152=100},1,60,1
12036,80036,,{152=100},1,60,1
12041,80041,,{152=100},2,60,1
12042,80042,,{152=100},2,60,1
12043,80043,,{152=100},2,60,1
12044,80044,,{152=100},2,60,1
12045,80045,,{152=100},2,60,1
12046,80046,,{152=100},2,60,1
12051,80051,,{152=100},0,0,1
12101,80101,,{152=100},0,0,1
12102,80102,,{152=100},0,0,1
12103,80103,,{152=100},0,0,1
12104,80104,,{152=100},0,0,1
12105,80105,,{152=100},0,0,1
12106,80106,,{152=100},0,0,1
12111,80111,,{152=100},0,0,1
12112,80112,,{152=100},0,0,1
12113,80113,,{152=100},0,0,1
12114,80114,,{152=100},0,0,1
12115,80115,,{152=100},0,0,1
12116,80116,,{152=100},0,0,1
12121,80121,,{152=100},1,60,1
12122,80122,,{152=100},1,60,1
12123,80123,,{152=100},1,60,1
12124,80124,,{152=100},1,60,1
12125,80125,,{152=100},1,60,1
12126,80126,,{152=100},1,60,1
12131,80131,,{152=100},1,60,1
12132,80132,,{152=100},1,60,1
12133,80133,,{152=100},1,60,1
12134,80134,,{152=100},1,60,1
12135,80135,,{152=100},1,60,1
12136,80136,,{152=100},1,60,1
12141,80141,,{152=100},2,60,1
12142,80142,,{152=100},2,60,1
12143,80143,,{152=100},2,60,1
12144,80144,,{152=100},2,60,1
12145,80145,,{152=100},2,60,1
12146,80146,,{152=100},2,60,1
12151,80151,,{152=100},0,0,1
12201,80201,,{152=100},0,0,1
12202,80202,,{152=100},0,0,1
12203,80203,,{152=100},0,0,1
12204,80204,,{152=100},0,0,1
12205,80205,,{152=100},0,0,1
12206,80206,,{152=100},0,0,1
12211,80211,,{152=100},0,0,1
12212,80212,,{152=100},0,0,1
12213,80213,,{152=100},0,0,1
12214,80214,,{152=100},0,0,1
12215,80215,,{152=100},0,0,1
12216,80216,,{152=100},0,0,1
12221,80221,,{152=100},1,60,1
12222,80222,,{152=100},1,60,1
12223,80223,,{152=100},1,60,1
12224,80224,,{152=100},1,60,1
12225,80225,,{152=100},1,60,1
12226,80226,,{152=100},1,60,1
12231,80231,,{152=100},1,60,1
12232,80232,,{152=100},1,60,1
12233,80233,,{152=100},1,60,1
12234,80234,,{152=100},1,60,1
12235,80235,,{152=100},1,60,1
12236,80236,,{152=100},1,60,1
12241,80241,,{152=100},2,60,1
12242,80242,,{152=100},2,60,1
12243,80243,,{152=100},2,60,1
12244,80244,,{152=100},2,60,1
12245,80245,,{152=100},2,60,1
12246,80246,,{152=100},2,60,1
12251,80251,,{152=100},0,0,1
12301,80301,,{152=100},0,0,1
12302,80302,,{152=100},0,0,1
12303,80303,,{152=100},0,0,1
12304,80304,,{152=100},0,0,1
12305,80305,,{152=100},0,0,1
12306,80306,,{152=100},0,0,1
12311,80311,,{152=100},0,0,1
12312,80312,,{152=100},0,0,1
12313,80313,,{152=100},0,0,1
12314,80314,,{152=100},0,0,1
12315,80315,,{152=100},0,0,1
12316,80316,,{152=100},0,0,1
12321,80321,,{152=100},1,60,1
12322,80322,,{152=100},1,60,1
12323,80323,,{152=100},1,60,1
12324,80324,,{152=100},1,60,1
12325,80325,,{152=100},1,60,1
12326,80326,,{152=100},1,60,1
12331,80331,,{152=100},1,60,1
12332,80332,,{152=100},1,60,1
12333,80333,,{152=100},1,60,1
12334,80334,,{152=100},1,60,1
12335,80335,,{152=100},1,60,1
12336,80336,,{152=100},1,60,1
12341,80341,,{152=100},2,60,1
12342,80342,,{152=100},2,60,1
12343,80343,,{152=100},2,60,1
12344,80344,,{152=100},2,60,1
12345,80345,,{152=100},2,60,1
12346,80346,,{152=100},2,60,1
12351,80351,,{152=100},0,0,1
12401,80401,,{152=100},0,0,1
12402,80402,,{152=100},0,0,1
12403,80403,,{152=100},0,0,1
12404,80404,,{152=100},0,0,1
12405,80405,,{152=100},0,0,1
12406,80406,,{152=100},0,0,1
12411,80411,,{152=100},0,0,1
12412,80412,,{152=100},0,0,1
12413,80413,,{152=100},0,0,1
12414,80414,,{152=100},0,0,1
12415,80415,,{152=100},0,0,1
12416,80416,,{152=100},0,0,1
12421,80421,,{152=100},1,60,1
12422,80422,,{152=100},1,60,1
12423,80423,,{152=100},1,60,1
12424,80424,,{152=100},1,60,1
12425,80425,,{152=100},1,60,1
12426,80426,,{152=100},1,60,1
12431,80431,,{152=100},1,60,1
12432,80432,,{152=100},1,60,1
12433,80433,,{152=100},1,60,1
12434,80434,,{152=100},1,60,1
12435,80435,,{152=100},1,60,1
12436,80436,,{152=100},1,60,1
12441,80441,,{152=100},2,60,1
12442,80442,,{152=100},2,60,1
12443,80443,,{152=100},2,60,1
12444,80444,,{152=100},2,60,1
12445,80445,,{152=100},2,60,1
12446,80446,,{152=100},2,60,1
12451,80451,,{152=100},0,0,1
12501,80501,,{152=100},0,0,1
12502,80502,,{152=100},0,0,1
12503,80503,,{152=100},0,0,1
12504,80504,,{152=100},0,0,1
12505,80505,,{152=100},0,0,1
12506,80506,,{152=100},0,0,1
12511,80511,,{152=100},0,0,1
12512,80512,,{152=100},0,0,1
12513,80513,,{152=100},0,0,1
12514,80514,,{152=100},0,0,1
12515,80515,,{152=100},0,0,1
12516,80516,,{152=100},0,0,1
12521,80521,,{152=100},1,60,1
12522,80522,,{152=100},1,60,1
12523,80523,,{152=100},1,60,1
12524,80524,,{152=100},1,60,1
12525,80525,,{152=100},1,60,1
12526,80526,,{152=100},1,60,1
12531,80531,,{152=100},1,60,1
12532,80532,,{152=100},1,60,1
12533,80533,,{152=100},1,60,1
12534,80534,,{152=100},1,60,1
12535,80535,,{152=100},1,60,1
12536,80536,,{152=100},1,60,1
12541,80541,,{152=100},2,60,1
12542,80542,,{152=100},2,60,1
12543,80543,,{152=100},2,60,1
12544,80544,,{152=100},2,60,1
12545,80545,,{152=100},2,60,1
12546,80546,,{152=100},2,60,1
12551,80551,,{152=100},0,0,1
12601,80601,,{152=100},0,0,1
12602,80602,,{152=100},0,0,1
12603,80603,,{152=100},0,0,1
12604,80604,,{152=100},0,0,1
12605,80605,,{152=100},0,0,1
12606,80606,,{152=100},0,0,1
12611,80611,,{152=100},0,0,1
12612,80612,,{152=100},0,0,1
12613,80613,,{152=100},0,0,1
12614,80614,,{152=100},0,0,1
12615,80615,,{152=100},0,0,1
12616,80616,,{152=100},0,0,1
12621,80621,,{152=100},1,60,1
12622,80622,,{152=100},1,60,1
12623,80623,,{152=100},1,60,1
12624,80624,,{152=100},1,60,1
12625,80625,,{152=100},1,60,1
12626,80626,,{152=100},1,60,1
12631,80631,,{152=100},1,60,1
12632,80632,,{152=100},1,60,1
12633,80633,,{152=100},1,60,1
12634,80634,,{152=100},1,60,1
12635,80635,,{152=100},1,60,1
12636,80636,,{152=100},1,60,1
12641,80641,,{152=100},2,60,1
12642,80642,,{152=100},2,60,1
12643,80643,,{152=100},2,60,1
12644,80644,,{152=100},2,60,1
12645,80645,,{152=100},2,60,1
12646,80646,,{152=100},2,60,1
12651,80651,,{152=100},0,0,1
12701,80701,,{152=100},0,0,1
12702,80702,,{152=100},0,0,1
12703,80703,,{152=100},0,0,1
12704,80704,,{152=100},0,0,1
12705,80705,,{152=100},0,0,1
12706,80706,,{152=100},0,0,1
12711,80711,,{152=100},0,0,1
12712,80712,,{152=100},0,0,1
12713,80713,,{152=100},0,0,1
12714,80714,,{152=100},0,0,1
12715,80715,,{152=100},0,0,1
12716,80716,,{152=100},0,0,1
12721,80721,,{152=100},1,60,1
12722,80722,,{152=100},1,60,1
12723,80723,,{152=100},1,60,1
12724,80724,,{152=100},1,60,1
12725,80725,,{152=100},1,60,1
12726,80726,,{152=100},1,60,1
12731,80731,,{152=100},1,60,1
12732,80732,,{152=100},1,60,1
12733,80733,,{152=100},1,60,1
12734,80734,,{152=100},1,60,1
12735,80735,,{152=100},1,60,1
12736,80736,,{152=100},1,60,1
12741,80741,,{152=100},2,60,1
12742,80742,,{152=100},2,60,1
12743,80743,,{152=100},2,60,1
12744,80744,,{152=100},2,60,1
12745,80745,,{152=100},2,60,1
12746,80746,,{152=100},2,60,1
12751,80751,,{152=100},0,0,1
13001,80001,,{510=100;513=50;514=30;511=100},6,50,1
13002,80002,,{510=100;513=50;514=30;511=100},6,50,1
13003,80003,,{510=100;513=50;514=30;511=100},6,50,1
13004,80004,,{510=100;513=50;514=30;511=100},6,50,1
13005,80005,,{510=100;513=50;514=30;511=100},6,50,1
13006,80006,,{510=100;513=50;514=30;511=100},6,50,1
13011,80011,,{510=100;513=50;514=30;511=100},7,50,1
13012,80012,,{510=100;513=50;514=30;511=100},7,50,1
13013,80013,,{510=100;513=50;514=30;511=100},7,50,1
13014,80014,,{510=100;513=50;514=30;511=100},7,50,1
13015,80015,,{510=100;513=50;514=30;511=100},7,50,1
13016,80016,,{510=100;513=50;514=30;511=100},7,50,1
13021,80021,,{510=100;513=50;514=30;511=100},8,50,1
13022,80022,,{510=100;513=50;514=30;511=100},8,50,1
13023,80023,,{510=100;513=50;514=30;511=100},8,50,1
13024,80024,,{510=100;513=50;514=30;511=100},8,50,1
13025,80025,,{510=100;513=50;514=30;511=100},8,50,1
13026,80026,,{510=100;513=50;514=30;511=100},8,50,1
13031,80031,,{510=100;513=50;514=30;511=100},9,50,1
13032,80032,,{510=100;513=50;514=30;511=100},9,50,1
13033,80033,,{510=100;513=50;514=30;511=100},9,50,1
13034,80034,,{510=100;513=50;514=30;511=100},9,50,1
13035,80035,,{510=100;513=50;514=30;511=100},9,50,1
13036,80036,,{510=100;513=50;514=30;511=100},9,50,1
13041,80041,,{510=100;513=50;514=30;511=100},10,50,1
13042,80042,,{510=100;513=50;514=30;511=100},10,50,1
13043,80043,,{510=100;513=50;514=30;511=100},10,50,1
13044,80044,,{510=100;513=50;514=30;511=100},10,50,1
13045,80045,,{510=100;513=50;514=30;511=100},10,50,1
13046,80046,,{510=100;513=50;514=30;511=100},10,50,1
13051,80051,,{510=100;513=50;514=30;511=100},11,50,1
13101,80101,,{510=100;513=50;514=30;511=100},6,50,1
13102,80102,,{510=100;513=50;514=30;511=100},6,50,1
13103,80103,,{510=100;513=50;514=30;511=100},6,50,1
13104,80104,,{510=100;513=50;514=30;511=100},6,50,1
13105,80105,,{510=100;513=50;514=30;511=100},6,50,1
13106,80106,,{510=100;513=50;514=30;511=100},6,50,1
13111,80111,,{510=100;513=50;514=30;511=100},7,50,1
13112,80112,,{510=100;513=50;514=30;511=100},7,50,1
13113,80113,,{510=100;513=50;514=30;511=100},7,50,1
13114,80114,,{510=100;513=50;514=30;511=100},7,50,1
13115,80115,,{510=100;513=50;514=30;511=100},7,50,1
13116,80116,,{510=100;513=50;514=30;511=100},7,50,1
13121,80121,,{510=100;513=50;514=30;511=100},8,50,1
13122,80122,,{510=100;513=50;514=30;511=100},8,50,1
13123,80123,,{510=100;513=50;514=30;511=100},8,50,1
13124,80124,,{510=100;513=50;514=30;511=100},8,50,1
13125,80125,,{510=100;513=50;514=30;511=100},8,50,1
13126,80126,,{510=100;513=50;514=30;511=100},8,50,1
13131,80131,,{510=100;513=50;514=30;511=100},9,50,1
13132,80132,,{510=100;513=50;514=30;511=100},9,50,1
13133,80133,,{510=100;513=50;514=30;511=100},9,50,1
13134,80134,,{510=100;513=50;514=30;511=100},9,50,1
13135,80135,,{510=100;513=50;514=30;511=100},9,50,1
13136,80136,,{510=100;513=50;514=30;511=100},9,50,1
13141,80141,,{510=100;513=50;514=30;511=100},10,50,1
13142,80142,,{510=100;513=50;514=30;511=100},10,50,1
13143,80143,,{510=100;513=50;514=30;511=100},10,50,1
13144,80144,,{510=100;513=50;514=30;511=100},10,50,1
13145,80145,,{510=100;513=50;514=30;511=100},10,50,1
13146,80146,,{510=100;513=50;514=30;511=100},10,50,1
13151,80151,,{510=100;513=50;514=30;511=100},11,50,1
13201,80201,,{510=100;513=50;514=30;511=100},6,50,1
13202,80202,,{510=100;513=50;514=30;511=100},6,50,1
13203,80203,,{510=100;513=50;514=30;511=100},6,50,1
13204,80204,,{510=100;513=50;514=30;511=100},6,50,1
13205,80205,,{510=100;513=50;514=30;511=100},6,50,1
13206,80206,,{510=100;513=50;514=30;511=100},6,50,1
13211,80211,,{510=100;513=50;514=30;511=100},7,50,1
13212,80212,,{510=100;513=50;514=30;511=100},7,50,1
13213,80213,,{510=100;513=50;514=30;511=100},7,50,1
13214,80214,,{510=100;513=50;514=30;511=100},7,50,1
13215,80215,,{510=100;513=50;514=30;511=100},7,50,1
13216,80216,,{510=100;513=50;514=30;511=100},7,50,1
13221,80221,,{510=100;513=50;514=30;511=100},8,50,1
13222,80222,,{510=100;513=50;514=30;511=100},8,50,1
13223,80223,,{510=100;513=50;514=30;511=100},8,50,1
13224,80224,,{510=100;513=50;514=30;511=100},8,50,1
13225,80225,,{510=100;513=50;514=30;511=100},8,50,1
13226,80226,,{510=100;513=50;514=30;511=100},8,50,1
13231,80231,,{510=100;513=50;514=30;511=100},9,50,1
13232,80232,,{510=100;513=50;514=30;511=100},9,50,1
13233,80233,,{510=100;513=50;514=30;511=100},9,50,1
13234,80234,,{510=100;513=50;514=30;511=100},9,50,1
13235,80235,,{510=100;513=50;514=30;511=100},9,50,1
13236,80236,,{510=100;513=50;514=30;511=100},9,50,1
13241,80241,,{510=100;513=50;514=30;511=100},10,50,1
13242,80242,,{510=100;513=50;514=30;511=100},10,50,1
13243,80243,,{510=100;513=50;514=30;511=100},10,50,1
13244,80244,,{510=100;513=50;514=30;511=100},10,50,1
13245,80245,,{510=100;513=50;514=30;511=100},10,50,1
13246,80246,,{510=100;513=50;514=30;511=100},10,50,1
13251,80251,,{510=100;513=50;514=30;511=100},11,50,1
13301,80301,,{510=100;513=50;514=30;511=100},7,50,1
13302,80302,,{510=100;513=50;514=30;511=100},7,50,1
13303,80303,,{510=100;513=50;514=30;511=100},7,50,1
13304,80304,,{510=100;513=50;514=30;511=100},7,50,1
13305,80305,,{510=100;513=50;514=30;511=100},7,50,1
13306,80306,,{510=100;513=50;514=30;511=100},7,50,1
13311,80311,,{510=100;513=50;514=30;511=100},8,50,1
13312,80312,,{510=100;513=50;514=30;511=100},8,50,1
13313,80313,,{510=100;513=50;514=30;511=100},8,50,1
13314,80314,,{510=100;513=50;514=30;511=100},8,50,1
13315,80315,,{510=100;513=50;514=30;511=100},8,50,1
13316,80316,,{510=100;513=50;514=30;511=100},8,50,1
13321,80321,,{510=100;513=50;514=30;511=100},9,50,1
13322,80322,,{510=100;513=50;514=30;511=100},9,50,1
13323,80323,,{510=100;513=50;514=30;511=100},9,50,1
13324,80324,,{510=100;513=50;514=30;511=100},9,50,1
13325,80325,,{510=100;513=50;514=30;511=100},9,50,1
13326,80326,,{510=100;513=50;514=30;511=100},9,50,1
13331,80331,,{510=100;513=50;514=30;511=100},10,50,1
13332,80332,,{510=100;513=50;514=30;511=100},10,50,1
13333,80333,,{510=100;513=50;514=30;511=100},10,50,1
13334,80334,,{510=100;513=50;514=30;511=100},10,50,1
13335,80335,,{510=100;513=50;514=30;511=100},10,50,1
13336,80336,,{510=100;513=50;514=30;511=100},10,50,1
13341,80341,,{510=100;513=50;514=30;511=100},11,50,1
13342,80342,,{510=100;513=50;514=30;511=100},11,50,1
13343,80343,,{510=100;513=50;514=30;511=100},11,50,1
13344,80344,,{510=100;513=50;514=30;511=100},11,50,1
13345,80345,,{510=100;513=50;514=30;511=100},11,50,1
13346,80346,,{510=100;513=50;514=30;511=100},11,50,1
13351,80351,,{510=100;513=50;514=30;511=100},12,50,1
13401,80401,,{510=100;513=50;514=30;511=100},7,50,1
13402,80402,,{510=100;513=50;514=30;511=100},7,50,1
13403,80403,,{510=100;513=50;514=30;511=100},7,50,1
13404,80404,,{510=100;513=50;514=30;511=100},7,50,1
13405,80405,,{510=100;513=50;514=30;511=100},7,50,1
13406,80406,,{510=100;513=50;514=30;511=100},7,50,1
13411,80411,,{510=100;513=50;514=30;511=100},8,50,1
13412,80412,,{510=100;513=50;514=30;511=100},8,50,1
13413,80413,,{510=100;513=50;514=30;511=100},8,50,1
13414,80414,,{510=100;513=50;514=30;511=100},8,50,1
13415,80415,,{510=100;513=50;514=30;511=100},8,50,1
13416,80416,,{510=100;513=50;514=30;511=100},8,50,1
13421,80421,,{510=100;513=50;514=30;511=100},9,50,1
13422,80422,,{510=100;513=50;514=30;511=100},9,50,1
13423,80423,,{510=100;513=50;514=30;511=100},9,50,1
13424,80424,,{510=100;513=50;514=30;511=100},9,50,1
13425,80425,,{510=100;513=50;514=30;511=100},9,50,1
13426,80426,,{510=100;513=50;514=30;511=100},9,50,1
13431,80431,,{510=100;513=50;514=30;511=100},10,50,1
13432,80432,,{510=100;513=50;514=30;511=100},10,50,1
13433,80433,,{510=100;513=50;514=30;511=100},10,50,1
13434,80434,,{510=100;513=50;514=30;511=100},10,50,1
13435,80435,,{510=100;513=50;514=30;511=100},10,50,1
13436,80436,,{510=100;513=50;514=30;511=100},10,50,1
13441,80441,,{510=100;513=50;514=30;511=100},11,50,1
13442,80442,,{510=100;513=50;514=30;511=100},11,50,1
13443,80443,,{510=100;513=50;514=30;511=100},11,50,1
13444,80444,,{510=100;513=50;514=30;511=100},11,50,1
13445,80445,,{510=100;513=50;514=30;511=100},11,50,1
13446,80446,,{510=100;513=50;514=30;511=100},11,50,1
13451,80451,,{510=100;513=50;514=30;511=100},12,50,1
13501,80501,,{510=100;513=50;514=30;511=100},7,50,1
13502,80502,,{510=100;513=50;514=30;511=100},7,50,1
13503,80503,,{510=100;513=50;514=30;511=100},7,50,1
13504,80504,,{510=100;513=50;514=30;511=100},7,50,1
13505,80505,,{510=100;513=50;514=30;511=100},7,50,1
13506,80506,,{510=100;513=50;514=30;511=100},7,50,1
13511,80511,,{510=100;513=50;514=30;511=100},8,50,1
13512,80512,,{510=100;513=50;514=30;511=100},8,50,1
13513,80513,,{510=100;513=50;514=30;511=100},8,50,1
13514,80514,,{510=100;513=50;514=30;511=100},8,50,1
13515,80515,,{510=100;513=50;514=30;511=100},8,50,1
13516,80516,,{510=100;513=50;514=30;511=100},8,50,1
13521,80521,,{510=100;513=50;514=30;511=100},9,50,1
13522,80522,,{510=100;513=50;514=30;511=100},9,50,1
13523,80523,,{510=100;513=50;514=30;511=100},9,50,1
13524,80524,,{510=100;513=50;514=30;511=100},9,50,1
13525,80525,,{510=100;513=50;514=30;511=100},9,50,1
13526,80526,,{510=100;513=50;514=30;511=100},9,50,1
13531,80531,,{510=100;513=50;514=30;511=100},10,50,1
13532,80532,,{510=100;513=50;514=30;511=100},10,50,1
13533,80533,,{510=100;513=50;514=30;511=100},10,50,1
13534,80534,,{510=100;513=50;514=30;511=100},10,50,1
13535,80535,,{510=100;513=50;514=30;511=100},10,50,1
13536,80536,,{510=100;513=50;514=30;511=100},10,50,1
13541,80541,,{510=100;513=50;514=30;511=100},11,50,1
13542,80542,,{510=100;513=50;514=30;511=100},11,50,1
13543,80543,,{510=100;513=50;514=30;511=100},11,50,1
13544,80544,,{510=100;513=50;514=30;511=100},11,50,1
13545,80545,,{510=100;513=50;514=30;511=100},11,50,1
13546,80546,,{510=100;513=50;514=30;511=100},11,50,1
13551,80551,,{510=100;513=50;514=30;511=100},12,50,1
13601,80601,,{510=100;513=50;514=30;511=100},8,50,1
13602,80602,,{510=100;513=50;514=30;511=100},8,50,1
13603,80603,,{510=100;513=50;514=30;511=100},8,50,1
