变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
53661,木木枭·Z觉醒碎片,木木梟·Z招式碎片,Decidueye Z-Move Shard,Mảnh Z-招式 của Rowlet,데시데이 Z기술 조각,<cn;tw;en;vn;th;kr>,3661,config/portrait/jinglingtouxiang/img_722_mmx@.png,用于提升木木枭的Z觉醒养成,提升木木梟Z招式的培育,Raising a Decidueye's Z-Move,데시데이드의 Z이동 육성,用于提升木木枭的Z觉醒养成,提升木木梟Z招式養成的工具,Item to raise the power of Decidueye's Z-Move,텅구리의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53671,炽焰咆哮虎Z觉醒碎片,熾焰咆哮虎Z招式碎片,Incineroar Z-Move Shard,Mảnh Z-Move của Incineroar,인시네로아 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3671,config/portrait/jinglingtouxiang/img_727_cypxh@.png,用于提升炽焰咆哮虎Z觉醒养成,用於提升熾焰咆哮虎Z招式養成,Used to enhance Incineroar's Z-Move development,염번의 Z이동 기술 성장에 사용됩니다,用于提升炽焰咆哮虎Z觉醒养成,提升熾焰咆哮虎Z招式養成,For enhancing the Incineroar Z-Move cultivation,강철번개의 Z 기술 육성 향상을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53681,球球海狮Z觉醒碎片,球球海獅Z招式碎片,Palossand Z-Move Shard,Mảnh Z-Move của Palossand,파오리 Z기술 조각,<cn;tw;en;vn;th;kr>,3681,config/portrait/jinglingtouxiang/img_728_qqhs@.png,用于提升球球海狮Z觉醒养成,提升球球海獅Z招式養成,Raising a Palossand's Z-Move,파라섹트의 Z기술 육성,用于提升球球海狮Z觉醒养成,用於提升球球海獅Z招式養成,For raising the Ball Guy's Z-Move,볼가이 Z기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
53771,好坏星·Z觉醒碎片,好壞星·Z招式碎片,Goodra Z-Move Shard,Mảnh Z-Move của Goodra,굿라 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3771,config/portrait/jinglingtouxiang/img_747_hhx@.png,用于提升好坏星的Z觉醒养成,用於提升好壞星的Z招式培育,Raising Z-Moves for good and bad stars,좋고 나쁜 별을 위한 Z 기술 육성,用于提升好坏星的Z觉醒养成,用於提升好壞星的Z招式培育,Raising Z-Moves for Goodra and its variations,굿라와 그 변종들의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53841,甜竹竹·Z觉醒碎片,甜竹竹·Z招式碎片,Sweet Bamboo Z-Move Shard,Mảnh Z-Move của Sweet Bamboo,스윗밤부 Z기술 조각,<cn;tw;en;vn;th;kr>,3841,config/portrait/jinglingtouxiang/img_761_tzz@.png,用于提升甜竹竹的Z觉醒养成,提升甜竹竹Z招式的培育,Raising Sweetarrow's Z-Move,스위트애로우의 Z기술 육성,用于提升甜竹竹的Z觉醒养成,用於提升甜竹竹的Z招式養成,For raising Sweet Bamboo's Z-Move,단맛 대나무의 Z기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z-무브에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
53961,谜拟ＱZ觉醒碎片,謎擬Ｑ的Z招式碎片,Mimikyu Z-Move Shard,Mảnh Z-Move của Mimikyu,미미큐 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3961,config/portrait/jinglingtouxiang/img_778_mnq@.png,用于提升谜拟ＱZ觉醒养成,用於提升謎擬Ｑ的Z招式培養,For raising Mimikyu's Z-Move training,미믹큐의 Z기술 훈련 향상을 위한,用于提升谜拟ＱZ觉醒养成,提升謎擬Ｑ Z招式養成,Raising Mimikyu's Z-Move,미미큐의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54023,索尔迦雷欧Z觉醒碎片,索爾迦雷歐Z招式碎片,Solgaleo Z-Move Shard,Mảnh Z-Move của Solgaleo,솔가레오 Z이로움 조각,<cn;tw;en;vn;th;kr>,4023,config/portrait/jinglingtouxiang/img_791_sejla@.png,用于提升索尔迦雷欧Z觉醒养成,用於提升索爾迦雷歐Z招式培養,For raising Solgaleo's Z-Move power,솔가레오의 Z 기술 강화를 위한,用于提升索尔迦雷欧Z觉醒养成,提升索爾迦雷歐Z招式能力,Used to enhance Solgaleo's Z-Move power.,솔가레오의 Z 기술을 강화하는 데 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54024,露奈雅拉Z觉醒碎片,露奈雅拉Z招式碎片,Lunala Z-Move Shard,Mảnh Z-招式 Lunala,루나아라 Z기술 조각,<cn;tw;en;vn;th;kr>,4024,config/portrait/jinglingtouxiang/img_792_lnyl@.png,用于提升露奈雅拉Z觉醒养成,用於提升露奈雅拉Z招式養成,Used to enhance Lunala Z-Move training.,루나아라 Z기술 연마에 사용됩니다.,用于提升露奈雅拉Z觉醒养成,用於提升露奈雅拉Z招式培養,For enhancing Lunala's Z-Move training,루나아라의 Z기술 훈련 향상을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54025,究极进化:日月同体,究極進化：日月同體,Mega Evolution: Sun and Moon Unity,Siêu Tiến Hóa: Nhật Nguyệt Đồng Thể,메가진화: 썬문 합체,<cn;tw;en;vn;th;kr>,4025,config/portrait/jinglingtouxiang/srys.png,用于提升科斯莫古的Z觉醒养成,提升科斯莫古Z招式養成的工具,Item to power up Cosmoem's Z-Move training,코스모움의 Z 기술 훈련을 강화하는 아이템,用于提升科斯莫古的Z觉醒养成,提升科斯莫古Z招式養成的工具,Item to boost Cosmoem's Z-Move training.,코스모움의 Z 기술 훈련을 향상시키는 아이템,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54031,虚吾伊德Z觉醒碎片,虛吾伊德Z招式碎片,Hoopa Z-Move Shard,Mảnh Z-Move của Hoopa,후파 Z이벤트 조각,<cn;tw;en;vn;th;kr>,4031,config/portrait/jinglingtouxiang/img_793_xwyd@.png,用于提升虚吾伊德Z觉醒养成,提升虛吾伊德Z招式養成,For raising the Z-Move growth of Unown,언노운의 Z 기술 성장을 높이기 위해,用于提升虚吾伊德Z觉醒养成,用於提升虛吾伊德Z招式培養,For improving the Z-Move training of Virbank,버크시티의 Z기술 훈련 향상을 위해,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54051,费洛美螂Z觉醒碎片,費洛美螂Z招式碎片,Pheromosa Z-Move Shard,Mảnh Z-Move của Pheromosa,페로로치 Z기술 조각,<cn;tw;en;vn;th;kr>,4051,config/portrait/jinglingtouxiang/img_795_flml@.png,用于提升费洛美螂Z觉醒养成,提升費洛美螂Z招式養成,For raising the Ferrothorn Z-Move,페로로치 Z 기술 육성을 위한,用于提升费洛美螂Z觉醒养成,用於提升費洛美螂Z招式培養,For raising the Ferroseed Z-Move,페로로치 Z이동 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54071,铁火辉夜Z觉醒碎片,鐵火輝夜Z招式碎片,Incineroar Z-Move Shard,Mảnh Z-Move của Incineroar,번치코 Z이펙트 조각,<cn;tw;en;vn;th;kr>,4071,config/portrait/jinglingtouxiang/img_797_thhy@.png,用于提升铁火辉夜Z觉醒养成,用於提升鐵火輝夜Z招式養成,For raising Iron Valiant's Z-Move,강철나비의 Z 기술 육성을 위한,用于提升铁火辉夜Z觉醒养成,用於提升鐵火輝夜Z招式培養,For raising Iron Valiant's Z-Move,강철번개의 Z기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54081,纸御剑Z觉醒碎片,紙御劍Z招式碎片,Paper Airplane Z-Move Shard,Mảnh Z-Move Máy Bay Giấy,종이비행기 Z이벤트 조각,<cn;tw;en;vn;th;kr>,4081,config/portrait/jinglingtouxiang/img_798_zyj@.png,用于提升纸御剑Z觉醒养成,提升紙御劍Z招式養成,Raising Paper Airplane Z-Move,종이비행기 Z기술 육성,用于提升纸御剑Z觉醒养成,用於提升紙御劍Z招式養成,Used to enhance the Z-Move training of the Paper-Cutting Sword.,종이날검 Z기술 연마에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54101,奈克洛兹玛Z觉醒碎片,奈克洛茲瑪Z招式碎片,Necrozma Z-Move Shard,Mảnh Z-Move của Necrozma,네크로즈마 Z이동 조각,<cn;tw;en;vn;th;kr>,4101,config/portrait/jinglingtouxiang/img_800_nklzm@.png,用于提升奈克洛兹玛Z觉醒养成,用於提升奈克洛茲瑪Z招式培養,For improving Necrozma's Z-Move development,네크로즈마 Z 기술 육성 향상을 위한,用于提升奈克洛兹玛Z觉醒养成,提升奈克洛茲瑪Z招式養成,For raising Necrozma's Z-Move,네크로즈마의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54111,玛机雅娜Z觉醒碎片,瑪機雅娜Z招式碎片,Magearna Z-Move Shard,Mảnh Z-Move của Magearna,마기아나 Z이상의 조각,<cn;tw;en;vn;th;kr>,4111,config/portrait/jinglingtouxiang/img_801_mjyn@.png,用于提升玛机雅娜Z觉醒养成,提升瑪機雅娜Z招式養成,Used to enhance Magearna Z-Move training,마기아나 Z 기술 연마 향상에 사용,用于提升玛机雅娜Z觉醒养成,用於提升瑪機雅娜Z招式強度,Used to power up Magearna's Z-Move,마기아나의 Z기술을 강화하는 데 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54121,玛夏多Z觉醒碎片,瑪夏多Z招式碎片,Marshadow Z-Move Shard,Mảnh Z-Move của Marshadow,마섀도우 Z기술 조각,<cn;tw;en;vn;th;kr>,4121,config/portrait/jinglingtouxiang/img_802_mxd@.png,用于提升玛夏多Z觉醒养成,提升瑪夏多Z招式養成,Raising a Marshadow's Z-Move,마섀도우의 Z이동 레벨을 올립니다,用于提升玛夏多Z觉醒养成,用於提升瑪夏多Z招式強度,Used to enhance Marshadow's Z-Move power.,마섀도우의 Z기술 위력을 높이는 데 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54131,毒贝比·Z觉醒碎片,毒貝貝．Z招式碎片,Toxapex Z-Move Shard,Mảnh Z-Move của Toxapex,토게키스 Z이동 조각,<cn;tw;en;vn;th;kr>,4131,config/portrait/jinglingtouxiang/img_803_dbb@.png,用于提升毒贝比的Z觉醒养成,提升毒貝比Z招式的培育,Raising Toxapex with Z-Move training,Z-기술 훈련으로 톡소페이스 육성,用于提升毒贝比的Z觉醒养成,提升毒貝比Z招式的培育,Raising a Toxapex with a Z-Move,Z 기술을 가진 독파리 키우기,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54141,垒磊石Z觉醒碎片,壘磊石Z招式碎片,Lileep Z-Move Shard,Mảnh Z-Move của Lileep,릴리프 Z기술 조각,<cn;tw;en;vn;th;kr>,4141,config/portrait/jinglingtouxiang/img_805_lls@.png,用于提升垒磊石Z觉醒养成,用於提升壘磊石Z招式養成,Used to enhance the Lele Rock Z-Move cultivation,레레돌 Z기술 육성 강화에 사용됨,用于提升垒磊石Z觉醒养成,用於提升壘磊石Z招式養成,Used to enhance the development of Lele Rock Z-Moves.,렐레록 Z기술 개발 향상에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54151,砰头小丑Z觉醒碎片,砰頭小丑Z招式碎片,Boom Head Clown Z-Move Shard,Mảnh Z-Move của chú hề Boom Head,붐 헤드 광대 Z이동 조각,<cn;tw;en;vn;th;kr>,4151,config/portrait/jinglingtouxiang/img_806_ptxc@.png,用于提升砰头小丑Z觉醒养成,用於提升砰頭小丑Z招式養成,Used to enhance the Prankster Z-Move training,짓궂은 피에로의 Z이동 훈련 향상에 사용됨,用于提升砰头小丑Z觉醒养成,用於提升砰頭小丑Z招式養成,Used to enhance Boom-Boom Z-Move training,붐붐 폭탄광대의 Z기술 육성에 사용됩니다,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54161,捷拉奥拉·Z觉醒碎片,捷拉奧拉Z招式碎片,Zeraora Z-Move Shard,Mảnh Z-Move của Zeraora,제라오라 Z이벤트 조각,<cn;tw;en;vn;th;kr>,4161,config/portrait/jinglingtouxiang/img_807_jlal@.png,用于提升捷拉奥拉的Z觉醒养成,提升捷拉奧拉Z招式養成的工具,Tool for raising the Z-Move power of Zeraora,제라오라의 Z기술 레벨을 올리는 도구,用于提升捷拉奥拉的Z觉醒养成,提升捷拉奧拉Z招式能力的培育,Raising Z-Move power for Zeraora,제라오라의 Z 기술 강화 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54171,美录坦·Z觉醒碎片,美錄坦Z招式碎片,Meltan Z-Move Shard,Mảnh Z-Move của Meltan,멜탄 Z 기술 조각,<cn;tw;en;vn;th;kr>,4171,config/portrait/jinglingtouxiang/img_808_mlt@.png,用于提升美录坦的Z觉醒养成,提升美錄坦Z招式的培育,Raising Meltan's Z-Move,멜탄의 Z 기술 육성,用于提升美录坦的Z觉醒养成,提升美錄坦Z招式的培育,Raising Meltan's Z-Move,멜탄의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
54181,阿罗拉六尾觉醒碎片,阿羅拉六尾Z招式碎片,Alolan Ninetales Z-Move Shard,Mảnh Z-Move của Alolan Ninetales,알로라 여우령 Z기술 조각,<cn;tw;en;vn;th;kr>,4181,config/portrait/jinglingtouxiang/img_37_alllw@.png,用于提升阿罗拉六尾的Z觉醒养成,提升阿羅拉六尾Z招式養成的工具,Tool for raising Alolan Ninetales' Z-Move,알로라 여우의 Z기술 육성을 위한 도구,用于提升阿罗拉六尾的Z觉醒养成,提升阿羅拉六尾Z招式養成的工具,Tool for raising Alolan Ninetales' Z-Move power,알로라 여우의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57001,小智版皮卡丘·Z觉醒碎片,小智版皮卡丘·Z招式碎片,Ash's Pikachu Z-Move Shard,Mảnh Z-Move của Pikachu phiên bản Satoshi,지우 피카츄 Z기술 조각,<cn;tw;en;vn;th;kr>,7001,config/portrait/jinglingtouxiang/img_25_xzpkq@.png,用于提升小智版皮卡丘的Z觉醒养成,用於提升小智版皮卡丘的Z招式養成,For enhancing Ash's Pikachu's Z-Move training,지우 버전 피카츄의 Z기술 연마 향상을 위한,用于提升小智版皮卡丘的Z觉醒养成,提升小智版皮卡丘的Z招式養成,Raising Ash's Pikachu's Z-Move,지우 피카츄의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57021,闪光超级耿鬼Z觉醒碎片,閃光耿鬼Z招式碎片,Shiny Gengar Z-Move Shard,Mảnh Z-Move Gengar bóng lưỡng,빛나는 고우스트 Z기술 조각,<cn;tw;en;vn;th;kr>,7021,config/portrait/jinglingtouxiang/img_94_yscjgg@.png,用于提升闪光超级耿鬼Z觉醒养成,用於提升閃光超級耿鬼Z招式養成,For improving Shiny Mega Gengar Z-Move training,빛나는 메가 耿鬼 Z 기술 훈련 향상을 위한,用于提升闪光超级耿鬼Z觉醒养成,提升閃光超級耿鬼Z招式養成,Raising shiny Mega Gengar's Z-Move,빛나는 메가 耿鬼의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57031,远古胖丁Z觉醒碎片,遠古胖丁Z招式碎片,Ancient Ditto Z-Move Shard,Mảnh Z-Move của Ditto cổ đại,고대 푸딩 Z이동 조각,<cn;tw;en;vn;th;kr>,7031,config/portrait/jinglingtouxiang/img_39_ygpd@.png,用于提升远古胖丁Z觉醒养成,用於提升遠古胖丁Z招式培養,For raising Ancient Pokémon Z-Move cultivation,고대 푸린 Z기술 육성 향상을 위한,用于提升远古胖丁Z觉醒养成,提升古代胖丁Z招式養成,Used to enhance Ancient Ditto Z-Move training,고대 푸푸린 Z기술 육성에 사용,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57041,远古耿鬼Z觉醒碎片,遠古耿鬼Z招式碎片,Ancient Gengar Z-Move Shard,Mảnh Z-Move của Gengar cổ đại,고대 망나뇽 Z이동 조각,<cn;tw;en;vn;th;kr>,7041,config/portrait/jinglingtouxiang/img_94_yggg@.png,用于提升远古耿鬼Z觉醒养成,用於提升遠古耿鬼Z招式養成,For raising Ancient Gardevoir's Z-Move,고대 가디안의 Z기술 육성을 위한,用于提升远古耿鬼Z觉醒养成,用於提升遠古耿鬼Z招式養成,For raising the Ancient Ghost Z-Move,고대 망나뇽 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57051,远古胡地Z觉醒碎片,遠古胡地Z招式碎片,Ancient Alakazam Z-Move Shard,Mảnh Z-Move của Alakazam cổ đại,고대 알라카잠 Z기술 조각,<cn;tw;en;vn;th;kr>,7051,config/portrait/jinglingtouxiang/img_65_yghd@.png,用于提升远古胡地Z觉醒养成,用於提升遠古胡地Z招式養成,Used to enhance the Z-Move training of Ancient Mewtwo,고대뮤츠의 Z기술 육성에 사용됩니다,用于提升远古胡地Z觉醒养成,用於提升遠古胡地Z招式養成,For raising Ancient Mewtwo's Z-Move,고대 뮤츠의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57061,红色暴鲤龙,紅色暴鯉龍,Red Gyarados,Gyarados Đỏ,레드 갸라도스,<cn;tw;en;vn;th;kr>,7061,config/portrait/jinglingtouxiang/img_130_bllh@.png,用于提升红色暴鲤龙的z觉醒养成,提升紅色暴鯉龍Z招式養成的工具,Tool for raising a Red Gyarados's Z-Move,레드 갸라도스의 Z 기술 육성을 위한 도구,用于提升红色暴鲤龙的z觉醒养成,用於提升紅色暴鯉龍的Z招式養成,For raising the Z-Move of a Red Gyarados,붉은 갸라도스의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57071,爆肌蚊·Z觉醒碎片,爆肌蚊·Z招式碎片,Flygon Z-Move Shard,Mối Khiến Cánh Z-Move Shard,플라이곤 Z이펙트 조각,<cn;tw;en;vn;th;kr>,7071,config/portrait/jinglingtouxiang/img_810_bjw@.png,用于提升爆肌蚊的Z觉醒养成,提升爆肌蚊Z招式的培育,Raising a Z-Move for Buzzwole,버즈wole의 Z 기술 육성,用于提升爆肌蚊的Z觉醒养成,提升爆肌蚊Z招式養成的工具,Tool for raising the Z-Move of Buzzwole,버즈wole의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57081,起源梦幻·Z觉醒碎片,起源梦幻．Z招式碎片,Origin Forme Mewtwo Z-Move Shard,Mảnh Z-Kĩ năng Mewtwo Hình dạng Nguồn gốc,오리진 뮤츠 Z기술 조각,<cn;tw;en;vn;th;kr>,7081,config/portrait/jinglingtouxiang/img_151_qymh@.png,用于提升起源梦幻的Z觉醒养成,用於提升起源梦幻的Z觉醒養成,Used to enhance the Z-Move training of Origin Forme Giratina.,기원 포켓몬 기라티나의 Z기술 훈련을 향상시키는 데 사용됩니다.,用于提升起源梦幻的Z觉醒养成,用於提升起源梦幻的Z觉醒養成,For raising the Origin Forme Dialga's Z-Move,기원 포켓몬 디아루가의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57091,闪光超级沙奈朵·Z觉醒碎片,閃光超能力沙奈朵·Z招式碎片,Shiny Mega Gardevoir Z-Move Shard,Mảnh Z-Move của Mega Gardevoir tỏa sáng,빛나는 메가 님피아 Z기술 조각,<cn;tw;en;vn;th;kr>,7091,config/portrait/jinglingtouxiang/img_282_sgcjsnd@.png,用于提升闪光超级沙奈朵的Z觉醒养成,提升閃光超能力沙奈朵Z招式養成,Raising a Shiny Mega Gardevoir's Z-Move,빛나는 메가 님피아의 Z 기술 육성,用于提升闪光超级沙奈朵的Z觉醒养成,提升閃光超級沙奈朵Z招式養成,Raising a Shiny Mega Gardevoir's Z-Move,빛나는 메가 님피아의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57101,藏玛然特·Z觉醒碎片,藏瑪然特·Z招式碎片,Zarude Z-Move Shard,Mảnh Z-Move của Zarude,자르데 Z기술 조각,<cn;tw;en;vn;th;kr>,7101,config/portrait/jinglingtouxiang/img_889_zmrt@.png,用于提升藏玛然特的Z觉醒养成,用於提升藏瑪然特的Z招式培育,Used to enhance the Z-Move training of Zarude.,자루도의 Z기술 훈련 향상에 사용됩니다.,用于提升藏玛然特的Z觉醒养成,用於提升藏瑪然特的Z招式培養,Used to enhance Zangoose's Z-Move training.,장크로다일의 Z기술 훈련 향상에 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-Move에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
