变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,type,activeType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
105104,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005104>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105105,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005105>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105106,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005106>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105201,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005201>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105202,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005202>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105203,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005203>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105204,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005204>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105205,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005205>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105206,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005206>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105301,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005301>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105302,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005302>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105303,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005303>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105304,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005304>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105305,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005305>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105306,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005306>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105401,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005401>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105402,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005402>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105403,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005403>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105404,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005404>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105405,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005405>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105406,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005406>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105501,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005501>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105502,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005502>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105503,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005503>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105504,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005504>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105505,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005505>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105506,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005506>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105601,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005601>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105602,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005602>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105603,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005603>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105604,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005604>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105605,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005605>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105606,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,2,100000,{},3,<5005606>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105701,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,己方全体精灵免控率和伤害加成提升10%~30%,我方所有精靈免控率和傷害加成提升10%～30%,All ally Pokémon's control immunity rate and damage increase by 10%~30%,Tất cả Pokémon đồng minh tăng tỷ lệ miễn khống chế và sát thương thêm 10%~30%,아군 모든 포켓몬의 컨트롤 면역률과 피해량이 10%~30% 증가합니다.,A taxa de imunidade ao controle e o aumento de dano de todos os Pokémon aliados aumentam em 10%~30%,อัตราการได้รับภูมิคุ้มกันการควบคุมและการเพิ่มความเสียหายของโปเกมอนฝ่ายฉันทั้งหมดเพิ่มขึ้น 10%~30%,1,100000,{},3,<5005701>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105702,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,每个大回合结束，己方随机一个精灵的血量和怒气获得恢复,每回合結束，我方隨機一隻精靈的血量和怒氣獲得恢復。,"At the end of each round, one of the ally's Pokémon will have its HP and rage restored randomly.","Kết thúc mỗi lượt, một Pokémon của phe mình sẽ được hồi phục ngẫu nhiên lượng HP và nộ khí.",각 라운드가 끝날 때마다 아군 포켓몬 중 하나의 체력과 분노가 무작위로 회복됩니다.,"No final de cada rodada, um dos Pokémon aliados terá seus HP e raiva restaurados aleatoriamente.",เมื่อสิ้นสุดแต่ละรอบ พลังชีวิตและพลังโกรธของโปเกมอนฝ่ายตนหนึ่งตัวจะได้รับการฟื้นฟูแบบสุ่ม,1,100000,{},3,<5005702>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105703,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,每次行动降低敌方全体100点怒气,每次行動降低敵方全體100點怒氣,Reduce all enemy's rage by 100 points per action.,Giảm 100 điểm phẫn nộ của tất cả kẻ thù mỗi lượt hành động.,매 행동마다 적 전체의 분노를 100 감소시킵니다.,Reduz a fúria de todos os inimigos em 100 pontos por ação.,ลดความโกรธของศัตรูทั้งหมด 100 คะแนนต่อการกระทำ,2,100000,{},3,<5005703>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105704,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,濒死状态下有概率免死且变身,瀕死狀態下有概率免死且變身,Has a chance to survive and transform when in a dying state.,Có xác suất sống sót và biến hình khi ở trạng thái hấp hối.,죽음 직전 상태에서 생존하고 변신할 확률이 있습니다.,Tem uma chance de sobreviver e se transformar quando estiver em estado de morte iminente.,มีโอกาสรอดตายและแปลงร่างเมื่ออยู่ในสถานะใกล้ตาย,2,100000,{},3,<5005704>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105705,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005705>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105706,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005706>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105707,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005707>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105708,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005708>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105709,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005709>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105710,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005710>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105711,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005711>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105712,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005712>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105713,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005713>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105714,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005714>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105715,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005715>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105716,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005716>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105717,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005717>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105718,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005718>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105719,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005719>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105720,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005720>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105721,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005721>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105722,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005722>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105723,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005723>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105724,被动激活,被動激活,Passive Activation,Kích hoạt bị động,패시브 활성화,Ativação Passiva,การเปิดใช้งานแบบพาสซีฟ,,2,1,这是一个神秘的徽章,這是一個神秘的徽章,This is a mysterious badge,Đây là một huy hiệu bí ẩn,이것은 신비한 배지입니다,Este é um distintivo misterioso,นี่คือเหรียญตราลึกลับ,1,100000,{},3,<5005724>,<>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
