变量名,_beizhu,cardID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc1_tw,unlockdesc1_en,unlockdesc1_vn,unlockdesc1_kr,unlockdesc1_pt,unlockdesc1_th,unlockdesc2,unlockdesc2_tw,unlockdesc2_en,unlockdesc2_vn,unlockdesc2_kr,unlockdesc2_pt,unlockdesc2_th,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
601031,,1031,天蝎,天蠍,Scorpio,Bọ Cạp,전갈자리,Escorpião,ราศีพิจิก,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601032,,1032,天蝎王,天蠍王,Scorpion King,Vua Bọ Cạp,전갈왕,Rei Escorpião,ราชาแมงป่อง,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601071,,1071,赫拉克罗斯,赫拉克羅斯,Heracross,Heracross,헤라크로스,Heracross,เฮอราครอส,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601081,,1081,狃拉,狃拉,Sneasel,Sneasel,눈쓰개,Sneasel,Sneasel,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601082,,1082,玛狃拉,瑪狃拉,Sneasel,Sneasel,마뉴라,Sneasel,สเนสเซิล,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601171,,1171,戴鲁比,戴魯比,Dai Lubi,Dai Lubi,다이 루비,Dai Lubi,ได หลูบี,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601172,,1172,黑鲁加,黑魯加,Houndoom,Houndoom,헬가,Houndoom,ฮาวน์ดุม,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601221,,1221,雷公,雷公,Lei Gong,Lôi Công,뢰공 (雷公),Lei Gong,雷公,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601231,,1231,炎帝,炎帝,Yan Emperor,Hoàng Đế Nghiêu,염제,Imperador Yan,พระเจ้าเหยียน,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601241,,1241,水君,水君,Suicune,Suicune,수이쿤,Suicune,ซุยคูน,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601251,,1251,幼基拉斯,幼基拉斯,Yogiras,Yogiras,요기라스,Yogiras,โยกิราส,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601252,,1252,沙基拉斯,沙基拉斯,Sharpedo,Sharpedo,샤크니아,Sharpedo,ชาร์ปีโด,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601253,,1253,班基拉斯,班基拉斯,Houndoom,Houndoom,헌드룸,Houndoom,ฮาวน์ดูม,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601261,,1261,洛奇亚,洛奇亞,Lugia,Lugia,루기아,Lugia,ลูเกีย,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601271,,1271,凤王,鳳王,Phoenix King,Vua Phượng Hoàng,불새왕,Rei Fênix,ราชาฟีนิกซ์,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601291,,1291,木守宫,木守宮,Wood Gecko,Tắc kè gỗ,나무 도마뱀,Gecko-de-madeira,จิ้งจกไม้,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601292,,1292,森林蜥蜴,森林蜥蜴,Forest Lizard,Thằn lằn rừng,숲 도마뱀,Lagarto da floresta,จิ้งจกป่า,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601293,,1293,蜥蜴王,蜥蜴王,Lizard King,Vua Thằn Lằn,도마뱀 왕,Rei Lagarto,ราชาจิ้งจก,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601301,,1301,火稚鸡,火稚雞,Torchic,Chimchar,아차모,Torchic,จิ้มจุ่ม,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601302,,1302,力壮鸡,力壯雞,Fighting Chicken,Gà mạnh mẽ,힘센 닭,Galinha forte,ไก่ที่แข็งแรง,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601303,,1303,火焰鸡,火焰雞,Blaziken,Blaziken,번치코,Blaziken,บลาซิเคน,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601311,,1311,水跃鱼,水躍魚,Water-leaping fish,Cá nhảy nước,물뛰기 물고기,Peixe que salta na água,ปลาที่กระโดดน้ำ,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601312,,1312,沼跃鱼,沼躍魚,Marsh-Jumping Fish,Cá Nhảy Lầy,늪점프 물고기,Peixe Saltador do Pântano,ปลา กระโดดโคลน,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601313,,1313,巨沼怪,巨沼怪,Swamp Thing,Swamp Thing,스왐프 싱,Coisa do Pântano,สแวมป์ ธิง,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601314,,1314,超级巨沼怪,超級巨沼怪,Mega Swampert,Mega Swampert,메가沼늪,Mega Swampert,เมกะสแวมเพิร์ท,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601351,,1351,莲叶童子,蓮葉童子,Lotus Leaf Boy,Cậu bé lá sen,연잎 아이,Menino da folha de lótus,เด็กชายใบบัว,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,1,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601352,,1352,莲帽小童,蓮帽小童,Lotus-Hat Child,Đứa trẻ đội mũ sen,연꽃모자 어린이,Criança com chapéu de lótus,เด็กน้อยสวมหมวกบัว,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,1,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601353,,1353,乐天河童,樂天河童,Rakuten Kappa,Rakuten Kappa,라쿠텐 캇파,Rakuten Kappa,Rakuten Kappa,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,1,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601391,,1391,拉鲁拉丝,拉魯拉絲,Ralts,Ralts,랄토스,Ralts,Ralts,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601392,,1392,奇鲁莉安,奇魯莉安,Kirlia,Kirlia,키르리아,Kirlia,คิรุเรีย,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601393,,1393,沙奈朵,沙奈朵,Gardevoir,Gardevoir,가디안,Gardevoir,การ์ดัวร์,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601394,,1394,艾路雷朵,艾路雷朵,Aromatisse,Aromatisse,아로마 솔,Aromatisse,อะโรมาทิสส์,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601396,,1396,超级沙奈朵,超級沙奈朵,Mega Gardevoir,Mega Gardevoir,메가 님피아,Mega Gardevoir,เมก้าการ์ดัวร์,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601421,,1421,懒人獭,懶人獺,Lazy Otter,Rái cá lười,게으른 수달,Lontra preguiçosa,นากขี้เกียจ,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601422,,1422,过动猿,過動猿,Hyperactive ape,Con tinh tinh hiếu động,과잉 활동 원숭이,Macaco hiperativo,ลิงที่กระฉับกระเฉง,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601423,,1423,请假王,請假王,Please-Leave King,Vua Xin Nghỉ,휴가왕,Rei das Férias,ราชาการลา,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601441,,1441,咕妞妞,咕妞妞,Gu Niuniu,Gu Niuniu,구니우니우,Gu Niuniu,กุเหนียนเหนียน,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601442,,1442,吼爆弹,吼爆彈,Roar Bomb,Bom tấn gầm rú,포효 폭탄,Bomba de Rugido,ระเบิดคำราม,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601443,,1443,爆音怪,爆音怪,Exploding Sound Monster,Quái vật âm thanh nổ,폭음 괴물,Monstro de Som Explosivo,มอนสเตอร์เสียงระเบิด,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601501,,1501,可可多拉,可可多拉,Coco Dora,Coco Dora,코코도라,Coco Dora,โคโค่โดรา,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601502,,1502,可多拉,可多拉,Dodora,Dodora,도도라,Dodora,โดโดรา,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601503,,1503,波士可多拉,波士可多拉,Bosco Dora,Bosco Dora,보스코도라,Bosco Dora,บอสโคโดรา,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601611,,1611,呆火驼,呆火駝,Da Huo Tuo,Đái Hỏa Đà,呆火駝,Da Huo Tuo,ไต้หั่วถัว,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601612,,1612,喷火驼,噴火駝,Fire-breathing camel,Lạc đà phun lửa,불뿜는 낙타,Camelo cuspideiro,อูฐพ่นไฟ,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601771,,1771,丑丑鱼,醜醜魚,Ugly Ugly Fish,Cá Xấu Xấu,못생긴 물고기,Peixe Feio Feio,ปลาตัวน่าเกลียด,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601801,,1801,怨影娃娃,怨影娃娃,怨影娃娃,怨影娃娃,怨影娃娃,怨影娃娃,怨影娃娃,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
601802,,1802,诅咒娃娃,詛咒娃娃,Cursed Doll,Búp bê bị nguyền rủa,저주 인형,Boneca amaldiçoada,ตุ๊กตาอาถรรพ์,102,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,<cn>
