变量名,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,rDesc_pt,rDesc_th,type,independent,desc,_desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
,二月招财猫,,122001,,,,,,,city/main/icon_zcm@.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月招财猫,,,,,,,{type=rmb},{},17013,1,0,<20160101;20990101>,<20160101;20990101>,20250131,500,0,0,20250203,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,1
,二月招财猫海报,,122002,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月招财猫海报,,,,,,,{},{res=config/poster/img_hb_zcm@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250131,500,0,0,20250203,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月金币招财猫,,122003,,,,,,,city/main/icon_xytb.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月金币招财猫,,,,,,,{type=gold},{},17014,1,0,<20160101;20990101>,<20160101;20990101>,20250131,500,0,0,20250203,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,0
,二月金币招财猫海报,,122004,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月金币招财猫海报,,,,,,,{},{res=config/poster/img_hb_xytb@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250131,500,0,0,20250203,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月充值大转盘,,122005,,,,,,,city/main/icon_xyzzl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,38,1,,二月充值大转盘,,,,,,,{dailyScoreMax=10000;free=0;costScore=100;addScore=1;recharge=1},{special=1;awards=<{rmb=20000};{502=80};{8192=3};{501=10};{9100=2};{521=40};{gold=10000000};{539=20}>},1001,0,0,<20160101;20990101>,<20160101;20990101>,20250207,500,0,0,20250210,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,2,1
,二月招财猫,,122006,,,,,,,city/main/icon_zcm@.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月招财猫,,,,,,,{type=rmb},{},17013,1,0,<20160101;20990101>,<20160101;20990101>,20250207,500,0,0,20250210,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,1
,二月招财猫海报,,122007,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月招财猫海报,,,,,,,{},{res=config/poster/img_hb_zcm@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250207,500,0,0,20250210,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月金币招财猫,,122008,,,,,,,city/main/icon_xytb.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月金币招财猫,,,,,,,{type=gold},{},17014,1,0,<20160101;20990101>,<20160101;20990101>,20250207,500,0,0,20250210,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,0
,二月金币招财猫海报,,122009,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月金币招财猫海报,,,,,,,{},{res=config/poster/img_hb_xytb@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250207,500,0,0,20250210,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月充值大转盘,,122010,,,,,,,city/main/icon_xyzzl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,38,1,,二月充值大转盘,,,,,,,{dailyScoreMax=10000;free=0;costScore=100;addScore=1;recharge=1},{special=1;awards=<{rmb=20000};{502=80};{8192=3};{501=10};{9100=2};{521=40};{gold=10000000};{539=20}>},1001,0,0,<20160101;20990101>,<20160101;20990101>,20250214,500,0,0,20250217,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,2,1
,二月招财猫,,122011,,,,,,,city/main/icon_zcm@.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月招财猫,,,,,,,{type=rmb},{},17013,1,0,<20160101;20990101>,<20160101;20990101>,20250214,500,0,0,20250217,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,1
,二月招财猫海报,,122012,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月招财猫海报,,,,,,,{},{res=config/poster/img_hb_zcm@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250214,500,0,0,20250217,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月金币招财猫,,122013,,,,,,,city/main/icon_xytb.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月金币招财猫,,,,,,,{type=gold},{},17014,1,0,<20160101;20990101>,<20160101;20990101>,20250214,500,0,0,20250217,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,0
,二月金币招财猫海报,,122014,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月金币招财猫海报,,,,,,,{},{res=config/poster/img_hb_xytb@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250214,500,0,0,20250217,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月充值大转盘,,122015,,,,,,,city/main/icon_xyzzl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,38,1,,二月充值大转盘,,,,,,,{dailyScoreMax=10000;free=0;costScore=100;addScore=1;recharge=1},{special=1;awards=<{rmb=20000};{502=80};{8192=3};{501=10};{9100=2};{521=40};{gold=10000000};{539=20}>},1001,0,0,<20160101;20990101>,<20160101;20990101>,20250221,500,0,0,20250224,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,2,1
,二月招财猫,,122016,,,,,,,city/main/icon_zcm@.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月招财猫,,,,,,,{type=rmb},{},17013,1,0,<20160101;20990101>,<20160101;20990101>,20250221,500,0,0,20250224,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,1
,二月招财猫海报,,122017,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月招财猫海报,,,,,,,{},{res=config/poster/img_hb_zcm@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250221,500,0,0,20250224,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月金币招财猫,,122018,,,,,,,city/main/icon_xytb.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,二月金币招财猫,,,,,,,{type=gold},{},17014,1,0,<20160101;20990101>,<20160101;20990101>,20250221,500,0,0,20250224,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,0
,二月金币招财猫海报,,122019,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,二月金币招财猫海报,,,,,,,{},{res=config/poster/img_hb_xytb@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250221,500,0,0,20250224,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,二月养成投资,,122020,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,二月养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250215,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,二月养成投资,,122021,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,二月养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20250215,500,0,0,20250301,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,二月冒险通行证,,122022,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,二月冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=2;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1017,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,14,1
,二月道馆通行证,,122023,,,,,,,activity/play_passport/icon_dgtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月道馆通行证,,,,,,,{type=4;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{topText=BATTLE PASS;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport;banner=activity/play_passport/passport_banner_daoguan.png;res=city/adventure/gym_challenge/bg_kf.png;buyExpShowDay=7},4011,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,68,0,<-1;9999>,<-1;9999>,,,1,1,1
,二月以太乐园通行证,,122024,,,,,,,activity/play_passport/icon_yttxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月以太乐园通行证,,,,,,,{type=3;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_yitai_passport;showLastUnlock=true;topText=BATTLE PASS;res=city/adventure/random_tower/bg_ytly.jpg;banner=activity/play_passport/passport_banner_yitai.png},4012,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,33,0,<-1;9999>,<-1;9999>,,,1,1,1
,二月战队通行证,,122025,,,,,,,activity/play_passport/icon_zdtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月战队通行证,,,,,,,{type=2;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_zhandui_passport;showLastUnlock=true;topText=BATTLE PASS;res=activity/passport/common/bg.png;banner=activity/play_passport/passport_banner_zhandui.png},4013,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,二月冒险通行证,,122026,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,二月冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=2;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1017,1,3,<20160101;20990101>,<20160101;20990101>,20250101,500,0,0,20250401,500,0,0,<31;60>,50000,1,0,<31;60>,<-1;9999>,,,1,14,1
,二月道馆通行证,,122027,,,,,,,activity/play_passport/icon_dgtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月道馆通行证,,,,,,,{type=4;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{topText=BATTLE PASS;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport;banner=activity/play_passport/passport_banner_daoguan.png;res=city/adventure/gym_challenge/bg_kf.png;buyExpShowDay=7},4011,1,3,<20160101;20990101>,<20160101;20990101>,20250101,500,0,0,20250401,500,0,0,<31;60>,50000,68,0,<31;60>,<-1;9999>,,,1,1,1
,二月以太乐园通行证,,122028,,,,,,,activity/play_passport/icon_yttxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月以太乐园通行证,,,,,,,{type=3;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_yitai_passport;showLastUnlock=true;topText=BATTLE PASS;res=city/adventure/random_tower/bg_ytly.jpg;banner=activity/play_passport/passport_banner_yitai.png},4012,1,3,<20160101;20990101>,<20160101;20990101>,20250101,500,0,0,20250401,500,0,0,<31;60>,50000,33,0,<31;60>,<-1;9999>,,,1,1,1
,二月战队通行证,,122029,,,,,,,activity/play_passport/icon_zdtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月战队通行证,,,,,,,{type=2;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_zhandui_passport;showLastUnlock=true;topText=BATTLE PASS;res=activity/passport/common/bg.png;banner=activity/play_passport/passport_banner_zhandui.png},4013,1,3,<20160101;20990101>,<20160101;20990101>,20250101,500,0,0,20250401,500,0,0,<31;60>,50000,1,0,<31;60>,<-1;9999>,,,1,1,1
,二月冒险通行证,,122030,,,,,,,city/main/icon_txz.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,35,1,,二月冒险通行证,,,,,,,{taskHuodongID=1006;exchangeShop=1;canBuyExp=1},{version=2;res=activity/passport/hb_2.png|activity/passport/hb_3.png;buyExpShowDay=15},1017,1,3,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250401,500,0,0,<0;30>,50000,1,0,<-1;30>,<-1;9999>,,,1,14,1
,二月道馆通行证,,122031,,,,,,,activity/play_passport/icon_dgtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月道馆通行证,,,,,,,{type=4;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{topText=BATTLE PASS;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport;banner=activity/play_passport/passport_banner_daoguan.png;res=city/adventure/gym_challenge/bg_kf.png;buyExpShowDay=7},4011,1,3,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250401,500,0,0,<0;30>,50000,68,0,<-1;30>,<-1;9999>,,,1,1,1
,二月以太乐园通行证,,122032,,,,,,,activity/play_passport/icon_yttxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月以太乐园通行证,,,,,,,{type=3;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_yitai_passport;showLastUnlock=true;topText=BATTLE PASS;res=city/adventure/random_tower/bg_ytly.jpg;banner=activity/play_passport/passport_banner_yitai.png},4012,1,3,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250401,500,0,0,<0;30>,50000,33,0,<-1;30>,<-1;9999>,,,1,1,1
,二月战队通行证,,122033,,,,,,,activity/play_passport/icon_zdtxz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,59,1,,二月战队通行证,,,,,,,{type=2;buyUnlock=false;dailyBuyTimes=10;oneKeyReceive=true},{icon=activity/play_passport/icon_zhandui_passport;showLastUnlock=true;topText=BATTLE PASS;res=activity/passport/common/bg.png;banner=activity/play_passport/passport_banner_zhandui.png},4013,1,3,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250401,500,0,0,<0;30>,50000,1,0,<-1;30>,<-1;9999>,,,1,1,1
,二月扭蛋机,,122034,,,,,,,activity/lucky_egg/icon_ndjrk.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,40,1,,二月扭蛋机,,,,,,,{RMB10LIMIT=600000;RMB1LIMIT=200000;RMB10=1200;RMB1=128},{priviewId=10;awards=<6330;502;rmb;604>},10280,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,1,1
,二月兑换,,122035,,,,,,,city/main/icon_thlb.png,2,活动时间内，可以兑换指定道具！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,12,0,,二月兑换,,,,,,,{},{},10281,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,12,1
,二月回收,,122036,,,,,,,city/main/icon_thlb.png,2,活动时间内，可以兑换指定道具！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,12,0,,二月回收,,,,,,,{},{},10285,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,12,1
,二月饰品兑换,,122037,,,,,,,city/main/icon_thlb.png,2,活动时间内，可以兑换指定道具！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,12,0,,二月饰品兑换,,,,,,,{},{},10283,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,12,1
,二月私人定制,,122038,,,,,,,city/main/icon_srdz.png,1,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,70,1,,二月私人定制,,,,,,,{rarity=4},{showCountTime=true},1002,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250215,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,二月私人定制,,122039,,,,,,,city/main/icon_srdz.png,1,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,70,1,,二月私人定制,,,,,,,{rarity=4},{showCountTime=true},1002,1,0,<20160101;20990101>,<20160101;20990101>,20250215,500,0,0,20250301,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,假面超级火焰鸡,,122040,,,,,,,city/main/icon_thlb.png,2,活动时间内，连续充值5天即可获得目标奖励,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,4,0,,假面超级火焰鸡,,,,,,,{},{hero=config/big_hero/normal/img_257_jmcjhyj@.png},4216,1,4,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250208,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,1
,哲尔尼亚斯,,122041,,,,,,,city/main/icon_thlb.png,2,活动时间内，连续充值5天即可获得目标奖励,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,4,0,,哲尔尼亚斯,,,,,,,{},{hero=config/big_hero/normal/img_716_zenys@.png},4221,1,4,<20160101;20990101>,<20160101;20990101>,20250208,500,0,0,20250215,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,1
,艾岚超级喷火龙X,,122042,,,,,,,city/main/icon_thlb.png,2,活动时间内，连续充值5天即可获得目标奖励,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,4,0,,艾岚超级喷火龙X,,,,,,,{},{hero=config/big_hero/normal/img_6_alcjphlx@.png},4224,1,4,<20160101;20990101>,<20160101;20990101>,20250215,500,0,0,20250222,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,1
,大吾超级巨金怪,,122043,,,,,,,city/main/icon_thlb.png,2,活动时间内，连续充值5天即可获得目标奖励,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,4,0,,大吾超级巨金怪,,,,,,,{},{hero=config/big_hero/normal/img_376_sgcjjjg@.png},4225,1,4,<20160101;20990101>,<20160101;20990101>,20250222,500,0,0,20250228,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,1
,二月每周累充,,122044,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月每周累充,,,,,,,{},{},20214,1,4,<20160101;20990101>,<20160101;20990101>,20250127,500,0,0,20250203,500,0,0,<0;9999>,168,1,0,<-1;9999>,<-1;9999>,,,1,15,0
,二月每周累充,,122045,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月每周累充,,,,,,,{},{},20214,1,4,<20160101;20990101>,<20160101;20990101>,20250203,500,0,0,20250210,500,0,0,<0;9999>,168,1,0,<-1;9999>,<-1;9999>,,,1,15,0
,二月每周累充,,122046,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月每周累充,,,,,,,{},{},20214,1,4,<20160101;20990101>,<20160101;20990101>,20250210,500,0,0,20250217,500,0,0,<0;9999>,168,1,0,<-1;9999>,<-1;9999>,,,1,15,0
,二月每周累充,,122047,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月每周累充,,,,,,,{},{},20214,1,4,<20160101;20990101>,<20160101;20990101>,20250217,500,0,0,20250224,500,0,0,<0;9999>,168,1,0,<-1;9999>,<-1;9999>,,,1,15,0
,二月每周累充,,122048,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月每周累充,,,,,,,{},{},20214,1,4,<20160101;20990101>,<20160101;20990101>,20250224,500,0,0,20250303,500,0,0,<0;9999>,168,1,0,<-1;9999>,<-1;9999>,,,1,15,0
,二月累充,,122049,,,,,,,city/main/icon_thlb.png,2,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,二月累充,,,,,,,{},{},20218,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,14,0
,紫色携带分解,,122050,,,,,,,city/main/icon_xylft.png,2,携带分解,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,47,0,,紫色携带分解,,,,,,,{quality={4=30}},{res=activity/flip_card/icon_pm},2017,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,50,0,<-1;9999>,<-1;9999>,,,1,11,1
,橙色携带分解,,122051,,,,,,,city/main/icon_xylft.png,2,携带分解,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,47,0,,橙色携带分解,,,,,,,{quality={5=10}},{res=activity/flip_card/icon_pm},2018,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,50,0,<-1;9999>,<-1;9999>,,,1,11,1
,红色携带分解,,122052,,,,,,,city/main/icon_xylft.png,2,携带分解,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,47,0,,红色携带分解,,,,,,,{quality={6=3}},{res=activity/flip_card/icon_pm},2019,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250301,500,0,0,<0;9999>,50000,50,0,<-1;9999>,<-1;9999>,,,1,11,1
,三月充值大转盘,,123000,,,,,,,city/main/icon_xyzzl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,38,1,,三月充值大转盘,,,,,,,{dailyScoreMax=10000;free=0;costScore=100;addScore=1;recharge=1},{special=1;awards=<{rmb=20000};{502=80};{8192=3};{501=10};{9100=2};{521=40};{gold=10000000};{539=20}>},1001,0,0,<20160101;20990101>,<20160101;20990101>,20250228,500,0,0,20250303,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,2,1
,三月招财猫,,123001,,,,,,,city/main/icon_zcm@.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,三月招财猫,,,,,,,{type=rmb},{},17013,1,0,<20160101;20990101>,<20160101;20990101>,20250228,500,0,0,20250303,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,1
,三月招财猫海报,,123002,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,三月招财猫海报,,,,,,,{},{res=config/poster/img_hb_zcm@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250228,500,0,0,20250303,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,三月金币招财猫,,123003,,,,,,,city/main/icon_xytb.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,17,1,,三月金币招财猫,,,,,,,{type=gold},{},17014,1,0,<20160101;20990101>,<20160101;20990101>,20250228,500,0,0,20250303,500,0,0,<0;9999>,50000,30,0,<-1;9999>,<-1;9999>,,,1,40,0
,三月金币招财猫海报,,123004,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,三月金币招财猫海报,,,,,,,{},{res=config/poster/img_hb_xytb@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250228,500,0,0,20250303,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
,三月充值大转盘,,123005,,,,,,,city/main/icon_xyzzl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,38,1,,三月充值大转盘,,,,,,,{dailyScoreMax=10000;free=0;costScore=100;addScore=1;recharge=1},{special=1;awards=<{rmb=20000};{502=80};{8192=3};{501=10};{9100=2};{521=40};{gold=10000000};{539=20}>},1001,0,0,<20160101;20990101>,<20160101;20990101>,20250307,500,0,0,20250310,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,2,1
