变量名,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,cardSpineNeedStar,bagCardSpinePos,bagCardSpineScale
默认值,宠物,宠物,宠物,宠物,宠物,宠物,宠物,宠物,,1,1,,FALSE,<>,{x=250;y=300},1000,0,,0,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1,{x=0;y=0},koudai_pikaqiu/pikaqiu.skel,,config/big_hero/standby/img_791_sejla@.png,1.4,{x=100;y=0},<>,<>,,,{'hitPos'={'x'=0;'y'=160};'lifePos'={'x'=0;'y'=320};'headPos'={'x'=0;'y'=280};'namePos'={'x'=0;'y'=320}},1,<>,0,2,1,1,2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,{x=0;y=0},1.6,1,{x=0;y=0},1
250078,Diancie,蒂安希,蒂安希,Diancie,Diancie,디안시,Diancie,เดียนซี,elitesmonster,4,13,18,FALSE,<99>,{y=300;x=250},1000,0,3631,0,config/portrait/speedranktouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang1/img_719_dax@.png,config/portrait/simple/img_719_dax@.png,config/big_hero/normal/img_719_dax@.png,1.4,{y=0;x=10},koudai_dianxi/hero_dianxi.skel,,config/big_hero/standby/img_719_dax@.png,1.4,{y=0;x=100},<59005;59012;59028;59021>,<36311;36312;36313>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250079,Mewtwo,超梦,超夢,Mewtwo,Mewtwo,뮤츠,Mewtwo,มิวทู,elitesmonster,4,11,,FALSE,<99>,{y=300;x=250},1000,0,761,0,config/portrait/speedranktouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang1/img_150_cm@.png,config/portrait/simple/img_150_cm@.png,config/big_hero/normal/img_150_cm@.png,1.8,{y=30;x=60},koudai_chaomeng/hero_chaomeng.skel,,config/big_hero/standby/img_150_cm@.png,1.4,{y=-20;x=140},<59002;59012;59029>,<7611;7612;7613>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250080,Ho-Oh,凤王,鳳王,Ho-Oh,Ho-Oh,칠색조,Ho-Oh,โฮโอ,elitesmonster,4,2,10,FALSE,<99>,{y=300;x=250},1000,0,1271,0,config/portrait/speedranktouxiang/img_250_fw@.png,config/portrait/jinglingtouxiang/img_250_fw@.png,config/portrait/jinglingtouxiang1/img_250_fw@.png,config/portrait/simple/img_250_fw@.png,config/big_hero/normal/img_250_fw@.png,1.4,{y=70;x=10},koudai_fengwang/hero_fengwang.skel,,config/big_hero/standby/img_250_fw@.png,1.4,{y=0;x=100},<59001;59011;59024>,<12711;12712;12713>,,,{lifePos={y=380;x=0};hitPos={y=180;x=0};headPos={y=340;x=0};namePos={y=380;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250081,Articuno,急冻鸟,急凍鳥,Articuno,Articuno,프리져,Articuno,ฟรีเซอร์,elitesmonster,3,6,10,FALSE,<99>,{y=300;x=250},1000,0,721,0,config/portrait/speedranktouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang1/img_144_jdn@.png,config/portrait/simple/img_144_jdn@.png,config/big_hero/normal/img_144_jdn@.png,1.8,{y=-100;x=10},koudai_jidongniao/hero_jidongniao.skel,,config/big_hero/standby/img_144_jdn@.png,1.4,{y=-20;x=140},<59001;59011;59024>,<7211;7212;7213>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250082,Gallade,艾路雷朵,艾路雷朵,Gallade,Gallade,엘레이드,Gallade,เอล레이드,elitesmonster,3,11,7,FALSE,<99>,{y=300;x=250},1000,0,1394,0,config/portrait/speedranktouxiang/img_475_alld@.png,config/portrait/jinglingtouxiang/img_475_alld@.png,config/portrait/jinglingtouxiang1/img_475_alld@.png,config/portrait/simple/img_475_alld@.png,config/big_hero/normal/img_475_alld@.png,1.8,{y=30;x=-30},koudai_ailuleiduo/hero_ailuleiduo.skel,,config/big_hero/standby/img_475_alld@.png,1.4,{y=-20;x=140},<59001;59011;59024>,<13941;13942;13943>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2.6,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250083,Dragonite,快龙,快龍,Dragonite,Dragonite,망나뇽,Dragonite,ไคริว,elitesmonster,3,15,10,FALSE,<99>,{y=300;x=250},1000,0,753,0,config/portrait/speedranktouxiang/img_149_kl@.png,config/portrait/jinglingtouxiang/img_149_kl@.png,config/portrait/jinglingtouxiang1/img_149_kl@.png,config/portrait/simple/img_149_kl@.png,config/big_hero/normal/img_149_kl@.png,1.2,{y=50;x=70},koudai_kuailong/hero_kuailong.skel,,config/big_hero/standby/img_149_kl@.png,1.4,{y=0;x=100},<59001;59011;59024>,<7531;7532;7533;7534>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250084,Zapdos,闪电鸟,閃電鳥,Zapdos,Zapdos,썬더,Zapdos,ธันเดอร์,elitesmonster,3,5,10,FALSE,<99>,{y=300;x=250},1000,0,731,0,config/portrait/speedranktouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang1/img_145_sdn@.png,config/portrait/simple/img_145_sdn@.png,config/big_hero/normal/img_145_sdn@.png,1.8,{y=35;x=-30},koudai_shandianniao/hero_shandianniao.skel,,config/big_hero/standby/img_145_sdn@.png,1.4,{y=-20;x=140},<59001;59011;59024>,<7311;7312;7313>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250085,Houndoom,黑鲁加,黑魯加,Houndoom,Houndoom,헬가,Houndoom,เฮลการ์,elitesmonster,3,16,2,FALSE,<99>,{y=300;x=250},1000,0,1172,0,config/portrait/speedranktouxiang/img_229_hlj@.png,config/portrait/jinglingtouxiang/img_229_hlj@.png,config/portrait/jinglingtouxiang1/img_229_hlj@.png,config/portrait/simple/img_229_hlj@.png,config/big_hero/normal/img_229_hlj@.png,0.9,{y=20;x=30},koudai_heilujia/hero_heilujia.skel,,config/big_hero/standby/img_229_hlj@.png,1.4,{y=0;x=100},<59001;59011;59024>,<11721;11722;11723>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250086,Swampert,巨沼怪,巨沼怪,Swampert,Swampert,대짱이,Swampert,ลากราจ,elitesmonster,3,3,9,FALSE,<99>,{y=300;x=250},1000,0,1313,0,config/portrait/speedranktouxiang/img_260_jzg@.png,config/portrait/jinglingtouxiang/img_260_jzg@.png,config/portrait/jinglingtouxiang1/img_260_jzg@.png,config/portrait/simple/img_260_jzg@.png,config/big_hero/normal/img_260_jzg@.png,1.3,{y=5;x=80},koudai_juzhaoguai/hero_juzhaoguai.skel,,config/big_hero/standby/img_260_jzg@.png,1.4,{y=-20;x=140},<59001;59011;59024>,<13131;13132;13133>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250087,Mewtwo,超梦,超夢,Mewtwo,Mewtwo,뮤츠,Mewtwo,มิวทู,elitesmonster,4,11,,FALSE,<99>,{y=300;x=250},1000,0,761,0,config/portrait/speedranktouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang/img_150_cm@.png,config/portrait/jinglingtouxiang1/img_150_cm@.png,config/portrait/simple/img_150_cm@.png,config/big_hero/normal/img_150_cm@.png,1.8,{y=30;x=60},koudai_chaomeng/hero_chaomeng.skel,,config/big_hero/standby/img_150_cm@.png,1.4,{y=-20;x=140},<59001;59011;59024>,<7611;7612;7613>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250088,Ho-Oh,凤王,鳳王,Ho-Oh,Ho-Oh,칠색조,Ho-Oh,โฮโอ,elitesmonster,4,2,10,FALSE,<99>,{y=300;x=250},1000,0,1271,0,config/portrait/speedranktouxiang/img_250_fw@.png,config/portrait/jinglingtouxiang/img_250_fw@.png,config/portrait/jinglingtouxiang1/img_250_fw@.png,config/portrait/simple/img_250_fw@.png,config/big_hero/normal/img_250_fw@.png,1.4,{y=70;x=10},koudai_fengwang/hero_fengwang.skel,,config/big_hero/standby/img_250_fw@.png,1.4,{y=0;x=100},<59001;59011;59024>,<12711;12712;12713>,,,{lifePos={y=380;x=0};hitPos={y=180;x=0};headPos={y=340;x=0};namePos={y=380;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250089,Meganium,大竺葵,大竺葵,Meganium,Meganium,메가니움,Meganium,เมกาเนียม,elitesmonster,2,4,,FALSE,<99>,{y=300;x=250},1000,0,783,0,config/portrait/speedranktouxiang/img_154_dzk@.png,config/portrait/jinglingtouxiang/img_154_dzk@.png,config/portrait/jinglingtouxiang1/img_154_dzk@.png,config/portrait/simple/img_154_dzk@.png,config/big_hero/normal/img_154_dzk@.png,1.1,{y=30;x=0},koudai_dazhukui/hero_dazhukui.skel,,config/big_hero/standby/img_154_dzk@.png,1.4,{y=0;x=100},<59001;59011;59030>,<7831;7832;7833>,,,{lifePos={y=380;x=0};hitPos={y=180;x=0};headPos={y=340;x=0};namePos={y=380;x=0}},1,<>,0,2.6,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250090,Florges,花洁夫人,花潔夫人,Florges,Florges,플라제스,Florges,ฟลาเจส,elitesmonster,3,18,,FALSE,<99>,{y=300;x=250},1000,0,3353,0,config/portrait/speedranktouxiang/img_671_hjfr@.png,config/portrait/jinglingtouxiang/img_671_hjfr@.png,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,config/portrait/simple/img_671_hjfr@.png,config/big_hero/normal/img_671_hjfr@.png,1.5,{y=0;x=50},koudai_huajiefuren/hero_huajiefuren.skel,,config/big_hero/standby/img_671_hjfr@.png,1.4,{y=-20;x=140},<59001;59011;59030>,<33531;33532;33533>,,,{lifePos={y=380;x=0};hitPos={y=180;x=0};headPos={y=340;x=0};namePos={y=380;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250091,Raikou,雷公,雷公,Raikou,Raikou,라이코,Raikou,ไรโค,elitesmonster,3,5,,FALSE,<99>,{y=300;x=250},1000,0,1221,0,config/portrait/speedranktouxiang/img_243_lg@.png,config/portrait/jinglingtouxiang/img_243_lg@.png,config/portrait/jinglingtouxiang1/img_243_lg@.png,config/portrait/simple/img_243_lg@.png,config/big_hero/normal/img_243_lg@.png,1,{y=20;x=-30},koudai_leigong/hero_leigong.skel,,config/big_hero/standby/img_243_lg@.png,1.4,{y=0;x=100},<59001;59011;59030>,<12211;12212;12213>,,,{lifePos={y=310;x=0};hitPos={y=145;x=0};headPos={y=270;x=0};namePos={y=310;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250092,Dusknoir,黑夜魔灵,黑夜魔靈,Dusknoir,Dusknoir,야느와르몽,Dusknoir,โยโนวารุ,elitesmonster,3,14,,FALSE,<99>,{y=300;x=250},1000,0,1813,0,config/portrait/speedranktouxiang/img_477_hyml@.png,config/portrait/jinglingtouxiang/img_477_hyml@.png,config/portrait/jinglingtouxiang1/img_477_hyml@.png,config/portrait/simple/img_477_hyml@.png,config/big_hero/normal/img_477_hyml@.png,1.5,{y=10;x=-35},koudai_heiyemoling/hero_heiyemoling.skel,,config/big_hero/standby/img_477_hyml@.png,1.4,{y=0;x=100},<59001;59011;59030>,<18131;18132;18133>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.7,1,1,1.68,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250093,Entei,炎帝,炎帝,Entei,Entei,앤테이,Entei,เอ็นเต้,elitesmonster,3,2,,FALSE,<99>,{y=300;x=250},1000,0,1231,0,config/portrait/speedranktouxiang/img_244_yd@.png,config/portrait/jinglingtouxiang/img_244_yd@.png,config/portrait/jinglingtouxiang1/img_244_yd@.png,config/portrait/simple/img_244_yd@.png,config/big_hero/normal/img_244_yd@.png,1.1,{y=10;x=20},koudai_yandi/hero_yandi.skel,,config/big_hero/standby/img_244_yd@.png,1.4,{y=-200;x=0},<59001;59011;59030>,<12311;12312;12313>,,,{lifePos={y=380;x=0};hitPos={y=180;x=0};headPos={y=340;x=0};namePos={y=380;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250094,Garchomp,烈咬陆鲨,烈咬陸鯊,Garchomp,Garchomp,한카리아스,Garchomp,กาเบรียส,elitesmonster,3,15,9,FALSE,<99>,{y=300;x=250},1000,0,2233,0,config/portrait/speedranktouxiang/img_445_lyls@.png,config/portrait/jinglingtouxiang/img_445_lyls@.png,config/portrait/jinglingtouxiang1/img_445_lyls@.png,config/portrait/simple/img_445_lyls@.png,config/big_hero/normal/img_445_lyls@.png,1.6,{y=85;x=-65},koudai_lieyaolusha/hero_lieyaolusha.skel,,config/big_hero/standby/img_445_lyls@.png,1.4,{y=0;x=100},<59001;59011;59030>,<22331;22332;22333>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.9,1,1,1.74,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250095,Suicune,水君,水君,Suicune,Suicune,스이쿤,Suicune,ซุยคูน,elitesmonster,3,3,,FALSE,<99>,{y=300;x=250},1000,0,1241,0,config/portrait/speedranktouxiang/img_245_sj@.png,config/portrait/jinglingtouxiang/img_245_sj@.png,config/portrait/jinglingtouxiang1/img_245_sj@.png,config/portrait/simple/img_245_sj@.png,config/big_hero/normal/img_245_sj@.png,1.2,{y=30;x=-30},koudai_shuijun/hero_shuijun.skel,,config/big_hero/standby/img_245_sj@.png,1.4,{y=0;x=100},<59001;59011;59024>,<12411;12412;12413>,,,{lifePos={y=330;x=0};hitPos={y=155;x=0};headPos={y=290;x=0};namePos={y=330;x=0}},1,<>,0,2.3,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250096,Goodra,黏美龙,黏美龍,Goodra,Goodra,미끄래곤,Goodra,นูเมลกอน,elitesmonster,3,15,,FALSE,<99>,{y=300;x=250},1000,0,3543,0,config/portrait/speedranktouxiang/img_706_nml@.png,config/portrait/jinglingtouxiang/img_706_nml@.png,config/portrait/jinglingtouxiang1/img_706_nml@.png,config/portrait/simple/img_706_nml@.png,config/big_hero/normal/img_706_nml@.png,1.5,{y=-70;x=-25},koudai_nianmeilong/hero_nianmeilong.skel,,config/big_hero/standby/img_706_nml@.png,1.4,{y=0;x=100},<59001;59011;59024>,<35431;35432;35433>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250097,Groudon,固拉多,固拉多,Groudon,Groudon,그란돈,Groudon,กราดอน,elitesmonster,4,9,,FALSE,<99>,{y=300;x=250},1000,0,1971,0,config/portrait/speedranktouxiang/img_383_gld@.png,config/portrait/jinglingtouxiang/img_383_gld@.png,config/portrait/jinglingtouxiang1/img_383_gld@.png,config/portrait/simple/img_383_gld@.png,config/big_hero/normal/img_383_gld@.png,2.4,{y=30;x=100},koudai_guladuo/hero_guladuo.skel,,config/big_hero/standby/img_383_gld@.png,1.4,{y=0;x=100},<59001;59011;59024>,<19711;19712;19713>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250098,Diancie,蒂安希,蒂安希,Diancie,Diancie,디안시,Diancie,เดียนซี,elitesmonster,4,13,18,FALSE,<99>,{y=300;x=250},1000,0,3631,0,config/portrait/speedranktouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang1/img_719_dax@.png,config/portrait/simple/img_719_dax@.png,config/big_hero/normal/img_719_dax@.png,1.4,{y=0;x=10},koudai_dianxi/hero_dianxi.skel,,config/big_hero/standby/img_719_dax@.png,1.4,{y=0;x=100},<59001;59011;59024>,<36311;36312;36313>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250099,Groudon,固拉多,固拉多,Groudon,Groudon,그란돈,Groudon,กราดอน,elitesmonster,4,9,,FALSE,<99>,{y=300;x=250},1000,0,1971,0,config/portrait/speedranktouxiang/img_383_gld@.png,config/portrait/jinglingtouxiang/img_383_gld@.png,config/portrait/jinglingtouxiang1/img_383_gld@.png,config/portrait/simple/img_383_gld@.png,config/big_hero/normal/img_383_gld@.png,2.4,{y=30;x=100},koudai_guladuo/hero_guladuo.skel,,config/big_hero/standby/img_383_gld@.png,1.4,{y=0;x=100},<59001;59011;59024>,<19711;19712;19713>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250100,Diancie,蒂安希,蒂安希,Diancie,Diancie,디안시,Diancie,เดียนซี,elitesmonster,4,13,18,FALSE,<99>,{y=300;x=250},1000,0,3631,0,config/portrait/speedranktouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang/img_719_dax@.png,config/portrait/jinglingtouxiang1/img_719_dax@.png,config/portrait/simple/img_719_dax@.png,config/big_hero/normal/img_719_dax@.png,1.4,{y=0;x=10},koudai_dianxi/hero_dianxi.skel,,config/big_hero/standby/img_719_dax@.png,1.4,{y=0;x=100},<59001;59011;59024>,<36311;36312;36313>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250101,Zapdos,闪电鸟,閃電鳥,Zapdos,Zapdos,썬더,Zapdos,ธันเดอร์,elitesmonster,3,5,10,FALSE,<99>,{y=300;x=250},1000,0,731,0,config/portrait/speedranktouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang/img_145_sdn@.png,config/portrait/jinglingtouxiang1/img_145_sdn@.png,config/portrait/simple/img_145_sdn@.png,config/big_hero/normal/img_145_sdn@.png,1.8,{y=35;x=-30},koudai_shandianniao/hero_shandianniao.skel,,config/big_hero/standby/img_145_sdn@.png,1.4,{y=-20;x=140},<59003;59012;59025>,<7311;7312;7313>,,,{lifePos={y=360;x=0};hitPos={y=170;x=0};headPos={y=320;x=0};namePos={y=360;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
250102,Articuno,急冻鸟,急凍鳥,Articuno,Articuno,프리져,Articuno,ฟรีเซอร์,elitesmonster,3,6,10,FALSE,<99>,{y=300;x=250},1000,0,721,0,config/portrait/speedranktouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang/img_144_jdn@.png,config/portrait/jinglingtouxiang1/img_144_jdn@.png,config/portrait/simple/img_144_jdn@.png,config/big_hero/normal/img_144_jdn@.png,1.8,{y=-100;x=10},koudai_jidongniao/hero_jidongniao.skel,,config/big_hero/standby/img_144_jdn@.png,1.4,{y=-20;x=140},<59003;59012;59025>,<7211;7212;7213>,,,{lifePos={y=350;x=0};hitPos={y=165;x=0};headPos={y=310;x=0};namePos={y=350;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
