变量名,_comment,weightList,cardWeightMap,specialWeightMap
1304,,<<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>>,<>,{}
1305,,<<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>>,<>,{}
1306,,<<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>>,<>,{}
1307,,<<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>>,<>,{}
1308,,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,<>,{}
1309,,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,<>,{}
1310,,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,<>,{}
1311,,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,<>,{}
1351,,<<5001;100;6>;<5002;100;6>;<5003;100;6>>,<>,{}
1352,,<<5004;100;6>;<5005;100;6>;<5006;100;6>>,<>,{}
1353,,<<5007;100;6>;<5008;100;6>;<5009;100;6>>,<>,{}
1354,,<<5010;100;6>;<5011;100;6>;<5012;100;6>>,<>,{}
1355,,<<5013;100;6>;<5014;100;6>;<5015;100;6>>,<>,{}
1356,,<<5016;100;6>;<5017;100;6>;<5018;100;6>>,<>,{}
1357,,<<5019;100;6>;<5020;100;6>;<5021;100;6>>,<>,{}
1358,,<<5022;100;6>;<5023;100;6>;<5024;100;6>>,<>,{}
1359,,<<5025;100;6>;<5026;100;6>;<5027;100;6>>,<>,{}
1360,,<<5028;100;6>;<5029;100;6>;<5030;100;6>>,<>,{}
1361,,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,<>,{}
1362,,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,<>,{}
1363,,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,<>,{}
1364,,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,<>,{}
1371,,<<5001;100;25>;<5002;100;25>;<5003;100;25>;<5001;100;20>;<5002;100;20>;<5003;100;20>>,<>,{}
1372,,<<5004;100;25>;<5005;100;25>;<5006;100;25>;<5004;100;20>;<5005;100;20>;<5006;100;20>>,<>,{}
1373,,<<5007;100;25>;<5008;100;25>;<5009;100;25>;<5007;100;20>;<5008;100;20>;<5009;100;20>>,<>,{}
1374,,<<5010;100;25>;<5011;100;25>;<5012;100;25>;<5010;100;20>;<5011;100;20>;<5012;100;20>>,<>,{}
1375,,<<5013;100;25>;<5014;100;25>;<5015;100;25>;<5013;100;20>;<5014;100;20>;<5015;100;20>>,<>,{}
1376,,<<5016;100;25>;<5017;100;25>;<5018;100;25>;<5016;100;20>;<5017;100;20>;<5018;100;20>>,<>,{}
1377,,<<5019;100;25>;<5020;100;25>;<5021;100;25>;<5019;100;20>;<5020;100;20>;<5021;100;20>>,<>,{}
1378,,<<5022;100;25>;<5023;100;25>;<5024;100;25>;<5022;100;20>;<5023;100;20>;<5024;100;20>>,<>,{}
1379,,<<5025;100;25>;<5026;100;25>;<5027;100;25>;<5025;100;20>;<5026;100;20>;<5027;100;20>>,<>,{}
1380,,<<5028;100;25>;<5029;100;25>;<5030;100;25>;<5028;100;20>;<5029;100;20>;<5030;100;20>>,<>,{}
1381,,<<5031;100;25>;<5032;100;25>;<5033;100;25>;<5031;100;20>;<5032;100;20>;<5033;100;20>>,<>,{}
1382,,<<5034;100;25>;<5035;100;25>;<5036;100;25>;<5034;100;20>;<5035;100;20>;<5036;100;20>>,<>,{}
1383,,<<5037;100;25>;<5038;100;25>;<5039;100;25>;<5037;100;20>;<5038;100;20>;<5039;100;20>>,<>,{}
1384,,<<5040;100;25>;<5041;100;25>;<5042;100;25>;<5040;100;20>;<5041;100;20>;<5042;100;20>>,<>,{}
1385,,<<5043;100;25>;<5044;100;25>;<5045;100;25>;<5043;100;20>;<5044;100;20>;<5045;100;20>>,<>,{}
1386,,<<5046;100;25>;<5047;100;25>;<5048;100;25>;<5046;100;20>;<5047;100;20>;<5048;100;20>>,<>,{}
1387,,<<5049;100;25>;<5050;100;25>;<5051;100;25>;<5049;100;20>;<5050;100;20>;<5051;100;20>>,<>,{}
1388,,<<5052;100;25>;<5053;100;25>;<5054;100;25>;<5052;100;20>;<5053;100;20>;<5054;100;20>>,<>,{}
1391,,<<5001;100;15>;<5002;100;15>;<5003;100;15>;<5001;100;20>;<5002;100;20>;<5003;100;20>>,<>,{}
1392,,<<5004;100;15>;<5005;100;15>;<5006;100;15>;<5004;100;20>;<5005;100;20>;<5006;100;20>>,<>,{}
1393,,<<5007;100;15>;<5008;100;15>;<5009;100;15>;<5007;100;20>;<5008;100;20>;<5009;100;20>>,<>,{}
1394,,<<5010;100;15>;<5011;100;15>;<5012;100;15>;<5010;100;20>;<5011;100;20>;<5012;100;20>>,<>,{}
1395,,<<5013;100;15>;<5014;100;15>;<5015;100;15>;<5013;100;20>;<5014;100;20>;<5015;100;20>>,<>,{}
1396,,<<5016;100;15>;<5017;100;15>;<5018;100;15>;<5016;100;20>;<5017;100;20>;<5018;100;20>>,<>,{}
1397,,<<5019;100;15>;<5020;100;15>;<5021;100;15>;<5019;100;20>;<5020;100;20>;<5021;100;20>>,<>,{}
1398,,<<5022;100;15>;<5023;100;15>;<5024;100;15>;<5022;100;20>;<5023;100;20>;<5024;100;20>>,<>,{}
1399,,<<5025;100;15>;<5026;100;15>;<5027;100;15>;<5025;100;20>;<5026;100;20>;<5027;100;20>>,<>,{}
1400,,<<5028;100;15>;<5029;100;15>;<5030;100;15>;<5028;100;20>;<5029;100;20>;<5030;100;20>>,<>,{}
1401,,<<5031;100;15>;<5032;100;15>;<5033;100;15>;<5031;100;20>;<5032;100;20>;<5033;100;20>>,<>,{}
1402,,<<5034;100;15>;<5035;100;15>;<5036;100;15>;<5034;100;20>;<5035;100;20>;<5036;100;20>>,<>,{}
1403,,<<5037;100;15>;<5038;100;15>;<5039;100;15>;<5037;100;20>;<5038;100;20>;<5039;100;20>>,<>,{}
1404,,<<5040;100;15>;<5041;100;15>;<5042;100;15>;<5040;100;20>;<5041;100;20>;<5042;100;20>>,<>,{}
1405,,<<5043;100;15>;<5044;100;15>;<5045;100;15>;<5043;100;20>;<5044;100;20>;<5045;100;20>>,<>,{}
1406,,<<5046;100;15>;<5047;100;15>;<5048;100;15>;<5046;100;20>;<5047;100;20>;<5048;100;20>>,<>,{}
1407,,<<5049;100;15>;<5050;100;15>;<5051;100;15>;<5049;100;20>;<5050;100;20>;<5051;100;20>>,<>,{}
1408,,<<5052;100;15>;<5053;100;15>;<5054;100;15>;<5052;100;20>;<5053;100;20>;<5054;100;20>>,<>,{}
1701,,<<6950;100;1>>,<>,{}
1702,,<<6951;200;1>;<6951;100;2>;<6951;50;3>>,<>,{}
1703,,<<6862;100;1>>,<>,{}
1704,,<<6863;200;1>;<6863;100;2>;<6863;50;3>>,<>,{}
1705,,<<6864;100;1>>,<>,{}
1706,,<<6865;200;1>;<6865;100;2>;<6865;50;3>>,<>,{}
1707,,<<6866;100;1>>,<>,{}
1708,,<<6867;200;1>;<6867;100;2>;<6867;50;3>>,<>,{}
1709,,<<6868;100;1>>,<>,{}
1710,,<<6869;200;1>;<6869;100;2>;<6869;50;3>>,<>,{}
1711,,<<6870;100;1>>,<>,{}
1712,,<<6871;200;1>;<6871;100;2>;<6871;50;3>>,<>,{}
1713,,<<6872;100;1>>,<>,{}
1714,,<<6873;200;1>;<6873;100;2>;<6873;50;3>>,<>,{}
1715,,<<6874;100;1>>,<>,{}
1716,,<<6875;200;1>;<6875;100;2>;<6875;50;3>>,<>,{}
1717,,<<6876;100;1>>,<>,{}
1718,,<<6877;200;1>;<6877;100;2>;<6877;50;3>>,<>,{}
1719,,<<6878;100;1>>,<>,{}
1720,,<<6879;200;1>;<6879;100;2>;<6879;50;3>>,<>,{}
1721,,<<6880;100;1>>,<>,{}
1722,,<<6881;200;1>;<6881;100;2>;<6881;50;3>>,<>,{}
1723,,<<6882;100;1>>,<>,{}
1724,,<<6883;200;1>;<6883;100;2>;<6883;50;3>>,<>,{}
1725,,<<6884;100;1>>,<>,{}
1726,,<<6885;200;1>;<6885;100;2>;<6885;50;3>>,<>,{}
2001,,<<4031;200;1>;<4032;200;1>;<4033;200;1>;<4041;200;1>;<4042;200;1>;<4043;200;1>;<4051;150;1>;<4052;150;1>;<4053;150;1>;<4061;150;1>;<4062;150;1>;<4063;150;1>;<4064;150;1>;<4071;150;1>;<4072;150;1>;<4073;150;1>;<4074;150;1>;<4081;60;1>;<4082;60;1>;<4083;60;1>;<4084;60;1>;<4085;60;1>;<4092;60;1>;<4093;60;1>;<4094;60;1>;<4095;60;1>;<4096;60;1>>,<>,{}
2002,,<<4061;200;1>;<4062;200;1>;<4063;200;1>;<4064;200;1>;<4071;200;1>;<4072;200;1>;<4073;200;1>;<4074;200;1>;<4081;100;1>;<4082;100;1>;<4083;100;1>;<4084;100;1>;<4085;100;1>;<4092;100;1>;<4093;100;1>;<4094;100;1>;<4095;100;1>;<4096;100;1>>,<>,{}
2003,,<<4000;500;120>;<4011;200;1>;<4012;200;1>;<4013;200;1>;<4021;200;1>;<4022;200;1>;<4023;200;1>;<4031;200;1>;<4032;200;1>;<4033;200;1>;<4041;200;1>;<4042;200;1>;<4043;200;1>;<4051;80;1>;<4052;80;1>;<4053;80;1>;<4061;80;1>;<4062;80;1>;<4063;80;1>;<4064;80;1>;<4071;80;1>;<4072;80;1>;<4073;80;1>;<4074;80;1>;<4081;20;1>;<4082;20;1>;<4083;20;1>;<4084;20;1>;<4085;20;1>;<4092;20;1>;<4093;20;1>;<4094;20;1>;<4095;20;1>;<4096;20;1>>,<>,{}
2004,,<<4061;200;1>;<4062;200;1>;<4063;200;1>;<4064;200;1>;<4071;200;1>;<4072;200;1>;<4073;200;1>;<4074;200;1>;<4081;50;1>;<4082;50;1>;<4083;50;1>;<4084;50;1>;<4085;50;1>;<4092;50;1>;<4093;50;1>;<4094;50;1>;<4095;50;1>;<4096;50;1>>,<>,{}
2005,,<<4081;200;1>;<4082;200;1>;<4083;200;1>;<4084;200;1>;<4085;200;1>;<4092;200;1>;<4093;200;1>;<4094;200;1>;<4095;200;1>;<4096;200;1>>,<>,{}
2006,,<<4022;200;1>>,<>,{}
2007,,<<4021;200;1>>,<>,{}
2008,,<<4023;200;1>>,<>,{}
8011,,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,<>,{}
8012,,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,<>,{}
8013,,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,<>,{}
8014,,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;100;1>;<40452;100;1>;<40453;100;1>;<40454;100;1>;<40455;100;1>;<40456;100;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;100;1>;<40652;100;1>;<40653;100;1>;<40654;100;1>;<40655;100;1>;<40656;100;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;100;1>;<40952;100;1>;<40953;100;1>>,<>,{}
8015,,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;100;1>;<40462;100;1>;<40463;100;1>;<40464;100;1>;<40465;100;1>;<40466;100;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;100;1>;<40662;100;1>;<40663;100;1>;<40664;100;1>;<40665;100;1>;<40666;100;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;100;1>;<40962;100;1>;<40963;100;1>>,<>,{}
8016,,<<529;100;10>;<529;100;20>;<529;100;30>;<gold;100;10000>;<gold;100;20000>;<gold;100;30000>>,<>,{}
8017,,<<529;100;30>;<529;100;40>;<529;100;50>;<gold;100;30000>;<gold;100;40000>;<gold;100;50000>>,<>,{}
8021,,<<40121;360;1>;<40122;360;1>;<40123;360;1>;<40124;360;1>;<40125;360;1>;<40126;360;1>;<40131;200;1>;<40132;200;1>;<40133;200;1>;<40134;200;1>;<40135;200;1>;<40136;200;1>;<40141;30;1>;<40142;30;1>;<40143;30;1>;<40144;30;1>;<40145;30;1>;<40146;30;1>;<40151;10;1>;<40152;10;1>;<40153;10;1>;<40154;10;1>;<40155;10;1>;<40156;10;1>;<40221;360;1>;<40222;360;1>;<40223;360;1>;<40224;360;1>;<40225;360;1>;<40226;360;1>;<40231;200;1>;<40232;200;1>;<40233;200;1>;<40234;200;1>;<40235;200;1>;<40236;200;1>;<40241;30;1>;<40242;30;1>;<40243;30;1>;<40244;30;1>;<40245;30;1>;<40246;30;1>;<40251;10;1>;<40252;10;1>;<40253;10;1>;<40254;10;1>;<40255;10;1>;<40256;10;1>;<40321;360;1>;<40322;360;1>;<40323;360;1>;<40324;360;1>;<40325;360;1>;<40326;360;1>;<40331;200;1>;<40332;200;1>>,<>,{}
8101,,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;0;1>;<40222;0;1>;<40223;0;1>;<40224;0;1>;<40225;0;1>;<40226;0;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;0;1>;<40422;0;1>;<40423;0;1>;<40424;0;1>;<40425;0;1>;<40426;0;1>;<40521;0;1>;<40522;0;1>;<40523;0;1>;<40524;0;1>;<40525;0;1>;<40526;0;1>;<40621;0;1>;<40622;0;1>;<40623;0;1>;<40624;0;1>;<40625;0;1>;<40626;0;1>;<40721;0;1>;<40722;0;1>;<40723;0;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;0;1>;<40922;0;1>;<40923;0;1>>,<>,{}
8102,,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;0;1>;<40232;0;1>;<40233;0;1>;<40234;0;1>;<40235;0;1>;<40236;0;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;0;1>;<40432;0;1>;<40433;0;1>;<40434;0;1>;<40435;0;1>;<40436;0;1>;<40531;0;1>;<40532;0;1>;<40533;0;1>;<40534;0;1>;<40535;0;1>;<40536;0;1>;<40631;0;1>;<40632;0;1>;<40633;0;1>;<40634;0;1>;<40635;0;1>;<40636;0;1>;<40731;0;1>;<40732;0;1>;<40733;0;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;0;1>;<40932;0;1>;<40933;0;1>>,<>,{}
8103,,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;0;1>;<40242;0;1>;<40243;0;1>;<40244;0;1>;<40245;0;1>;<40246;0;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;0;1>;<40442;0;1>;<40443;0;1>;<40444;0;1>;<40445;0;1>;<40446;0;1>;<40541;0;1>;<40542;0;1>;<40543;0;1>;<40544;0;1>;<40545;0;1>;<40546;0;1>;<40641;0;1>;<40642;0;1>;<40643;0;1>;<40644;0;1>;<40645;0;1>;<40646;0;1>;<40741;0;1>;<40742;0;1>;<40743;0;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;0;1>;<40942;0;1>;<40943;0;1>>,<>,{}
8104,,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;0;1>;<40252;0;1>;<40253;0;1>;<40254;0;1>;<40255;0;1>;<40256;0;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;0;1>;<40452;0;1>;<40453;0;1>;<40454;0;1>;<40455;0;1>;<40456;0;1>;<40551;0;1>;<40552;0;1>;<40553;0;1>;<40554;0;1>;<40555;0;1>;<40556;0;1>;<40651;0;1>;<40652;0;1>;<40653;0;1>;<40654;0;1>;<40655;0;1>;<40656;0;1>;<40751;0;1>;<40752;0;1>;<40753;0;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;0;1>;<40952;0;1>;<40953;0;1>>,<>,{}
8105,,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;0;1>;<40262;0;1>;<40263;0;1>;<40264;0;1>;<40265;0;1>;<40266;0;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;0;1>;<40462;0;1>;<40463;0;1>;<40464;0;1>;<40465;0;1>;<40466;0;1>;<40561;0;1>;<40562;0;1>;<40563;0;1>;<40564;0;1>;<40565;0;1>;<40566;0;1>;<40661;0;1>;<40662;0;1>;<40663;0;1>;<40664;0;1>;<40665;0;1>;<40666;0;1>;<40761;0;1>;<40762;0;1>;<40763;0;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;0;1>;<40962;0;1>;<40963;0;1>>,<>,{}
8201,,<<40121;0;1>;<40122;0;1>;<40123;0;1>;<40124;0;1>;<40125;0;1>;<40126;0;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;0;1>;<40322;0;1>;<40323;0;1>;<40324;0;1>;<40325;0;1>;<40326;0;1>;<40421;0;1>;<40422;0;1>;<40423;0;1>;<40424;0;1>;<40425;0;1>;<40426;0;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;0;1>;<40622;0;1>;<40623;0;1>;<40624;0;1>;<40625;0;1>;<40626;0;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;0;1>;<40822;0;1>;<40823;0;1>;<40921;0;1>;<40922;0;1>;<40923;0;1>>,<>,{}
8202,,<<40131;0;1>;<40132;0;1>;<40133;0;1>;<40134;0;1>;<40135;0;1>;<40136;0;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;0;1>;<40332;0;1>;<40333;0;1>;<40334;0;1>;<40335;0;1>;<40336;0;1>;<40431;0;1>;<40432;0;1>;<40433;0;1>;<40434;0;1>;<40435;0;1>;<40436;0;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;0;1>;<40632;0;1>;<40633;0;1>;<40634;0;1>;<40635;0;1>;<40636;0;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;0;1>;<40832;0;1>;<40833;0;1>;<40931;0;1>;<40932;0;1>;<40933;0;1>>,<>,{}
8203,,<<40141;0;1>;<40142;0;1>;<40143;0;1>;<40144;0;1>;<40145;0;1>;<40146;0;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;0;1>;<40342;0;1>;<40343;0;1>;<40344;0;1>;<40345;0;1>;<40346;0;1>;<40441;0;1>;<40442;0;1>;<40443;0;1>;<40444;0;1>;<40445;0;1>;<40446;0;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;0;1>;<40642;0;1>;<40643;0;1>;<40644;0;1>;<40645;0;1>;<40646;0;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;0;1>;<40842;0;1>;<40843;0;1>;<40941;0;1>;<40942;0;1>;<40943;0;1>>,<>,{}
8204,,<<40151;0;1>;<40152;0;1>;<40153;0;1>;<40154;0;1>;<40155;0;1>;<40156;0;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;0;1>;<40352;0;1>;<40353;0;1>;<40354;0;1>;<40355;0;1>;<40356;0;1>;<40451;0;1>;<40452;0;1>;<40453;0;1>;<40454;0;1>;<40455;0;1>;<40456;0;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;0;1>;<40652;0;1>;<40653;0;1>;<40654;0;1>;<40655;0;1>;<40656;0;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;0;1>;<40852;0;1>;<40853;0;1>;<40951;0;1>;<40952;0;1>;<40953;0;1>>,<>,{}
8205,,<<40161;0;1>;<40162;0;1>;<40163;0;1>;<40164;0;1>;<40165;0;1>;<40166;0;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;0;1>;<40362;0;1>;<40363;0;1>;<40364;0;1>;<40365;0;1>;<40366;0;1>;<40461;0;1>;<40462;0;1>;<40463;0;1>;<40464;0;1>;<40465;0;1>;<40466;0;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;0;1>;<40662;0;1>;<40663;0;1>;<40664;0;1>;<40665;0;1>;<40666;0;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;0;1>;<40862;0;1>;<40863;0;1>;<40961;0;1>;<40962;0;1>;<40963;0;1>>,<>,{}
8301,,<<40121;0;1>;<40122;0;1>;<40123;0;1>;<40124;0;1>;<40125;0;1>;<40126;0;1>;<40221;0;1>;<40222;0;1>;<40223;0;1>;<40224;0;1>;<40225;0;1>;<40226;0;1>;<40321;0;1>;<40322;0;1>;<40323;0;1>;<40324;0;1>;<40325;0;1>;<40326;0;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;0;1>;<40522;0;1>;<40523;0;1>;<40524;0;1>;<40525;0;1>;<40526;0;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;0;1>;<40722;0;1>;<40723;0;1>;<40821;0;1>;<40822;0;1>;<40823;0;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,<>,{}
8302,,<<40131;0;1>;<40132;0;1>;<40133;0;1>;<40134;0;1>;<40135;0;1>;<40136;0;1>;<40231;0;1>;<40232;0;1>;<40233;0;1>;<40234;0;1>;<40235;0;1>;<40236;0;1>;<40331;0;1>;<40332;0;1>;<40333;0;1>;<40334;0;1>;<40335;0;1>;<40336;0;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;0;1>;<40532;0;1>;<40533;0;1>;<40534;0;1>;<40535;0;1>;<40536;0;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;0;1>;<40732;0;1>;<40733;0;1>;<40831;0;1>;<40832;0;1>;<40833;0;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,<>,{}
8303,,<<40141;0;1>;<40142;0;1>;<40143;0;1>;<40144;0;1>;<40145;0;1>;<40146;0;1>;<40241;0;1>;<40242;0;1>;<40243;0;1>;<40244;0;1>;<40245;0;1>;<40246;0;1>;<40341;0;1>;<40342;0;1>;<40343;0;1>;<40344;0;1>;<40345;0;1>;<40346;0;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;0;1>;<40542;0;1>;<40543;0;1>;<40544;0;1>;<40545;0;1>;<40546;0;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;0;1>;<40742;0;1>;<40743;0;1>;<40841;0;1>;<40842;0;1>;<40843;0;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,<>,{}
