变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
3008,超级裂空座,超級烈空坐,Mega Rayquaza,Mega Rayquaza,메가레쿠쟈,Mega Rayquaza,เมก้าเร็คคูซา,config/portrait/speedranktouxiang/img_384_cjlkz@.png,1982,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3009,超级巨钳螳螂,超級巨鉗螳螂,Mega Scizor,Mega Scizor,메가핫삼,Mega Scizor,เมก้าฮัสซัม,config/portrait/speedranktouxiang/img_212_cjjqtl@.png,574,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3010,超级沙奈朵,超級沙奈朵,Mega Gardevoir,Mega Gardevoir,메가가디안,Mega Gardevoir,เมก้าเซอร์ไนท์,config/portrait/speedranktouxiang/img_282_cjsnd@.png,1396,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3011,超级波士可多拉,超級波士可多拉,Mega Aggron,Mega Aggron,메가보스로라,Mega Aggron,เมก้าบอสโกโดรา,config/portrait/speedranktouxiang/img_306_cjbskdl@.png,1504,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3012,原始固拉多,原始固拉多,Primal Groudon,Primal Groudon,원시그란돈,Primal Groudon,กราดอนดั้งเดิม,config/portrait/speedranktouxiang/img_383_cjgld@.png,1972,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3013,超级大比鸟,超級大比鳥,Mega Pidgeot,Mega Pidgeot,메가피죤투,Mega Pidgeot,เมก้าพิเจียต,config/portrait/speedranktouxiang/img_18_cjdbn@.png,54,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3014,蚊香蛙皇,蚊香蛙皇,Politoed,Politoed,왕구리,Politoed,เนียวโรโทโนะ,config/portrait/speedranktouxiang/img_186_wxwh@.png,254,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3015,呆呆王,呆呆王,Slowking,Slowking,야도킹,Slowking,ยาโดคิง,config/portrait/speedranktouxiang/img_199_ddw@.png,323,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3016,超级大钢蛇,超級大鋼蛇,Mega Steelix,Mega Steelix,메가강철톤,Mega Steelix,เมก้าฮากาเนล,config/portrait/speedranktouxiang/img_208_cjdgs@.png,403,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3017,椰蛋树,椰蛋樹,Exeggutor,Exeggutor,나시,Exeggutor,นัชชี,config/portrait/speedranktouxiang/img_103_yds@.png,442,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3018,魔墙人偶,魔牆人偶,Mr. Mime,Mr. Mime,마임맨,Mr. Mime,บาเรียด,config/portrait/speedranktouxiang/img_122_mqro@.png,562,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3019,超级暴鲤龙,超級暴鯉龍,Mega Gyarados,Mega Gyarados,메가갸라도스,Mega Gyarados,เมก้าเกียราดอส,config/portrait/speedranktouxiang/img_130_cjbll@.png,632,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3020,超级赫拉克罗斯,超級赫拉克羅斯,Mega Heracross,Mega Heracross,메가헤라크로스,Mega Heracross,เมก้าเฮราครอส,config/portrait/speedranktouxiang/img_214_cjhlkls@.png,1072,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3021,超级黑鲁加,超級黑魯加,Mega Houndoom,Mega Houndoom,메가헬가,Mega Houndoom,เมก้าเฮลการ์,config/portrait/speedranktouxiang/img_229_cjhlj@.png,1173,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3022,闪光超级班基拉斯,閃光超級班基拉斯,Shiny Mega Tyranitar,Mega Tyranitar Shiny,색이 다른 메가마기라스,Mega Tyranitar Brilhante,เมก้าบันกิรัสสีแตกต่าง,config/portrait/speedranktouxiang/img_248_sgcjbjls@.png,1254,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3023,超级火焰鸡,超級火焰雞,Mega Blaziken,Mega Blaziken,메가번치코,Mega Blaziken,เมก้าบาชาโม,config/portrait/speedranktouxiang/img_257_cjhyj@.png,1304,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3024,超级艾路雷朵,超級艾路雷朵,Mega Gallade,Mega Gallade,메가엘레이드,Mega Gallade,เมก้าเอล레이드,config/portrait/speedranktouxiang/img_475_cjalld@.png,1397,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3025,原始盖欧卡,原始蓋歐卡,Primal Kyogre,Primal Kyogre,원시가이오가,Primal Kyogre,ไคโอกาดั้งเดิม,config/portrait/speedranktouxiang/img_382_ysgok@.png,1962,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3026,超级路卡利欧,超級路卡利歐,Mega Lucario,Mega Lucario,메가루카리오,Mega Lucario,เมก้าลูคาริโอ,config/portrait/speedranktouxiang/img_448_cjlklo@.png,2243,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3027,席多蓝恩,席多藍恩,Heatran,Heatran,히드런,Heatran,ฮีดราน,config/portrait/speedranktouxiang/img_485_xdle@.png,2371,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3028,菲欧娜,霏歐納,Phione,Phione,피오네,Phione,ฟิโอเน,config/portrait/speedranktouxiang/img_489_fon@.png,2411,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3029,玛纳霏,瑪納霏,Manaphy,Manaphy,마나피,Manaphy,มานาฟี,config/portrait/speedranktouxiang/img_490_mnf@.png,2421,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3030,比克提尼,比克提尼,Victini,Victini,비크티니,Victini,วิคทินี,config/portrait/speedranktouxiang/img_494_bktn@.png,2461,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3031,小智版甲贺忍蛙,小智版甲賀忍蛙,Ash-Greninja,Ash-Greninja,지우개굴닌자,Ash-Greninja,เก็คโคกะซาโตชิ,config/portrait/speedranktouxiang/img_658_xzbjhrw@.png,3304,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3032,基格尔德,基格爾德,Zygarde,Zygarde,지가르데,Zygarde,ซี่การ์ด,config/portrait/speedranktouxiang/img_718_jged100@.png,3621,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3033,超级蒂安希,超級蒂安希,Mega Diancie,Mega Diancie,메가디안시,Mega Diancie,เมก้าเดียนซี,config/portrait/speedranktouxiang/img_719_cjdax@.png,3632,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3034,波尔凯迪恩,波爾凱尼恩,Volcanion,Volcanion,볼케니온,Volcanion,โวลเคเนียน,config/portrait/speedranktouxiang/img_721_bekne@.png,3651,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3035,炽焰咆哮虎,熾焰咆哮虎,Incineroar,Incineroar,어흥염,Incineroar,กาโอกาเอ็น,config/portrait/speedranktouxiang/img_727_cypxh@.png,3671,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3036,谜拟Q,謎擬Ｑ,Mimikyu,Mimikyu,따라큐,Mimikyu,มิสคิว,config/portrait/speedranktouxiang/img_778_mnq@.png,3961,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3037,露奈雅拉,露奈雅拉,Lunala,Lunala,루나아라,Lunala,ลูนาอาลา,config/portrait/speedranktouxiang/img_792_lnyl@.png,4024,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3038,虚吾伊德,虛吾伊德,Nihilego,Nihilego,텅비드,Nihilego,อุทซึรอยด์,config/portrait/speedranktouxiang/img_793_xwyd@.png,4031,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3039,铁火辉夜,鐵火輝夜,Celesteela,Celesteela,철화구야,Celesteela,เท็คคางูยะ,config/portrait/speedranktouxiang/img_797_thhy@.png,4071,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3040,纸御剑,紙御劍,Kartana,Kartana,종이신도,Kartana,คามิซึรุกิ,config/portrait/speedranktouxiang/img_798_zyj@.png,4081,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3041,玛机雅娜,瑪機雅娜,Magearna,Magearna,마기아나,Magearna,มาเกียนา,config/portrait/speedranktouxiang/img_801_mjyn@.png,4111,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3042,玛夏多,瑪夏多,Marshadow,Marshadow,마샤도,Marshadow,มาร์ชาโดว์,config/portrait/speedranktouxiang/img_802_mxd@.png,4121,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3043,垒磊石,壘磊石,Stakataka,Stakataka,차곡차곡,Stakataka,ซึนเดซึนเด,config/portrait/speedranktouxiang/img_805_lls@.png,4141,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3044,砰头小丑,砰頭小丑,Blacephalon,Blacephalon,두파팡,Blacephalon,ซูกาโดーン,config/portrait/speedranktouxiang/img_806_ptxc@.png,4151,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3045,闪光超级耿鬼,閃光超級耿鬼,Shiny Mega Gengar,Mega Gengar Shiny,색이 다른 메가 팬텀,Mega Gengar Brilhante,เมก้าเก็งการ์สีแตกต่าง,config/portrait/speedranktouxiang/img_94_yscjgg@.png,7021,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3046,爆肌蚊,爆肌蚊,Buzzwole,Buzzwole,매시붕,Buzzwole,มัสซีบูน,config/portrait/speedranktouxiang/img_810_bjw@.png,7071,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3047,奈克洛兹玛,奈克洛茲瑪,Necrozma,Necrozma,네크로즈마,Necrozma,เนครอสมา,config/portrait/speedranktouxiang/img_800_nklzm@.png,4101,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3048,起源梦幻,起源夢幻,Origin Mew,Mew Khởi nguyên,기원 뮤,Mew Origem,มิวต้นกำเนิด,config/portrait/speedranktouxiang/img_151_qymh@.png,7081,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3049,闪光超级沙奈朵,閃光超級沙奈朵,Shiny Mega Gardevoir,Mega Gardevoir Shiny,색이 다른 메가 가디안,Mega Gardevoir Brilhante,เมก้าเซอร์ไนท์สีแตกต่าง,config/portrait/speedranktouxiang/img_282_sgcjsnd@.png,7091,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3050,藏玛然特,藏瑪然特 (百戰勇者),Zamazenta (Hero of Many Battles),Zamazenta (Anh hùng),자마젠타 (역전의 용사),Zamazenta (Hero of Many Battles),ซามาเซ็นต้า (ผู้กล้าในอดีต),config/portrait/speedranktouxiang/img_889_zmrt@.png,7101,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3051,闪光超级艾路雷朵,閃光超級艾路雷朵,Shiny Mega Gallade,Mega Gallade Shiny,색이 다른 메가 엘레이드,Mega Gallade Brilhante,เมก้าเอล레이ดสีแตกต่าง,config/portrait/speedranktouxiang/img_475_sgcjalld@.png,7111,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3060,苍响,蒼響 (劍之王),Zacian (Crowned Sword),Zacian (Vua kiếm),자시안 (왕의 검),Zacian (Crowned Sword),ซาเชียน (ราชาแห่งดาบ),config/portrait/speedranktouxiang/img_888_cx@.png,7102,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3061,凯路迪欧·觉悟,凱路迪歐 (覺悟的樣子),Keldeo (Resolute Form),Keldeo (Resolute Form),케르디오 (각오의 모습),Keldeo (Resolute Form),เคลดิโอ (คาคุโกะโนะซึงาตะ),config/portrait/speedranktouxiang/img_647_kldo@.png,3252,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3062,超级超梦Y,超級超夢Y,Mega Mewtwo Y,Mega Mewtwo Y,메가뮤츠Y,Mega Mewtwo Y,เมก้ามิวทู Y,config/portrait/speedranktouxiang/img_150_cjcmy@.png,763,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3063,焰白酋雷姆,焰白酋雷姆,White Kyurem,White Kyurem,화이트큐레무,White Kyurem,ไวท์คิวเรม,config/portrait/speedranktouxiang/img_646_ybqlm@.png,3242,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3064,萨戮德,薩戮德,Zarude,Zarude,자루도,Zarude,ซารู้ด,config/portrait/speedranktouxiang/img_893_sldpf@.png,9041,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3065,大吾超级巨金怪,大吾 超級巨金怪,Steven's Mega Metagross,Mega Metagross của Steven,성호의 메가 메타그로스,Mega Metagross de Steven,เมก้าเมทากรอสของไดโกะ,config/portrait/speedranktouxiang/img_376_sgcjjjg@.png,9051,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3066,闪光超级路卡利欧,閃光超級路卡利歐,Shiny Mega Lucario,Mega Lucario Shiny,색이 다른 메가 루카리오,Mega Lucario Brilhante,เมก้าลูคาริโอสีแตกต่าง,config/portrait/speedranktouxiang/img_448_sgcjlklo@.png,9061,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3067,竹兰超级烈咬陆鲨,竹蘭 超級烈咬陸鯊,Cynthia's Mega Garchomp,Mega Garchomp của Cynthia,난천의 메가 한카리아스,Mega Garchomp de Cynthia,เมก้ากาเบรียสของชิโรนะ,config/portrait/speedranktouxiang/img_445_bzcjlyls@.png,9071,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3068,艾岚超级喷火龙X,艾嵐 超級噴火龍X,Alain's Mega Charizard X,Mega Charizard X của Alain,알랭의 메가 리자몽X,Mega Charizard X de Alain,เมก้าริซาร์ดอน X ของอลัน,config/portrait/speedranktouxiang/img_6_alcjphlx@.png,9081,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3069,闪光超级暴雪王,閃光超級暴雪王,Shiny Mega Abomasnow,Mega Abomasnow Shiny,색이 다른 메가 눈설왕,Mega Abomasnow Brilhante,เมก้ายูกิโนโอสีแตกต่าง,config/portrait/speedranktouxiang/img_460_sgcjbxw@.png,9091,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3070,蕾冠王·黑马,蕾冠王 (黑馬騎士),Calyrex (Shadow Rider),Calyrex (Hắc mã),버드렉스 (흑마 탄 모습),Calyrex (Cavaleiro Espectral),บัดเดร็กซ์ (ราชาอาชาดำ),config/portrait/speedranktouxiang/img_898_lgwhm@.png,9101,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3071,蕾冠王·白马,蕾冠王 (白馬騎士),Calyrex (Ice Rider),Calyrex (Bạch mã),버드렉스 (백마 탄 모습),Calyrex (Cavaleiro Glacial),บัดเดร็กซ์ (ราชาอาชาขาว),config/portrait/speedranktouxiang/img_898_lgwbm@.png,9111,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3072,假面超级火焰鸡,假面超級火焰雞,Masked Mega Blaziken,Mega Blaziken Mặt nạ,가면 메가 번치코,Mega Blaziken Mascarado,เมก้าบาชาโมสวมหน้ากาก,config/portrait/speedranktouxiang/img_257_jmcjhyj@.png,9121,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3073,超级诅咒娃娃,超級詛咒娃娃,Mega Banette,Mega Banette,메가다크펫,Mega Banette,เมก้าจุปเป็ตต้า,config/portrait/speedranktouxiang/img_354_cjzzww@.png,1803,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3074,无极汰那,無極汰那,Eternatus,Eternatus,무한다이노,Eternatus,มุเก็นไดนา,config/portrait/speedranktouxiang/img_890_wjtn@.png,9131,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3075,闪光超级蜥蜴王,閃光超級蜥蜴王,Shiny Mega Sceptile,Mega Sceptile Shiny,색이 다른 메가 나무킹,Mega Sceptile Brilhante,เมก้าจูไคน์สีแตกต่าง,config/portrait/speedranktouxiang/img_254_sgcjxyw@.png,9141,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3076,闪光超级妙蛙花,閃光超級妙蛙花,Shiny Mega Venusaur,Mega Venusaur Shiny,색이 다른 메가 이상해꽃,Mega Venusaur Brilhante,เมก้าฟุชิกิบานะสีแตกต่าง,config/portrait/speedranktouxiang/img_3_sgcjmwh@.png,9151,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3077,密勒顿,密勒頓,Miraidon,Miraidon,미라이돈,Miraidon,มิไรดอน,config/portrait/speedranktouxiang/img_1008_mld@.png,9161,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3078,小刚超级大刚蛇,小剛 超級大鋼蛇,Brock's Mega Steelix,Mega Steelix của Brock,웅의 메가 강철톤,Mega Steelix de Brock,เมก้าฮากาเนลของทาเคชิ,config/portrait/speedranktouxiang/img_208_xgcjdgs@.png,9171,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3079,冠军皮卡丘,冠軍皮卡丘,Champion Pikachu,Pikachu Vô địch,챔피언 피카츄,Pikachu Campeão,พิคาชูแชมป์เปี้ยน,config/portrait/speedranktouxiang/img_25_gjpkq@.png,9181,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3080,故勒顿,故勒頓,Koraidon,Koraidon,코라이돈,Koraidon,โคไรดอน,config/portrait/speedranktouxiang/img_1007_gld@.png,9191,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3081,希嘉娜超级暴飞龙,希嘉娜 超級暴飛龍,Zinnia's Mega Salamence,Mega Salamence của Zinnia,피아나의 메가 보만다,Mega Salamence de Zinnia,เมก้าโบมันเดอร์ของฮิกานะ,config/portrait/speedranktouxiang/img_373_xjncjbfl@.png,9201,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3082,暗黑酋雷姆,闇黑酋雷姆,Black Kyurem,Black Kyurem,블랙큐레무,Black Kyurem,แบล็คคิวเรม,config/portrait/speedranktouxiang/img_646_ahqlm@.png,3244,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3083,阿罗拉六尾,阿羅拉六尾,Alolan Vulpix,Vulpix Alola,알로라 식스테일,Alolan Vulpix,โรคอนร่างอโลลา,config/portrait/speedranktouxiang/img_37_alllw@.png,4181,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3084,阿罗拉九尾,阿羅拉九尾,Alolan Ninetales,Ninetales Alola,알로라 나인테일,Alolan Ninetales,คิวคอนร่างอโลลา,config/portrait/speedranktouxiang/img_38_alljw@.png,4182,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3085,泡沫栗鼠,泡沫栗鼠,Minccino,Minccino,치라미,Minccino,ชิรามี,config/portrait/speedranktouxiang/img_572_pmls@.png,2831,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3086,奇诺栗鼠,奇諾栗鼠,Cinccino,Cinccino,치라치노,Cinccino,ชิราชีโน,config/portrait/speedranktouxiang/img_573_qnls@.png,2832,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3087,超级超梦X,超級超夢X,Mega Mewtwo X,Mega Mewtwo X,메가뮤츠X,Mega Mewtwo X,เมก้ามิวทู X,config/portrait/speedranktouxiang/img_150_cjcmx@.png,762,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3088,龙卷云,龍捲雲 (化身形態),Tornadus (Incarnate Forme),Tornadus (Incarnate Forme),토네로스 (화신폼),Tornadus (Incarnate Forme),ทอร์เนลอส (เคชินฟอร์ม),config/portrait/speedranktouxiang/img_641_ljy@.png,3191,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3089,土地云,土地雲 (化身形態),Landorus (Incarnate Forme),Landorus (Incarnate Forme),랜드로스 (화신폼),Landorus (Incarnate Forme),แลนโดรอส (เคชินฟอร์ม),config/portrait/speedranktouxiang/img_645_tdy@.png,3231,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3090,基格尔德·10％,基格爾德 (10%形態),Zygarde (10% Forme),Zygarde (10% Forme),지가르데 (10%폼),Zygarde (10% Forme),ซี่การ์ด (10% ฟอร์ม),config/portrait/speedranktouxiang/img_718_jged10@.png,3621,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3091,基格尔德·50％,基格爾德 (50%形態),Zygarde (50% Forme),Zygarde (50% Forme),지가르데 (50%폼),Zygarde (50% Forme),ซี่การ์ด (50% ฟอร์ม),config/portrait/speedranktouxiang/img_718_jged50@.png,3622,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3092,波尔凯尼恩,波爾凱尼恩,Volcanion,Volcanion,볼케니온,Volcanion,โวลเคเนียน,config/portrait/speedranktouxiang/img_721_bekne@.png,3651,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3093,费洛美螂,費洛美螂,Pheromosa,Pheromosa,페로코체,Pheromosa,เฟโรเช,config/portrait/speedranktouxiang/img_795_flml@.png,4051,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3094,神·超梦,神·超夢,God Mewtwo,Thần Mewtwo,신 뮤츠,Deus Mewtwo,เทพมิวทู,config/portrait/speedranktouxiang/scm.png,8102,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3095,百变怪·紫色,百變怪 (紫色),Ditto (Purple),Ditto (Tím),메타몽 (보라색),Ditto (Roxo),เมตามอน (สีม่วง),config/portrait/speedranktouxiang/img_132_bbg_z@.png,9001,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3096,百变怪·橙色,百變怪 (橙色),Ditto (Orange),Ditto (Cam),메타몽 (주황색),Ditto (Laranja),เมตามอน (สีส้ม),config/portrait/speedranktouxiang/img_132_bbg_c@.png,9002,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3097,百变怪·红色,百變怪 (紅色),Ditto (Red),Ditto (Đỏ),메타몽 (빨간색),Ditto (Vermelho),เมตามอน (สีแดง),config/portrait/speedranktouxiang/img_132_bbg_r@.png,9003,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3098,黄昏之鬃,奈克洛茲瑪 (黃昏之鬃),Dusk Mane Necrozma,Necrozma Bờm Hoàng Hôn,네크로즈마 (황혼의 갈기),Necrozma Juba Crepuscular,เนครอสมา (แผงคอแห่งสนธยา),config/portrait/speedranktouxiang/img_800_hhzz@.png,9211,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
3099,黄昏之鬃皮肤,奈克洛茲瑪 (黃昏之鬃) (皮膚),Dusk Mane Necrozma (Skin),Necrozma Bờm Hoàng Hôn (Trang phục),네크로즈마 (황혼의 갈기) (스킨),Necrozma Juba Crepuscular (Skin),เนครอสมา (แผงคอแห่งสนธยา) (สกิน),config/portrait/speedranktouxiang/img_800_hhzzpf@.png,,,,170,,解锁对应精灵皮肤后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
