变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
7525,1013,225,30,{2103=50},{2103=100;16=200},0,<>
7526,1013,226,30,{902=50},{602=100},0,<>
7527,1013,227,30,{850=200},{851=100;502=50},0,<>
7528,1013,228,30,{520=50},{521=50},0,<>
7529,1013,229,30,{529=300},{529=500},0,<>
7530,1013,230,30,{532=10},{533=10},1,<1;2>
7531,1013,231,30,{151=200},{152=20},0,<>
7532,1013,232,30,{453=200},{529=2000;talent_point=30},0,<>
7533,1013,233,30,{5000=50},{930=100},0,<>
7534,1013,234,30,{605=60},{502=50;452=300},0,<>
7535,1013,235,30,{124=50},{121=50},0,<>
7536,1013,236,30,{2103=50},{2103=100;16=200},0,<>
7537,1013,237,30,{4000=200},{602=100},0,<>
7538,1013,238,30,{850=250},{851=100;502=50},0,<>
7539,1013,239,30,{520=50},{4000=300},0,<>
7540,1013,240,30,{532=10},{533=10;539=50},1,<1;2;3>
7541,1013,241,30,{14=150},{500=10;talent_point=20},0,<>
7542,1013,242,30,{5000=50},{930=100},0,<>
7543,1013,243,30,{451=150},{502=50;452=300},0,<>
7544,1013,244,30,{gold=5000000},{gold=10000000},0,<>
7545,1013,245,30,{2103=50},{2103=100;16=200},0,<>
7546,1013,246,30,{902=50},{602=100},0,<>
7547,1013,247,30,{850=200},{851=100;502=50},0,<>
7548,1013,248,30,{520=50},{521=50},0,<>
7549,1013,249,30,{529=300},{529=500},0,<>
7550,1013,250,30,{532=10},{533=10},1,<1;2>
7551,1013,251,30,{151=200},{152=20},0,<>
7552,1013,252,30,{453=200},{529=2000;talent_point=30},0,<>
7553,1013,253,30,{5000=50},{930=100},0,<>
7554,1013,254,30,{605=60},{502=50;452=300},0,<>
7555,1013,255,30,{124=50},{121=50},0,<>
7556,1013,256,30,{2103=50},{2103=100;16=200},0,<>
7557,1013,257,30,{4000=200},{602=100},0,<>
7558,1013,258,30,{850=250},{851=100;502=50},0,<>
7559,1013,259,30,{520=50},{4000=300},0,<>
7560,1013,260,30,{532=10},{533=10;539=50},1,<1;2;3>
7561,1013,261,30,{14=150},{500=10;talent_point=20},0,<>
7562,1013,262,30,{5000=50},{930=100},0,<>
7563,1013,263,30,{451=150},{502=50;452=300},0,<>
7564,1013,264,30,{gold=5000000},{gold=10000000},0,<>
7565,1013,265,30,{2103=50},{2103=100;16=200},0,<>
7566,1013,266,30,{902=50},{602=100},0,<>
7567,1013,267,30,{850=200},{851=100;502=50},0,<>
7568,1013,268,30,{520=50},{521=50},0,<>
7569,1013,269,30,{529=300},{529=500},0,<>
7570,1013,270,30,{532=10},{533=10},1,<1;2>
7571,1013,271,30,{151=200},{152=20},0,<>
7572,1013,272,30,{453=200},{529=2000;talent_point=30},0,<>
7573,1013,273,30,{5000=50},{930=100},0,<>
7574,1013,274,30,{605=60},{502=50;452=300},0,<>
7575,1013,275,30,{124=50},{121=50},0,<>
7576,1013,276,30,{2103=50},{2103=100;16=200},0,<>
7577,1013,277,30,{4000=200},{602=100},0,<>
7578,1013,278,30,{850=250},{851=100;502=50},0,<>
7579,1013,279,30,{520=50},{4000=300},0,<>
7580,1013,280,30,{532=10},{533=10;539=50},1,<1;2;3>
7581,1013,281,30,{14=150},{500=10;talent_point=20},0,<>
7582,1013,282,30,{5000=50},{930=100},0,<>
7583,1013,283,30,{451=150},{502=50;452=300},0,<>
7584,1013,284,30,{gold=5000000},{gold=10000000},0,<>
7585,1013,285,30,{2103=50},{2103=100;16=200},0,<>
7586,1013,286,30,{902=50},{602=100},0,<>
7587,1013,287,30,{850=200},{851=100;502=50},0,<>
7588,1013,288,30,{520=50},{521=50},0,<>
7589,1013,289,30,{529=300},{529=500},0,<>
7590,1013,290,30,{532=10},{533=10},1,<1;2>
7591,1013,291,30,{151=200},{152=20},0,<>
7592,1013,292,30,{453=200},{529=2000;talent_point=30},0,<>
7593,1013,293,30,{5000=50},{930=100},0,<>
7594,1013,294,30,{605=60},{502=50;452=300},0,<>
7595,1013,295,30,{124=50},{121=50},0,<>
7596,1013,296,30,{2103=50},{2103=100;16=200},0,<>
7597,1013,297,30,{4000=200},{602=100},0,<>
7598,1013,298,30,{850=250},{851=100;502=50},0,<>
7599,1013,299,30,{520=50},{4000=300},0,<>
7600,1013,300,30,{532=10},{533=10;539=50},1,<1;2;3>
7601,1013,301,30,{14=150},{500=10;talent_point=20},0,<>
7602,1013,302,30,{5000=50},{930=100},0,<>
7603,1013,303,30,{451=150},{502=50;452=300},0,<>
7604,1013,304,30,{gold=5000000},{gold=10000000},0,<>
7605,1013,305,30,{2103=50},{2103=100;16=200},0,<>
7606,1013,306,30,{902=50},{602=100},0,<>
7607,1013,307,30,{850=200},{851=100;502=50},0,<>
7608,1013,308,30,{520=50},{521=50},0,<>
7609,1013,309,30,{529=300},{529=500},0,<>
7610,1013,310,30,{532=10},{533=10},1,<1;2>
7611,1013,311,30,{151=200},{152=20},0,<>
7612,1013,312,30,{453=200},{529=2000;talent_point=30},0,<>
7613,1013,313,30,{5000=50},{930=100},0,<>
7614,1013,314,30,{605=60},{502=50;452=300},0,<>
7615,1013,315,30,{124=50},{121=50},0,<>
7616,1013,316,30,{2103=50},{2103=100;16=200},0,<>
7617,1013,317,30,{4000=200},{602=100},0,<>
7618,1013,318,30,{850=250},{851=100;502=50},0,<>
7619,1013,319,30,{520=50},{4000=300},0,<>
7620,1013,320,30,{532=10},{533=10;539=50},1,<1;2;3>
7621,1013,321,30,{14=150},{500=10;talent_point=20},0,<>
7622,1013,322,30,{5000=50},{930=100},0,<>
7623,1013,323,30,{451=150},{502=50;452=300},0,<>
7624,1013,324,30,{gold=5000000},{gold=10000000},0,<>
7625,1013,325,30,{2103=50},{2103=100;16=200},0,<>
7626,1013,326,30,{902=50},{602=100},0,<>
7627,1013,327,30,{850=200},{851=100;502=50},0,<>
7628,1013,328,30,{520=50},{521=50},0,<>
7629,1013,329,30,{529=300},{529=500},0,<>
7630,1013,330,30,{532=10},{533=10},1,<1;2>
7631,1013,331,30,{151=200},{152=20},0,<>
7632,1013,332,30,{453=200},{529=2000;talent_point=30},0,<>
7633,1013,333,30,{5000=50},{930=100},0,<>
7634,1013,334,30,{605=60},{502=50;452=300},0,<>
7635,1013,335,30,{124=50},{121=50},0,<>
7636,1013,336,30,{2103=50},{2103=100;16=200},0,<>
7637,1013,337,30,{4000=200},{602=100},0,<>
7638,1013,338,30,{850=250},{851=100;502=50},0,<>
7639,1013,339,30,{520=50},{4000=300},0,<>
7640,1013,340,30,{532=10},{533=10;539=50},1,<1;2;3>
7641,1013,341,30,{14=150},{500=10;talent_point=20},0,<>
7642,1013,342,30,{5000=50},{930=100},0,<>
7643,1013,343,30,{451=150},{502=50;452=300},0,<>
7644,1013,344,30,{gold=5000000},{gold=10000000},0,<>
7645,1013,345,30,{2103=50},{2103=100;16=200},0,<>
7646,1013,346,30,{902=50},{602=100},0,<>
7647,1013,347,30,{850=200},{851=100;502=50},0,<>
7648,1013,348,30,{520=50},{521=50},0,<>
7649,1013,349,30,{529=300},{529=500},0,<>
7650,1013,350,30,{532=10},{533=10},1,<1;2>
7651,1013,351,30,{151=200},{152=20},0,<>
7652,1013,352,30,{453=200},{529=2000;talent_point=30},0,<>
7653,1013,353,30,{5000=50},{930=100},0,<>
7654,1013,354,30,{605=60},{502=50;452=300},0,<>
7655,1013,355,30,{124=50},{121=50},0,<>
7656,1013,356,30,{2103=50},{2103=100;16=200},0,<>
7657,1013,357,30,{4000=200},{602=100},0,<>
7658,1013,358,30,{850=250},{851=100;502=50},0,<>
7659,1013,359,30,{520=50},{4000=300},0,<>
7660,1013,360,30,{532=10},{533=10;539=50},1,<1;2;3>
7661,1013,361,30,{14=150},{500=10;talent_point=20},0,<>
7662,1013,362,30,{5000=50},{930=100},0,<>
7663,1013,363,30,{451=150},{502=50;452=300},0,<>
7664,1013,364,30,{gold=5000000},{gold=10000000},0,<>
7665,1013,365,30,{2103=50},{2103=100;16=200},0,<>
7666,1013,366,30,{902=50},{602=100},0,<>
7667,1013,367,30,{850=200},{851=100;502=50},0,<>
7668,1013,368,30,{520=50},{521=50},0,<>
7669,1013,369,30,{529=300},{529=500},0,<>
7670,1013,370,30,{532=10},{533=10},1,<1;2>
7671,1013,371,30,{151=200},{152=20},0,<>
7672,1013,372,30,{453=200},{529=2000;talent_point=30},0,<>
7673,1013,373,30,{5000=50},{930=100},0,<>
7674,1013,374,30,{605=60},{502=50;452=300},0,<>
7675,1013,375,30,{124=50},{121=50},0,<>
7676,1013,376,30,{2103=50},{2103=100;16=200},0,<>
7677,1013,377,30,{4000=200},{602=100},0,<>
7678,1013,378,30,{850=250},{851=100;502=50},0,<>
7679,1013,379,30,{520=50},{4000=300},0,<>
7680,1013,380,30,{532=10},{533=10;539=50},1,<1;2;3>
7681,1013,381,30,{14=150},{500=10;talent_point=20},0,<>
7682,1013,382,30,{5000=50},{930=100},0,<>
7683,1013,383,30,{451=150},{502=50;452=300},0,<>
7684,1013,384,30,{gold=5000000},{gold=10000000},0,<>
7685,1013,385,30,{2103=50},{2103=100;16=200},0,<>
7686,1013,386,30,{902=50},{602=100},0,<>
7687,1013,387,30,{850=200},{851=100;502=50},0,<>
7688,1013,388,30,{520=50},{521=50},0,<>
7689,1013,389,30,{529=300},{529=500},0,<>
7690,1013,390,30,{532=10},{533=10},1,<1;2>
7691,1013,391,30,{151=200},{152=20},0,<>
7692,1013,392,30,{453=200},{529=2000;talent_point=30},0,<>
7693,1013,393,30,{5000=50},{930=100},0,<>
7694,1013,394,30,{605=60},{502=50;452=300},0,<>
7695,1013,395,30,{124=50},{121=50},0,<>
7696,1013,396,30,{2103=50},{2103=100;16=200},0,<>
7697,1013,397,30,{4000=200},{602=100},0,<>
7698,1013,398,30,{850=250},{851=100;502=50},0,<>
7699,1013,399,30,{520=50},{4000=300},0,<>
7700,1013,400,30,{532=10},{533=10;539=50},1,<1;2;3>
7701,1014,1,30,{9004=1},{2476=1;card={id=9081}},0,<>
7702,1014,2,30,{14=150},{500=10;talent_point=20},0,<>
7703,1014,3,30,{5000=50},{930=100},0,<>
7704,1014,4,30,{451=150},{502=50;452=300},0,<>
7705,1014,5,30,{gold=5000000},{gold=10000000},0,<>
7706,1014,6,30,{2103=50},{2103=100;16=200},0,<>
7707,1014,7,30,{902=50},{602=100},0,<>
7708,1014,8,30,{850=200},{851=100;502=50},0,<>
7709,1014,9,30,{520=50},{521=50},0,<>
7710,1014,10,30,{2076=1},{500=100},1,<1;2>
7711,1014,11,30,{151=200},{152=20},0,<>
7712,1014,12,30,{453=200},{529=2000;talent_point=30},0,<>
7713,1014,13,30,{5000=50},{930=100},0,<>
7714,1014,14,30,{605=60},{502=50;452=300},0,<>
7715,1014,15,30,{124=50},{121=50},0,<>
7716,1014,16,30,{2103=50},{2103=100;16=200},0,<>
7717,1014,17,30,{4000=200},{602=100},0,<>
7718,1014,18,30,{850=250},{851=100;502=50},0,<>
7719,1014,19,30,{520=50},{4000=300},0,<>
7720,1014,20,30,{6108=1},{rmb=98000;6108=2},1,<1;2;3>
7721,1014,21,30,{14=150},{500=10;talent_point=20},0,<>
7722,1014,22,30,{5000=50},{930=100},0,<>
7723,1014,23,30,{451=150},{502=50;452=300},0,<>
7724,1014,24,30,{gold=5000000},{gold=10000000},0,<>
7725,1014,25,30,{2103=50},{2103=100;16=200},0,<>
7726,1014,26,30,{902=50},{602=100},0,<>
7727,1014,27,30,{850=200},{851=100;502=50},0,<>
7728,1014,28,30,{520=50},{521=50},0,<>
7729,1014,29,30,{529=300},{529=500},0,<>
7730,1014,30,30,{2152=5},{2153=3},1,<1;2>
7731,1014,31,30,{151=200},{152=20},0,<>
7732,1014,32,30,{453=200},{529=2000;talent_point=30},0,<>
7733,1014,33,30,{5000=50},{930=100},0,<>
7734,1014,34,30,{605=60},{502=50;452=300},0,<>
7735,1014,35,30,{124=50},{121=50},0,<>
7736,1014,36,30,{2103=50},{2103=100;16=200},0,<>
7737,1014,37,30,{4000=200},{602=100},0,<>
7738,1014,38,30,{850=250},{851=100;502=50},0,<>
7739,1014,39,30,{520=50},{4000=300},0,<>
7740,1014,40,30,{gold=5000000},{503=10;2190=1},1,<1;2;3>
7741,1014,41,30,{14=150},{500=10;talent_point=20},0,<>
7742,1014,42,30,{5000=50},{930=100},0,<>
7743,1014,43,30,{451=150},{502=50;452=300},0,<>
7744,1014,44,30,{gold=5000000},{gold=10000000},0,<>
7745,1014,45,30,{2103=50},{2103=100;16=200},0,<>
7746,1014,46,30,{902=50},{602=100},0,<>
7747,1014,47,30,{850=200},{851=100;502=50},0,<>
7748,1014,48,30,{520=50},{521=50},0,<>
7749,1014,49,30,{529=300},{529=500},0,<>
7750,1014,50,30,{532=10},{533=10},1,<1;2>
7751,1014,51,30,{151=200},{152=20},0,<>
7752,1014,52,30,{453=200},{529=2000;talent_point=30},0,<>
7753,1014,53,30,{5000=50},{930=100},0,<>
7754,1014,54,30,{605=60},{502=50;452=300},0,<>
7755,1014,55,30,{124=50},{121=50},0,<>
7756,1014,56,30,{2103=50},{2103=100;16=200},0,<>
7757,1014,57,30,{4000=200},{602=100},0,<>
7758,1014,58,30,{850=250},{851=100;502=50},0,<>
7759,1014,59,30,{520=50},{4000=300},0,<>
7760,1014,60,30,{532=10},{533=10;539=50},1,<1;2;3>
7761,1014,61,30,{14=150},{500=10;talent_point=20},0,<>
7762,1014,62,30,{5000=50},{930=100},0,<>
7763,1014,63,30,{451=150},{502=50;452=300},0,<>
7764,1014,64,30,{gold=5000000},{gold=10000000},0,<>
7765,1014,65,30,{2103=50},{2103=100;16=200},0,<>
7766,1014,66,30,{902=50},{602=100},0,<>
7767,1014,67,30,{850=200},{851=100;502=50},0,<>
7768,1014,68,30,{520=50},{521=50},0,<>
7769,1014,69,30,{529=300},{529=500},0,<>
7770,1014,70,30,{532=10},{533=10},1,<1;2>
7771,1014,71,30,{151=200},{152=20},0,<>
7772,1014,72,30,{453=200},{529=2000;talent_point=30},0,<>
7773,1014,73,30,{5000=50},{930=100},0,<>
7774,1014,74,30,{605=60},{502=50;452=300},0,<>
7775,1014,75,30,{124=50},{121=50},0,<>
7776,1014,76,30,{2103=50},{2103=100;16=200},0,<>
7777,1014,77,30,{4000=200},{602=100},0,<>
7778,1014,78,30,{850=250},{851=100;502=50},0,<>
7779,1014,79,30,{520=50},{4000=300},0,<>
7780,1014,80,30,{532=10},{533=10;539=50},1,<1;2;3>
7781,1014,81,30,{14=150},{500=10;talent_point=20},0,<>
7782,1014,82,30,{5000=50},{930=100},0,<>
7783,1014,83,30,{451=150},{502=50;452=300},0,<>
7784,1014,84,30,{gold=5000000},{gold=10000000},0,<>
7785,1014,85,30,{2103=50},{2103=100;16=200},0,<>
7786,1014,86,30,{902=50},{602=100},0,<>
7787,1014,87,30,{850=200},{851=100;502=50},0,<>
7788,1014,88,30,{520=50},{521=50},0,<>
7789,1014,89,30,{529=300},{529=500},0,<>
7790,1014,90,30,{532=10},{533=10},1,<1;2>
7791,1014,91,30,{151=200},{152=20},0,<>
7792,1014,92,30,{453=200},{529=2000;talent_point=30},0,<>
7793,1014,93,30,{5000=50},{930=100},0,<>
7794,1014,94,30,{605=60},{502=50;452=300},0,<>
7795,1014,95,30,{124=50},{121=50},0,<>
7796,1014,96,30,{2103=50},{2103=100;16=200},0,<>
7797,1014,97,30,{4000=200},{602=100},0,<>
7798,1014,98,30,{850=250},{851=100;502=50},0,<>
7799,1014,99,30,{520=50},{4000=300},0,<>
7800,1014,100,30,{532=10},{533=10;539=50},1,<1;2;3>
7801,1014,101,30,{14=150},{500=10;talent_point=20},0,<>
7802,1014,102,30,{5000=50},{930=100},0,<>
7803,1014,103,30,{451=150},{502=50;452=300},0,<>
7804,1014,104,30,{gold=5000000},{gold=10000000},0,<>
7805,1014,105,30,{2103=50},{2103=100;16=200},0,<>
7806,1014,106,30,{902=50},{602=100},0,<>
7807,1014,107,30,{850=200},{851=100;502=50},0,<>
7808,1014,108,30,{520=50},{521=50},0,<>
7809,1014,109,30,{529=300},{529=500},0,<>
7810,1014,110,30,{532=10},{533=10},1,<1;2>
7811,1014,111,30,{151=200},{152=20},0,<>
7812,1014,112,30,{453=200},{529=2000;talent_point=30},0,<>
7813,1014,113,30,{5000=50},{930=100},0,<>
7814,1014,114,30,{605=60},{502=50;452=300},0,<>
7815,1014,115,30,{124=50},{121=50},0,<>
7816,1014,116,30,{2103=50},{2103=100;16=200},0,<>
7817,1014,117,30,{4000=200},{602=100},0,<>
7818,1014,118,30,{850=250},{851=100;502=50},0,<>
7819,1014,119,30,{520=50},{4000=300},0,<>
7820,1014,120,30,{532=10},{533=10;539=50},1,<1;2;3>
7821,1014,121,30,{14=150},{500=10;talent_point=20},0,<>
7822,1014,122,30,{5000=50},{930=100},0,<>
7823,1014,123,30,{451=150},{502=50;452=300},0,<>
7824,1014,124,30,{gold=5000000},{gold=10000000},0,<>
7825,1014,125,30,{2103=50},{2103=100;16=200},0,<>
7826,1014,126,30,{902=50},{602=100},0,<>
7827,1014,127,30,{850=200},{851=100;502=50},0,<>
7828,1014,128,30,{520=50},{521=50},0,<>
7829,1014,129,30,{529=300},{529=500},0,<>
7830,1014,130,30,{532=10},{533=10},1,<1;2>
7831,1014,131,30,{151=200},{152=20},0,<>
7832,1014,132,30,{453=200},{529=2000;talent_point=30},0,<>
7833,1014,133,30,{5000=50},{930=100},0,<>
7834,1014,134,30,{605=60},{502=50;452=300},0,<>
7835,1014,135,30,{124=50},{121=50},0,<>
7836,1014,136,30,{2103=50},{2103=100;16=200},0,<>
7837,1014,137,30,{4000=200},{602=100},0,<>
7838,1014,138,30,{850=250},{851=100;502=50},0,<>
7839,1014,139,30,{520=50},{4000=300},0,<>
7840,1014,140,30,{532=10},{533=10;539=50},1,<1;2;3>
7841,1014,141,30,{14=150},{500=10;talent_point=20},0,<>
7842,1014,142,30,{5000=50},{930=100},0,<>
7843,1014,143,30,{451=150},{502=50;452=300},0,<>
7844,1014,144,30,{gold=5000000},{gold=10000000},0,<>
7845,1014,145,30,{2103=50},{2103=100;16=200},0,<>
7846,1014,146,30,{902=50},{602=100},0,<>
7847,1014,147,30,{850=200},{851=100;502=50},0,<>
7848,1014,148,30,{520=50},{521=50},0,<>
7849,1014,149,30,{529=300},{529=500},0,<>
7850,1014,150,30,{532=10},{533=10},1,<1;2>
7851,1014,151,30,{151=200},{152=20},0,<>
7852,1014,152,30,{453=200},{529=2000;talent_point=30},0,<>
7853,1014,153,30,{5000=50},{930=100},0,<>
7854,1014,154,30,{605=60},{502=50;452=300},0,<>
7855,1014,155,30,{124=50},{121=50},0,<>
7856,1014,156,30,{2103=50},{2103=100;16=200},0,<>
7857,1014,157,30,{4000=200},{602=100},0,<>
7858,1014,158,30,{850=250},{851=100;502=50},0,<>
7859,1014,159,30,{520=50},{4000=300},0,<>
7860,1014,160,30,{532=10},{533=10;539=50},1,<1;2;3>
7861,1014,161,30,{14=150},{500=10;talent_point=20},0,<>
7862,1014,162,30,{5000=50},{930=100},0,<>
7863,1014,163,30,{451=150},{502=50;452=300},0,<>
7864,1014,164,30,{gold=5000000},{gold=10000000},0,<>
7865,1014,165,30,{2103=50},{2103=100;16=200},0,<>
7866,1014,166,30,{902=50},{602=100},0,<>
7867,1014,167,30,{850=200},{851=100;502=50},0,<>
7868,1014,168,30,{520=50},{521=50},0,<>
7869,1014,169,30,{529=300},{529=500},0,<>
7870,1014,170,30,{532=10},{533=10},1,<1;2>
7871,1014,171,30,{151=200},{152=20},0,<>
7872,1014,172,30,{453=200},{529=2000;talent_point=30},0,<>
7873,1014,173,30,{5000=50},{930=100},0,<>
7874,1014,174,30,{605=60},{502=50;452=300},0,<>
7875,1014,175,30,{124=50},{121=50},0,<>
7876,1014,176,30,{2103=50},{2103=100;16=200},0,<>
7877,1014,177,30,{4000=200},{602=100},0,<>
7878,1014,178,30,{850=250},{851=100;502=50},0,<>
7879,1014,179,30,{520=50},{4000=300},0,<>
7880,1014,180,30,{532=10},{533=10;539=50},1,<1;2;3>
7881,1014,181,30,{14=150},{500=10;talent_point=20},0,<>
7882,1014,182,30,{5000=50},{930=100},0,<>
7883,1014,183,30,{451=150},{502=50;452=300},0,<>
7884,1014,184,30,{gold=5000000},{gold=10000000},0,<>
7885,1014,185,30,{2103=50},{2103=100;16=200},0,<>
7886,1014,186,30,{902=50},{602=100},0,<>
7887,1014,187,30,{850=200},{851=100;502=50},0,<>
7888,1014,188,30,{520=50},{521=50},0,<>
7889,1014,189,30,{529=300},{529=500},0,<>
7890,1014,190,30,{532=10},{533=10},1,<1;2>
7891,1014,191,30,{151=200},{152=20},0,<>
7892,1014,192,30,{453=200},{529=2000;talent_point=30},0,<>
7893,1014,193,30,{5000=50},{930=100},0,<>
7894,1014,194,30,{605=60},{502=50;452=300},0,<>
7895,1014,195,30,{124=50},{121=50},0,<>
7896,1014,196,30,{2103=50},{2103=100;16=200},0,<>
7897,1014,197,30,{4000=200},{602=100},0,<>
7898,1014,198,30,{850=250},{851=100;502=50},0,<>
7899,1014,199,30,{520=50},{4000=300},0,<>
7900,1014,200,30,{532=10},{533=10;539=50},1,<1;2;3>
7901,1014,201,30,{14=150},{500=10;talent_point=20},0,<>
7902,1014,202,30,{5000=50},{930=100},0,<>
7903,1014,203,30,{451=150},{502=50;452=300},0,<>
7904,1014,204,30,{gold=5000000},{gold=10000000},0,<>
7905,1014,205,30,{2103=50},{2103=100;16=200},0,<>
7906,1014,206,30,{902=50},{602=100},0,<>
7907,1014,207,30,{850=200},{851=100;502=50},0,<>
7908,1014,208,30,{520=50},{521=50},0,<>
7909,1014,209,30,{529=300},{529=500},0,<>
7910,1014,210,30,{532=10},{533=10},1,<1;2>
7911,1014,211,30,{151=200},{152=20},0,<>
7912,1014,212,30,{453=200},{529=2000;talent_point=30},0,<>
7913,1014,213,30,{5000=50},{930=100},0,<>
7914,1014,214,30,{605=60},{502=50;452=300},0,<>
7915,1014,215,30,{124=50},{121=50},0,<>
7916,1014,216,30,{2103=50},{2103=100;16=200},0,<>
7917,1014,217,30,{4000=200},{602=100},0,<>
7918,1014,218,30,{850=250},{851=100;502=50},0,<>
7919,1014,219,30,{520=50},{4000=300},0,<>
7920,1014,220,30,{532=10},{533=10;539=50},1,<1;2;3>
7921,1014,221,30,{14=150},{500=10;talent_point=20},0,<>
7922,1014,222,30,{5000=50},{930=100},0,<>
7923,1014,223,30,{451=150},{502=50;452=300},0,<>
7924,1014,224,30,{gold=5000000},{gold=10000000},0,<>
7925,1014,225,30,{2103=50},{2103=100;16=200},0,<>
7926,1014,226,30,{902=50},{602=100},0,<>
7927,1014,227,30,{850=200},{851=100;502=50},0,<>
7928,1014,228,30,{520=50},{521=50},0,<>
7929,1014,229,30,{529=300},{529=500},0,<>
7930,1014,230,30,{532=10},{533=10},1,<1;2>
7931,1014,231,30,{151=200},{152=20},0,<>
7932,1014,232,30,{453=200},{529=2000;talent_point=30},0,<>
7933,1014,233,30,{5000=50},{930=100},0,<>
7934,1014,234,30,{605=60},{502=50;452=300},0,<>
7935,1014,235,30,{124=50},{121=50},0,<>
7936,1014,236,30,{2103=50},{2103=100;16=200},0,<>
7937,1014,237,30,{4000=200},{602=100},0,<>
7938,1014,238,30,{850=250},{851=100;502=50},0,<>
7939,1014,239,30,{520=50},{4000=300},0,<>
7940,1014,240,30,{532=10},{533=10;539=50},1,<1;2;3>
7941,1014,241,30,{14=150},{500=10;talent_point=20},0,<>
7942,1014,242,30,{5000=50},{930=100},0,<>
7943,1014,243,30,{451=150},{502=50;452=300},0,<>
7944,1014,244,30,{gold=5000000},{gold=10000000},0,<>
7945,1014,245,30,{2103=50},{2103=100;16=200},0,<>
7946,1014,246,30,{902=50},{602=100},0,<>
7947,1014,247,30,{850=200},{851=100;502=50},0,<>
7948,1014,248,30,{520=50},{521=50},0,<>
7949,1014,249,30,{529=300},{529=500},0,<>
7950,1014,250,30,{532=10},{533=10},1,<1;2>
7951,1014,251,30,{151=200},{152=20},0,<>
7952,1014,252,30,{453=200},{529=2000;talent_point=30},0,<>
7953,1014,253,30,{5000=50},{930=100},0,<>
7954,1014,254,30,{605=60},{502=50;452=300},0,<>
7955,1014,255,30,{124=50},{121=50},0,<>
7956,1014,256,30,{2103=50},{2103=100;16=200},0,<>
7957,1014,257,30,{4000=200},{602=100},0,<>
7958,1014,258,30,{850=250},{851=100;502=50},0,<>
7959,1014,259,30,{520=50},{4000=300},0,<>
7960,1014,260,30,{532=10},{533=10;539=50},1,<1;2;3>
7961,1014,261,30,{14=150},{500=10;talent_point=20},0,<>
7962,1014,262,30,{5000=50},{930=100},0,<>
7963,1014,263,30,{451=150},{502=50;452=300},0,<>
7964,1014,264,30,{gold=5000000},{gold=10000000},0,<>
7965,1014,265,30,{2103=50},{2103=100;16=200},0,<>
7966,1014,266,30,{902=50},{602=100},0,<>
7967,1014,267,30,{850=200},{851=100;502=50},0,<>
7968,1014,268,30,{520=50},{521=50},0,<>
7969,1014,269,30,{529=300},{529=500},0,<>
7970,1014,270,30,{532=10},{533=10},1,<1;2>
7971,1014,271,30,{151=200},{152=20},0,<>
7972,1014,272,30,{453=200},{529=2000;talent_point=30},0,<>
7973,1014,273,30,{5000=50},{930=100},0,<>
7974,1014,274,30,{605=60},{502=50;452=300},0,<>
7975,1014,275,30,{124=50},{121=50},0,<>
7976,1014,276,30,{2103=50},{2103=100;16=200},0,<>
7977,1014,277,30,{4000=200},{602=100},0,<>
7978,1014,278,30,{850=250},{851=100;502=50},0,<>
7979,1014,279,30,{520=50},{4000=300},0,<>
7980,1014,280,30,{532=10},{533=10;539=50},1,<1;2;3>
7981,1014,281,30,{14=150},{500=10;talent_point=20},0,<>
7982,1014,282,30,{5000=50},{930=100},0,<>
7983,1014,283,30,{451=150},{502=50;452=300},0,<>
7984,1014,284,30,{gold=5000000},{gold=10000000},0,<>
7985,1014,285,30,{2103=50},{2103=100;16=200},0,<>
7986,1014,286,30,{902=50},{602=100},0,<>
7987,1014,287,30,{850=200},{851=100;502=50},0,<>
7988,1014,288,30,{520=50},{521=50},0,<>
7989,1014,289,30,{529=300},{529=500},0,<>
7990,1014,290,30,{532=10},{533=10},1,<1;2>
7991,1014,291,30,{151=200},{152=20},0,<>
7992,1014,292,30,{453=200},{529=2000;talent_point=30},0,<>
7993,1014,293,30,{5000=50},{930=100},0,<>
7994,1014,294,30,{605=60},{502=50;452=300},0,<>
7995,1014,295,30,{124=50},{121=50},0,<>
7996,1014,296,30,{2103=50},{2103=100;16=200},0,<>
7997,1014,297,30,{4000=200},{602=100},0,<>
7998,1014,298,30,{850=250},{851=100;502=50},0,<>
7999,1014,299,30,{520=50},{4000=300},0,<>
8000,1014,300,30,{532=10},{533=10;539=50},1,<1;2;3>
8001,1014,301,30,{14=150},{500=10;talent_point=20},0,<>
8002,1014,302,30,{5000=50},{930=100},0,<>
8003,1014,303,30,{451=150},{502=50;452=300},0,<>
8004,1014,304,30,{gold=5000000},{gold=10000000},0,<>
8005,1014,305,30,{2103=50},{2103=100;16=200},0,<>
8006,1014,306,30,{902=50},{602=100},0,<>
8007,1014,307,30,{850=200},{851=100;502=50},0,<>
8008,1014,308,30,{520=50},{521=50},0,<>
8009,1014,309,30,{529=300},{529=500},0,<>
8010,1014,310,30,{532=10},{533=10},1,<1;2>
8011,1014,311,30,{151=200},{152=20},0,<>
8012,1014,312,30,{453=200},{529=2000;talent_point=30},0,<>
8013,1014,313,30,{5000=50},{930=100},0,<>
8014,1014,314,30,{605=60},{502=50;452=300},0,<>
8015,1014,315,30,{124=50},{121=50},0,<>
8016,1014,316,30,{2103=50},{2103=100;16=200},0,<>
8017,1014,317,30,{4000=200},{602=100},0,<>
