变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
413132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;803092>,{bones=<hitman_move1;hitman_move2>},TRUE,,
413133,803092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=1000;offsetX=0;lastTime=5066.6;delay=0;aniName=dubeibi_skill2},,,TRUE,,
413211,804001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
413221,804002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;133.3;133.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
413231,804008,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
413232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=-1;delay=0;lastTime=6933.3}>,,,,,,<90;804092;804093>,{bones=<hitman_move1>},TRUE,,
413233,804092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/shandi.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=1000;offsetX=0;lastTime=6933.3;delay=0;aniName=siezhenlong_skill2},,,TRUE,,
413234,804093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1000;offsetX=0;lastTime=6933.3;delay=0;aniName=siezhenlong_skill2},,,TRUE,,
414111,805001,,,,<0.5;0.5>,,<0;530>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
414121,805003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
414131,805004,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.4>,,<0;90;100;140;170;160;170>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
414132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=9233}>,,,,<90;805091;805092;805093;805094>,,TRUE,,
414133,805091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/changguan2.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=10;offsetX=0;lastTime=9141;delay=0;aniName=leileishi_skill2},,,TRUE,,
414134,805092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/diqiuchengshi.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=9;offsetX=0;lastTime=9141;delay=0;aniName=leileishi_skill2_qian},,,TRUE,,
414135,805093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=8;offsetX=0;lastTime=9141;delay=0;aniName=leileishi_skill2},,,TRUE,,
414136,805094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/diqiuchengshi.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-10;offsetX=0;lastTime=9141;delay=0;aniName=leileishi_skill2_hou},,,TRUE,,
414211,805101,,,,<0.2;0.3;0.5>,,<0;297;297>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
414221,805103,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
414231,805104,,,,<0.1;0.1;0.1;0.1;0.1;0.5>,,<0;200;200;200;1152;6463>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
414232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=9835}>,,,,<90;805191>,,TRUE,,
414233,805191,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-10;offsetX=0;lastTime=9835;delay=0;aniName=leileishi_pifu_skill2},,,TRUE,,
415111,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
415121,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
415131,1,,,,<0.5;0.5>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;383092;383093>,{bones=<hitman_move>},TRUE,,
416111,807001,,,,<0.25;0.25;0.25;0.25>,,<0;250;250;250>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
416121,807002,,,,<0.5;0.5>,,<0;800>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
416131,807003,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416132,807004,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416133,807005,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416134,807006,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416135,807007,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416136,807008,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416137,807009,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416138,807010,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416139,807011,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416140,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=19990}>,,,,<90;807091;807092>,,TRUE,,
416141,807091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1000;offsetX=0;lastTime=11947;delay=0;aniName=jielaaola_skill2},,,TRUE,,
416142,807092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/jitan.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1000;offsetX=0;lastTime=11947;delay=0;aniName=jielaaola_skill2},,,TRUE,,
416143,807012,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416144,807013,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,<{hide=false;delay=0;lastTime=2000}>,,,,,{bones=<hitman_move>},TRUE,,
416211,807101,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
416311,807201,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
416321,807205,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
416331,807209,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;970;560;540;3030>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
416332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=12937}>,,,,<90;807291;807292>,,TRUE,,
416333,807291,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/diqiuchengshi.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=12937;delay=0;aniName=jielaaola_pifu_skill2},,,TRUE,,
416334,807292,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=12937;delay=0;aniName=jielaaola_pifu_skill2},,,TRUE,,
416411,807401,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
416421,807402,,,,<0.1;0.1;0.1;0.1;0.3;0.3>,,<0;130;130;130;130;500>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
416431,807408,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;230;200;240;230>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
416432,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=8800}>,,,,<90;807491;807492>,,TRUE,,
416433,807491,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=-1;offsetX=0;lastTime=8800;delay=0;aniName=jielaaola_pifu2_skill2_qian},,,TRUE,,
416434,807492,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=8800;delay=0;aniName=jielaaola_pifu2_skill2_hou},,,TRUE,,
417111,808001,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;100;133.3;133.3;133.3;166.6;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417121,808011,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;166.6;100;133.3;100;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417131,808017,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417132,808018,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417133,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=99999;delay=0;lastTime=8633.3}>,,,,,,<90;808091;808092>,{bones=<hitman_move1;hitman_move2>},TRUE,,
417134,808091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_meilutan/hero_meilutan.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=1;offsetX=0;lastTime=8633.3;aniName=skill2_qian},,,TRUE,,
417135,808092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huahai.skel,{scale=0.71;screenPos=0;offsetY=-120;addTolayer=-1;aniLoop=false;zorder=-6;offsetX=-185;lastTime=8633.3;aniName=meilutan_skill2},,,TRUE,,
417211,809001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417221,809002,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6;300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417231,809011,,,,<0.2;0.2;0.3;0.3>,,<0;166.6;166.6;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417232,809015,,,,<0.2;0.2;0.3;0.3>,,<0;166.6;166.6;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417233,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=99999;delay=0;lastTime=8633.3}>,,,,,,<90;809091;809092;809093>,{bones=<hitman_move1;hitman_move2>},TRUE,,
417234,809091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/changguan2.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=99;offsetX=0;lastTime=15933.3;aniName=meilumeita_skill2_qian},,,TRUE,,
417235,809092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=15933.3;aniName=meilumeita_skill2},,,TRUE,,
417236,809093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/changguan2.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-10;offsetX=0;lastTime=15933.3;aniName=meilumeita_skill2_hou},,,TRUE,,
417511,808101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417521,808102,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417531,808103,,,,<0.2;0.2;0.3;0.3>,,<0;200;200;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417532,808107,,,,<0.2;0.2;0.3;0.3>,,<0;200;233.3;333.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,TRUE,,
417533,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90>,{bones=<hitman_move1;hitman_move2>},TRUE,,
417611,809101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417621,809102,,,,<0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
417631,809113,,,,<0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;400;233.3;133.3;66.6;166.6;233.3;433.3;400;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;333.3;833.3;3500;1466.6;2300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,
417632,809113,,,,<0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;400;233.3;133.3;66.6;166.6;233.3;433.3;400;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;333.3;833.3;3500;1466.6;2300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,
417633,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=999999999;delay=0;lastTime=17133.3}>,,,,,,<90;809192;809193>,{bones=<hitman_move;hitman_move2>},TRUE,,
417634,809192,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_meilumeitapf/hero_meilumeitapf.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=1;offsetX=0;lastTime=17133.3;aniName=skill2_qian},,,TRUE,,
417635,809193,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=17133.3;aniName=meilumeita_pifu_skill2},,,TRUE,,
418111,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
418121,37202,,,,<0.25;0.25;0.25;0.25>,,<0;70;70;130>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
418131,37206,,,,<0.25;0.25;0.25;0.25>,,<0;260;200;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
418132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=6567}>,,,,<90;4181331>,,TRUE,,
418133,4181331,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/bingchuan2.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=6567;aniName=aluolaliuwei_skill2},,,TRUE,,
418211,38201,,,,<0.5;0.5>,,<0;800>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
418221,38203,,,,<0.5;0.5>,,<0;1400>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
418231,38205,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
418232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=11300}>,,,,<90;4182331>,,TRUE,,
418233,4182331,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/cloud.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=11300;aniName=aluolajiuwei_skill2},,,TRUE,,
419111,360001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419121,360002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419131,360003,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.4>,,<0;133.3;133.3;133.3;133.3;133.3;533.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
419132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90>,,TRUE,,
419211,202001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419221,202002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419231,202003,,,,<0.5;0.5>,,<0;170>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
419232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=9666.6}>,,,,<90;202091;202092>,,TRUE,,
419233,202091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=1;offsetX=0;lastTime=9666.6;delay=0;aniName=guoranweng_skill2_qian},,,TRUE,,
419234,202092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=9666.6;delay=0;aniName=guoranweng_skill2_hou},,,TRUE,,
419311,202101,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419321,202102,,,,<0.5;0.5>,,<0;90>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
419331,202104,,,,<0.5;0.5>,,<0;600>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
419332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=22400}>,,,,<90>,,TRUE,,
460111,889001,,,,<0.5;0.5>,,<0;550>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
460121,889003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
460131,889004,,,,<0.1;0.1;0.2;0.3;0.3>,,<0;300;2010;5742;1221>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,
460132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=999999;delay=0;lastTime=32000}>,,,,,,<90;889091;889092;889093;889094>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4>},TRUE,,
460133,889091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/senlin2.skel,{scale=0.67;screenPos=0;offsetY=-10;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=27954;delay=0;aniName=zangmarante_skill2},,,TRUE,,
460134,889092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/xuedi.skel,{scale=0.68;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=-2;offsetX=0;lastTime=27954;delay=0;aniName=zangmarante_skill2},,,TRUE,,
460135,889093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/jitan.skel,{scale=0.66;screenPos=0;offsetY=-95;addTolayer=-1;aniLoop=false;zorder=-3;offsetX=0;lastTime=27954;delay=0;aniName=zangmarante_skill2},,,TRUE,,
460136,889094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dashu.skel,{scale=0.68;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=27954;delay=0;aniName=zangmarante_skill2},,,TRUE,,
468233,898091,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/cloud.skel,{scale=1;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=18666.6;delay=0;aniName=lgwbm_skill2},,,TRUE,,
468333,898691,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.66;screenPos=0;offsetY=-350;addTolayer=-1;aniLoop=false;zorder=1;offsetX=-350;lastTime=4833.3;aniName=heimawang_skill2_qian},,,TRUE,,
468334,898692,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/senlin.skel,{scale=0.66;screenPos=0;offsetY=-350;addTolayer=-1;aniLoop=false;zorder=1;offsetX=-350;lastTime=4833.3;aniName=heimawang_skill2},,,TRUE,,
468335,898693,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.66;screenPos=0;offsetY=-350;addTolayer=-1;aniLoop=false;zorder=1;offsetX=-350;lastTime=4833.3;aniName=heimawang_skill2_hou},,,TRUE,,
