变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
6060,4101,,,,,11,13,4.64%,0,
6061,4101,,,,,12,13,5.60%,0,
6062,4101,,,,,13,13,6.56%,0,
6063,4101,,,,,14,13,7.52%,0,
6064,4101,,,,,15,13,8.48%,0,
6065,4101,,,,,16,13,9.44%,0,
6066,4101,,,,,17,13,10.40%,0,
6067,4101,,,,,18,13,11.36%,0,
6068,4111,,,,,1,8,0%,0,
6069,4111,,,,,2,8,0%,0,
6070,4111,,,,,3,8,0%,0,
6071,4111,,,,,4,8,0.16%,0,
6072,4111,,,,,5,8,0.48%,0,
6073,4111,,,,,6,8,0.80%,0,
6074,4111,,,,,7,8,1.44%,0,
6075,4111,,,,,8,8,2.08%,0,
6076,4111,,,,,9,8,2.72%,0,
6077,4111,,,,,10,8,3.68%,0,
6078,4111,,,,,11,8,4.64%,0,
6079,4111,,,,,12,8,5.60%,0,
6080,4111,,,,,13,8,6.56%,0,
6081,4111,,,,,14,8,7.52%,0,
6082,4111,,,,,15,8,8.48%,0,
6083,4111,,,,,16,8,9.44%,0,
6084,4111,,,,,17,8,10.40%,0,
6085,4111,,,,,18,8,11.36%,0,
6086,4121,,,,,1,7,0%,0,
6087,4121,,,,,2,7,0%,0,
6088,4121,,,,,3,7,0.10%,0,
6089,4121,,,,,4,7,0.25%,0,
6090,4121,,,,,5,7,0.40%,0,
6091,4121,,,,,6,7,0.70%,0,
6092,4121,,,,,7,7,1%,0,
6093,4121,,,,,8,7,1.30%,0,
6094,4121,,,,,9,7,1.75%,0,
6095,4121,,,,,10,7,2.20%,0,
6096,4121,,,,,11,7,2.65%,0,
6097,4121,,,,,12,7,3.25%,0,
6098,4121,,,,,13,7,3.85%,0,
6099,4121,,,,,14,7,4.45%,0,
6100,4121,,,,,15,7,5.05%,0,
6101,4121,,,,,16,7,5.65%,0,
6102,4121,,,,,17,7,6.25%,0,
6103,4121,,,,,18,7,6.85%,0,
6104,4131,,,,,1,8,0%,0,
6105,4131,,,,,2,8,0%,0,
6106,4131,,,,,3,8,0.10%,0,
6107,4131,,,,,4,8,0.25%,0,
6108,4131,,,,,5,8,0.40%,0,
6109,4131,,,,,6,8,0.70%,0,
6110,4131,,,,,7,8,1%,0,
6111,4131,,,,,8,8,1.30%,0,
6112,4131,,,,,9,8,1.75%,0,
6113,4131,,,,,10,8,2.20%,0,
6114,4131,,,,,11,8,2.65%,0,
6115,4131,,,,,12,8,3.25%,0,
6116,4131,,,,,13,8,3.85%,0,
6117,4131,,,,,14,8,4.45%,0,
6118,4131,,,,,15,8,5.05%,0,
6119,4131,,,,,16,8,5.65%,0,
6120,4131,,,,,17,8,6.25%,0,
6121,4131,,,,,18,8,6.85%,0,
6122,4132,,,,,1,8,0%,0,
6123,4132,,,,,2,8,0%,0,
6124,4132,,,,,3,8,0.10%,0,
6125,4132,,,,,4,8,0.25%,0,
6126,4132,,,,,5,8,0.40%,0,
6127,4132,,,,,6,8,0.70%,0,
6128,4132,,,,,7,8,1%,0,
6129,4132,,,,,8,8,1.30%,0,
6130,4132,,,,,9,8,1.75%,0,
6131,4132,,,,,10,8,2.20%,0,
6132,4132,,,,,11,8,2.65%,0,
6133,4132,,,,,12,8,3.25%,0,
6134,4132,,,,,13,8,3.85%,0,
6135,4132,,,,,14,8,4.45%,0,
6136,4132,,,,,15,8,5.05%,0,
6137,4132,,,,,16,8,5.65%,0,
6138,4132,,,,,17,8,6.25%,0,
6139,4132,,,,,18,8,6.85%,0,
6140,4141,,,,,1,8,0%,0,
6141,4141,,,,,2,8,0%,0,
6142,4141,,,,,3,8,0.10%,0,
6143,4141,,,,,4,8,0.25%,0,
6144,4141,,,,,5,8,0.40%,0,
6145,4141,,,,,6,8,0.70%,0,
6146,4141,,,,,7,8,1%,0,
6147,4141,,,,,8,8,1.30%,0,
6148,4141,,,,,9,8,1.75%,0,
6149,4141,,,,,10,8,2.20%,0,
6150,4141,,,,,11,8,2.65%,0,
6151,4141,,,,,12,8,3.25%,0,
6152,4141,,,,,13,8,3.85%,0,
6153,4141,,,,,14,8,4.45%,0,
6154,4141,,,,,15,8,5.05%,0,
6155,4141,,,,,16,8,5.65%,0,
6156,4141,,,,,17,8,6.25%,0,
6157,4141,,,,,18,8,6.85%,0,
6158,4151,,,,,1,1,0%,0,
6159,4151,,,,,2,1,0.06%,0,
6160,4151,,,,,3,1,0.06%,0,
6161,4151,,,,,4,1,0.06%,0,
6162,4151,,,,,5,1,0.06%,0,
6163,4151,,,,,6,1,0.06%,0,
6164,4151,,,,,7,1,0.06%,0,
6165,4151,,,,,8,1,0.06%,0,
6166,4151,,,,,9,1,0.06%,0,
6167,4151,,,,,10,1,0.06%,0,
6168,4151,,,,,11,1,0.06%,0,
6169,4151,,,,,12,1,0.06%,0,
6170,4151,,,,,13,1,0.06%,0,
6171,4151,,,,,14,1,0.06%,0,
6172,4151,,,,,15,1,0.06%,0,
6173,4151,,,,,16,1,0.06%,0,
6174,4151,,,,,17,1,0.06%,0,
6175,4151,,,,,18,1,0.06%,0,
6176,9001,,,,,1,1,0%,0,
6177,9001,,,,,2,1,0.06%,0,
6178,9001,,,,,3,1,0.06%,0,
6179,9001,,,,,4,1,0.06%,0,
6180,9001,,,,,5,1,0.06%,0,
6181,9001,,,,,6,1,0.06%,0,
6182,9001,,,,,7,1,0.06%,0,
6183,9001,,,,,8,1,0.06%,0,
6184,9001,,,,,9,1,0.06%,0,
6185,9001,,,,,10,1,0.06%,0,
6186,9001,,,,,11,1,0.06%,0,
6187,9001,,,,,12,1,0.06%,0,
6188,9001,,,,,13,1,0.06%,0,
6189,9001,,,,,14,1,0.06%,0,
6190,9001,,,,,15,1,0.06%,0,
6191,9001,,,,,16,1,0.06%,0,
6192,9001,,,,,17,1,0.06%,0,
6193,9001,,,,,18,1,0.06%,0,
6194,9002,,,,,1,1,0%,0,
6195,9002,,,,,2,1,0.12%,0,
6196,9002,,,,,3,1,0.12%,0,
6197,9002,,,,,4,1,0.12%,0,
6198,9002,,,,,5,1,0.12%,0,
6199,9002,,,,,6,1,0.12%,0,
6200,9002,,,,,7,1,0.12%,0,
6201,9002,,,,,8,1,0.12%,0,
6202,9002,,,,,9,1,0.12%,0,
6203,9002,,,,,10,1,0.12%,0,
6204,9002,,,,,11,1,0.12%,0,
6205,9002,,,,,12,1,0.12%,0,
6206,9002,,,,,13,1,0.12%,0,
6207,9002,,,,,14,1,0.12%,0,
6208,9002,,,,,15,1,0.12%,0,
6209,9002,,,,,16,1,0.12%,0,
6210,9002,,,,,17,1,0.12%,0,
6211,9002,,,,,18,1,0.12%,0,
6212,9003,,,,,1,1,0%,0,
6213,9003,,,,,2,1,0.16%,0,
6214,9003,,,,,3,1,0.16%,0,
6215,9003,,,,,4,1,0.16%,0,
6216,9003,,,,,5,1,0.16%,0,
6217,9003,,,,,6,1,0.16%,0,
6218,9003,,,,,7,1,0.16%,0,
6219,9003,,,,,8,1,0.16%,0,
6220,9003,,,,,9,1,0.16%,0,
6221,9003,,,,,10,1,0.16%,0,
6222,9003,,,,,11,1,0.16%,0,
6223,9003,,,,,12,1,0.16%,0,
6224,9003,,,,,13,1,0.16%,0,
6225,9003,,,,,14,1,0.16%,0,
6226,9003,,,,,15,1,0.16%,0,
6227,9003,,,,,16,1,0.16%,0,
6228,9003,,,,,17,1,0.16%,0,
6229,9003,,,,,18,1,0.16%,0,
6230,7001,,,,,1,8,0%,0,
6231,7001,,,,,2,8,0%,0,
6232,7001,,,,,3,8,0.10%,0,
6233,7001,,,,,4,8,0.25%,0,
6234,7001,,,,,5,8,0.40%,0,
6235,7001,,,,,6,8,0.70%,0,
6236,7001,,,,,7,8,1%,0,
6237,7001,,,,,8,8,1.30%,0,
6238,7001,,,,,9,8,1.75%,0,
6239,7001,,,,,10,8,2.20%,0,
6240,7001,,,,,11,8,2.65%,0,
6241,7001,,,,,12,8,3.25%,0,
6242,7001,,,,,13,8,3.85%,0,
6243,7001,,,,,14,8,4.45%,0,
6244,7001,,,,,15,8,5.05%,0,
6245,7001,,,,,16,8,5.65%,0,
6246,7001,,,,,17,8,6.25%,0,
6247,7001,,,,,18,8,6.85%,0,
6248,4161,,,,,1,13,0%,0,
6249,4161,,,,,2,13,0%,0,
6250,4161,,,,,3,13,0%,0,
6251,4161,,,,,4,13,0.16%,0,
6252,4161,,,,,5,13,0.48%,0,
6253,4161,,,,,6,13,0.80%,0,
6254,4161,,,,,7,13,1.44%,0,
6255,4161,,,,,8,13,2.08%,0,
6256,4161,,,,,9,13,2.72%,0,
6257,4161,,,,,10,13,3.68%,0,
6258,4161,,,,,11,13,4.64%,0,
6259,4161,,,,,12,13,5.60%,0,
6260,4161,,,,,13,13,6.56%,0,
6261,4161,,,,,14,13,7.52%,0,
6262,4161,,,,,15,13,8.48%,0,
6263,4161,,,,,16,13,9.44%,0,
6264,4161,,,,,17,13,10.40%,0,
6265,4161,,,,,18,13,11.36%,0,
6266,4171,,,,,1,9,0%,0,
6267,4171,,,,,2,9,0%,0,
6268,4171,,,,,3,9,0%,0,
6269,4171,,,,,4,9,0.16%,0,
6270,4171,,,,,5,9,0.48%,0,
6271,4171,,,,,6,9,0.80%,0,
6272,4171,,,,,7,9,1.44%,0,
6273,4171,,,,,8,9,2.08%,0,
6274,4171,,,,,9,9,2.72%,0,
6275,4171,,,,,10,9,3.68%,0,
6276,4171,,,,,11,9,4.64%,0,
6277,4171,,,,,12,9,5.60%,0,
6278,4171,,,,,13,9,5.60%,0,
6279,4171,,,,,14,9,5.60%,0,
6280,4171,,,,,15,9,5.60%,0,
6281,4171,,,,,16,9,5.60%,0,
6282,4171,,,,,17,9,5.60%,0,
6283,4171,,,,,18,9,5.60%,0,
6284,4171,,,,,19,9,5.60%,0,
6285,4023,,,,,1,13,0%,0,
6286,4023,,,,,2,13,0%,0,
6287,4023,,,,,3,13,0%,0,
6288,4023,,,,,4,13,0.16%,0,
6289,4023,,,,,5,13,0.48%,0,
6290,4023,,,,,6,13,0.80%,0,
6291,4023,,,,,7,13,1.44%,0,
6292,4023,,,,,8,13,2.08%,0,
6293,4023,,,,,9,13,2.72%,0,
6294,4023,,,,,10,13,3.68%,0,
6295,4023,,,,,11,13,4.64%,0,
6296,4023,,,,,12,13,5.60%,0,
6297,4023,,,,,13,13,6.56%,0,
6298,4023,,,,,14,13,7.52%,0,
6299,4023,,,,,15,13,8.48%,0,
6300,4023,,,,,16,13,9.44%,0,
6301,4023,,,,,17,13,10.40%,0,
6302,4023,,,,,18,13,11.36%,0,
6303,4024,,,,,1,1,0%,0,
6304,4024,,,,,2,1,0%,0,
6305,4024,,,,,3,1,0%,0,
6306,4024,,,,,4,1,0.16%,0,
6307,4024,,,,,5,1,0.48%,0,
6308,4024,,,,,6,1,0.80%,0,
6309,4024,,,,,7,1,1.44%,0,
6310,4024,,,,,8,1,2.08%,0,
6311,4024,,,,,9,1,2.72%,0,
6312,4024,,,,,10,1,3.68%,0,
6313,4024,,,,,11,1,4.64%,0,
6314,4024,,,,,12,1,5.60%,0,
6315,4024,,,,,13,1,6.56%,0,
6316,4024,,,,,14,1,7.52%,0,
6317,4024,,,,,15,1,8.48%,0,
6318,4024,,,,,16,1,9.44%,0,
6319,4024,,,,,17,1,10.40%,0,
6320,4024,,,,,18,1,11.36%,0,
6321,1254,,,,,1,13,0%,0,
6322,1254,,,,,2,13,0%,0,
6323,1254,,,,,3,13,0%,0,
6324,1254,,,,,4,13,0.16%,0,
6325,1254,,,,,5,13,0.48%,0,
6326,1254,,,,,6,13,0.80%,0,
6327,1254,,,,,7,13,1.44%,0,
6328,1254,,,,,8,13,2.08%,0,
6329,1254,,,,,9,13,2.72%,0,
6330,1254,,,,,10,13,3.68%,0,
6331,1254,,,,,11,13,4.64%,0,
6332,1254,,,,,12,13,5.60%,0,
6333,1254,,,,,13,13,6.56%,0,
6334,1254,,,,,14,13,7.52%,0,
6335,1254,,,,,15,13,8.48%,0,
6336,1254,,,,,16,13,9.44%,0,
6337,1254,,,,,17,13,10.40%,0,
6338,1254,,,,,18,13,11.36%,0,
6339,7021,,,,,1,13,0%,0,
6340,7021,,,,,2,13,0%,0,
6341,7021,,,,,3,13,0%,0,
6342,7021,,,,,4,13,0.16%,0,
6343,7021,,,,,5,13,0.48%,0,
6344,7021,,,,,6,13,0.80%,0,
6345,7021,,,,,7,13,1.44%,0,
6346,7021,,,,,8,13,2.08%,0,
6347,7021,,,,,9,13,2.72%,0,
6348,7021,,,,,10,13,3.68%,0,
6349,7021,,,,,11,13,4.64%,0,
6350,7021,,,,,12,13,5.60%,0,
6351,7021,,,,,13,13,6.56%,0,
6352,7021,,,,,14,13,7.52%,0,
6353,7021,,,,,15,13,8.48%,0,
6354,7021,,,,,16,13,9.44%,0,
6355,7021,,,,,17,13,10.40%,0,
6356,7021,,,,,18,13,11.36%,0,
6357,7031,,,,,1,13,0%,0,
6358,7031,,,,,2,13,0%,0,
6359,7031,,,,,3,13,0%,0,
6360,7031,,,,,4,13,0.16%,0,
6361,7031,,,,,5,13,0.48%,0,
6362,7031,,,,,6,13,0.80%,0,
6363,7031,,,,,7,13,1.44%,0,
6364,7031,,,,,8,13,2.08%,0,
6365,7031,,,,,9,13,2.72%,0,
6366,7031,,,,,10,13,3.68%,0,
6367,7031,,,,,11,13,4.64%,0,
6368,7031,,,,,12,13,5.60%,0,
6369,7031,,,,,13,13,6.56%,0,
6370,7031,,,,,14,13,7.52%,0,
6371,7031,,,,,15,13,8.48%,0,
6372,7031,,,,,16,13,9.44%,0,
6373,7031,,,,,17,13,10.40%,0,
6374,7031,,,,,18,13,11.36%,0,
6375,7041,,,,,1,13,0%,0,
6376,7041,,,,,2,13,0%,0,
6377,7041,,,,,3,13,0%,0,
6378,7041,,,,,4,13,0.16%,0,
6379,7041,,,,,5,13,0.48%,0,
6380,7041,,,,,6,13,0.80%,0,
6381,7041,,,,,7,13,1.44%,0,
6382,7041,,,,,8,13,2.08%,0,
6383,7041,,,,,9,13,2.72%,0,
6384,7041,,,,,10,13,3.68%,0,
6385,7041,,,,,11,13,4.64%,0,
6386,7041,,,,,12,13,5.60%,0,
6387,7041,,,,,13,13,6.56%,0,
6388,7041,,,,,14,13,7.52%,0,
6389,7041,,,,,15,13,8.48%,0,
6390,7041,,,,,16,13,9.44%,0,
6391,7041,,,,,17,13,10.40%,0,
6392,7041,,,,,18,13,11.36%,0,
6393,7051,,,,,1,13,0%,0,
6394,7051,,,,,2,13,0%,0,
6395,7051,,,,,3,13,0%,0,
6396,7051,,,,,4,13,0.16%,0,
6397,7051,,,,,5,13,0.48%,0,
6398,7051,,,,,6,13,0.80%,0,
6399,7051,,,,,7,13,1.44%,0,
6400,7051,,,,,8,13,2.08%,0,
6401,7051,,,,,9,13,2.72%,0,
6402,7051,,,,,10,13,3.68%,0,
6403,7051,,,,,11,13,4.64%,0,
6404,7051,,,,,12,13,5.60%,0,
6405,7051,,,,,13,13,6.56%,0,
6406,7051,,,,,14,13,7.52%,0,
6407,7051,,,,,15,13,8.48%,0,
6408,7051,,,,,16,13,9.44%,0,
6409,7051,,,,,17,13,10.40%,0,
6410,7051,,,,,18,13,11.36%,0,
6411,7061,,,,,1,13,0%,0,
6412,7061,,,,,2,13,0%,0,
6413,7061,,,,,3,13,0%,0,
6414,7061,,,,,4,13,0.16%,0,
6415,7061,,,,,5,13,0.48%,0,
6416,7061,,,,,6,13,0.80%,0,
6417,7061,,,,,7,13,1.44%,0,
6418,7061,,,,,8,13,2.08%,0,
6419,7061,,,,,9,13,2.72%,0,
6420,7061,,,,,10,13,3.68%,0,
6421,7061,,,,,11,13,4.64%,0,
6422,7061,,,,,12,13,5.60%,0,
6423,7061,,,,,13,13,6.56%,0,
6424,7061,,,,,14,13,7.52%,0,
6425,7061,,,,,15,13,8.48%,0,
6426,7061,,,,,16,13,9.44%,0,
6427,7061,,,,,17,13,10.40%,0,
6428,7061,,,,,18,13,11.36%,0,
6429,7071,,,,,1,9,0%,0,
6430,7071,,,,,2,9,0%,0,
6431,7071,,,,,3,9,0%,0,
6432,7071,,,,,4,9,0.16%,0,
6433,7071,,,,,5,9,0.48%,0,
6434,7071,,,,,6,9,0.80%,0,
6435,7071,,,,,7,9,1.44%,0,
6436,7071,,,,,8,9,2.08%,0,
6437,7071,,,,,9,9,2.72%,0,
6438,7071,,,,,10,9,3.68%,0,
6439,7071,,,,,11,9,4.64%,0,
6440,7071,,,,,12,9,5.60%,0,
6441,7071,,,,,13,9,6.56%,0,
6442,7071,,,,,14,9,7.52%,0,
6443,7071,,,,,15,9,8.48%,0,
6444,7071,,,,,16,9,9.44%,0,
6445,7071,,,,,17,9,10.40%,0,
6446,7071,,,,,18,9,11.36%,0,
6447,7081,,,,,1,1,0%,0,
6448,7081,,,,,2,1,0%,0,
6449,7081,,,,,3,1,0%,0,
6450,7081,,,,,4,1,0.11%,0,
6451,7081,,,,,5,1,0.34%,0,
6452,7081,,,,,6,1,0.56%,0,
6453,7081,,,,,7,1,1.01%,0,
6454,7081,,,,,8,1,1.46%,0,
6455,7081,,,,,9,1,1.90%,0,
6456,7081,,,,,10,1,2.58%,0,
6457,7081,,,,,11,1,3.25%,0,
6458,7081,,,,,12,1,3.92%,0,
6459,7081,,,,,13,1,4.59%,0,
6460,7081,,,,,14,1,5.26%,0,
6461,7081,,,,,15,1,5.93%,0,
6462,7081,,,,,16,1,6.60%,0,
6463,7081,,,,,17,1,7.27%,0,
6464,7081,,,,,18,1,7.94%,0,
6465,7091,,,,,1,13,0%,0,
6466,7091,,,,,2,13,0%,0,
6467,7091,,,,,3,13,0%,0,
6468,7091,,,,,4,13,0.16%,0,
6469,7091,,,,,5,13,0.48%,0,
6470,7091,,,,,6,13,0.80%,0,
6471,7091,,,,,7,13,1.44%,0,
6472,7091,,,,,8,13,2.08%,0,
6473,7091,,,,,9,13,2.72%,0,
6474,7091,,,,,10,13,3.68%,0,
6475,7091,,,,,11,13,4.64%,0,
6476,7091,,,,,12,13,5.60%,0,
6477,7091,,,,,13,13,6.56%,0,
6478,7091,,,,,14,13,7.52%,0,
6479,7091,,,,,15,13,8.48%,0,
6480,7091,,,,,16,13,9.44%,0,
6481,7091,,,,,17,13,10.40%,0,
6482,7091,,,,,18,13,11.36%,0,
6483,7101,,,,,1,7,0%,0,
6484,7101,,,,,2,7,0%,0,
6485,7101,,,,,3,7,0%,0,
6486,7101,,,,,4,7,0.16%,0,
6487,7101,,,,,5,7,0.48%,0,
6488,7101,,,,,6,7,0.80%,0,
6489,7101,,,,,7,7,1.44%,0,
6490,7101,,,,,8,7,2.08%,0,
6491,7101,,,,,9,7,2.72%,0,
6492,7101,,,,,10,7,3.68%,0,
6493,7101,,,,,11,7,4.64%,0,
6494,7101,,,,,12,7,5.60%,0,
6495,7101,,,,,13,7,6.56%,0,
6496,7101,,,,,14,7,7.52%,0,
6497,7101,,,,,15,7,8.48%,0,
6498,7101,,,,,16,7,9.44%,0,
6499,7101,,,,,17,7,10.40%,0,
6500,7101,,,,,18,7,11.36%,0,
6501,7102,,,,,1,13,0%,0,
6502,7102,,,,,2,13,0%,0,
6503,7102,,,,,3,13,0%,0,
6504,7102,,,,,4,13,0.16%,0,
6505,7102,,,,,5,13,0.48%,0,
6506,7102,,,,,6,13,0.80%,0,
6507,7102,,,,,7,13,1.44%,0,
6508,7102,,,,,8,13,2.08%,0,
6509,7102,,,,,9,13,2.72%,0,
6510,7102,,,,,10,13,3.68%,0,
6511,7102,,,,,11,13,4.64%,0,
6512,7102,,,,,12,13,5.60%,0,
6513,7102,,,,,13,13,6.56%,0,
6514,7102,,,,,14,13,7.52%,0,
6515,7102,,,,,15,13,8.48%,0,
6516,7102,,,,,16,13,9.44%,0,
6517,7102,,,,,17,13,10.40%,0,
6518,7102,,,,,18,13,11.36%,0,
6519,7111,,,,,1,7,0%,0,
6520,7111,,,,,2,7,0%,0,
6521,7111,,,,,3,7,0%,0,
6522,7111,,,,,4,7,0.16%,0,
6523,7111,,,,,5,7,0.48%,0,
6524,7111,,,,,6,7,0.80%,0,
6525,7111,,,,,7,7,1.44%,0,
6526,7111,,,,,8,7,2.08%,0,
6527,7111,,,,,9,7,2.72%,0,
6528,7111,,,,,10,7,3.68%,0,
6529,7111,,,,,11,7,4.64%,0,
6530,7111,,,,,12,7,5.60%,0,
6531,7111,,,,,13,7,6.56%,0,
6532,7111,,,,,14,7,7.52%,0,
6533,7111,,,,,15,7,8.48%,0,
6534,7111,,,,,16,7,9.44%,0,
6535,7111,,,,,17,7,10.40%,0,
6536,7111,,,,,18,7,11.36%,0,
6537,7121,,,,,1,1,0%,0,
6538,7121,,,,,2,1,0%,0,
6539,7121,,,,,3,1,0%,0,
6540,7121,,,,,4,1,0.11%,0,
6541,7121,,,,,5,1,0.34%,0,
6542,7121,,,,,6,1,0.56%,0,
6543,7121,,,,,7,1,1.01%,0,
6544,7121,,,,,8,1,1.46%,0,
6545,7121,,,,,9,1,1.90%,0,
6546,7121,,,,,10,1,2.58%,0,
6547,7121,,,,,11,1,3.25%,0,
6548,7121,,,,,12,1,3.92%,0,
6549,7121,,,,,13,1,4.59%,0,
6550,7121,,,,,14,1,5.26%,0,
6551,7121,,,,,15,1,5.93%,0,
6552,7121,,,,,16,1,6.60%,0,
6553,7121,,,,,17,1,7.27%,0,
6554,7121,,,,,18,1,7.94%,0,
6555,9011,,,,,1,7,0%,0,
6556,9011,,,,,2,7,0%,0,
6557,9011,,,,,3,7,0%,0,
6558,9011,,,,,4,7,0.16%,0,
6559,9011,,,,,5,7,0.48%,0,
6560,9011,,,,,6,7,0.80%,0,
6561,9011,,,,,7,7,1.44%,0,
6562,9011,,,,,8,7,2.08%,0,
6563,9011,,,,,9,7,2.72%,0,
6564,9011,,,,,10,7,3.68%,0,
6565,9011,,,,,11,7,4.64%,0,
6566,9011,,,,,12,7,5.60%,0,
6567,9011,,,,,13,7,6.56%,0,
6568,9011,,,,,14,7,7.52%,0,
6569,9011,,,,,15,7,8.48%,0,
6570,9011,,,,,16,7,9.44%,0,
6571,9011,,,,,17,7,10.40%,0,
6572,9011,,,,,18,7,11.36%,0,
6573,9021,,,,,1,7,0%,0,
6574,9021,,,,,2,7,0%,0,
6575,9021,,,,,3,7,0%,0,
6576,9021,,,,,4,7,0.16%,0,
6577,9021,,,,,5,7,0.48%,0,
6578,9021,,,,,6,7,0.80%,0,
6579,9021,,,,,7,7,1.44%,0,
6580,9021,,,,,8,7,2.08%,0,
6581,9021,,,,,9,7,2.72%,0,
6582,9021,,,,,10,7,3.68%,0,
6583,9021,,,,,11,7,4.64%,0,
6584,9021,,,,,12,7,5.60%,0,
6585,9021,,,,,13,7,6.56%,0,
6586,9021,,,,,14,7,7.52%,0,
6587,9021,,,,,15,7,8.48%,0,
6588,9021,,,,,16,7,9.44%,0,
6589,9021,,,,,17,7,10.40%,0,
6590,9021,,,,,18,7,11.36%,0,
6591,9013,,,,,1,7,0%,0,
6592,9013,,,,,2,7,0%,0,
6593,9013,,,,,3,7,0%,0,
6594,9013,,,,,4,7,0.16%,0,
6595,9013,,,,,5,7,0.48%,0,
6596,9013,,,,,6,7,0.80%,0,
6597,9013,,,,,7,7,1.44%,0,
6598,9013,,,,,8,7,2.08%,0,
6599,9013,,,,,9,7,2.72%,0,
6600,9013,,,,,10,7,3.68%,0,
6601,9013,,,,,11,7,4.64%,0,
6602,9013,,,,,12,7,5.60%,0,
6603,9013,,,,,13,7,6.56%,0,
6604,9013,,,,,14,7,7.52%,0,
6605,9013,,,,,15,7,8.48%,0,
6606,9013,,,,,16,7,9.44%,0,
6607,9013,,,,,17,7,10.40%,0,
6608,9013,,,,,18,7,11.36%,0,
6609,3252,,,,,1,8,0%,0,
6610,3252,,,,,2,8,0%,0,
6611,3252,,,,,3,8,0%,0,
6612,3252,,,,,4,8,0.16%,0,
6613,3252,,,,,5,8,0.48%,0,
6614,3252,,,,,6,8,0.80%,0,
6615,3252,,,,,7,8,1.44%,0,
6616,3252,,,,,8,8,2.08%,0,
6617,3252,,,,,9,8,2.72%,0,
6618,3252,,,,,10,8,3.68%,0,
6619,3252,,,,,11,8,4.64%,0,
6620,3252,,,,,12,8,5.60%,0,
6621,3252,,,,,13,8,6.56%,0,
6622,3252,,,,,14,8,7.52%,0,
6623,3252,,,,,15,8,8.48%,0,
6624,3252,,,,,16,8,9.44%,0,
6625,3252,,,,,17,8,10.40%,0,
6626,3252,,,,,18,8,11.36%,0,
6627,8101,,,,,1,8,0%,0,
6628,8101,,,,,2,8,0%,0,
6629,8101,,,,,3,8,0.10%,0,
6630,8101,,,,,4,8,0.25%,0,
6631,8101,,,,,5,8,0.40%,0,
6632,8101,,,,,6,8,0.70%,0,
6633,8101,,,,,7,8,1%,0,
6634,8101,,,,,8,8,1.30%,0,
6635,8101,,,,,9,8,1.75%,0,
6636,8101,,,,,10,8,2.20%,0,
6637,8101,,,,,11,8,2.65%,0,
6638,8101,,,,,12,8,3.25%,0,
6639,8101,,,,,13,8,3.85%,0,
6640,8101,,,,,14,8,4.45%,0,
6641,8101,,,,,15,8,5.05%,0,
6642,8101,,,,,16,8,5.65%,0,
6643,8101,,,,,17,8,6.25%,0,
6644,8101,,,,,18,8,6.85%,0,
6645,8102,,,,,1,8,0%,0,
6646,8102,,,,,2,8,0%,0,
6647,8102,,,,,3,8,0%,0,
6648,8102,,,,,4,8,0.50%,0,
6649,8102,,,,,5,8,1.00%,0,
6650,8102,,,,,6,8,1.50%,0,
6651,8102,,,,,7,8,2.00%,0,
6652,8102,,,,,8,8,2.50%,0,
6653,8102,,,,,9,8,3.00%,0,
6654,8102,,,,,10,8,4.00%,0,
6655,8102,,,,,11,8,5.00%,0,
6656,8102,,,,,12,8,6.00%,0,
6657,8102,,,,,13,8,7.00%,0,
6658,8102,,,,,14,8,8.00%,0,
6659,8102,,,,,15,8,9.00%,0,
6660,8102,,,,,16,8,11.00%,0,
6661,8102,,,,,17,8,13.00%,0,
6662,8102,,,,,18,8,15.00%,0,
6663,8103,,,,,1,7,0%,0,
6664,8103,,,,,2,7,0%,0,
6665,8103,,,,,3,7,0%,0,
6666,8103,,,,,4,7,0.16%,0,
6667,8103,,,,,5,7,0.48%,0,
6668,8103,,,,,6,7,0.80%,0,
6669,8103,,,,,7,7,1.44%,0,
6670,8103,,,,,8,7,2.08%,0,
6671,8103,,,,,9,7,2.72%,0,
6672,8103,,,,,10,7,3.68%,0,
6673,8103,,,,,11,7,4.64%,0,
6674,8103,,,,,12,7,5.60%,0,
6675,8103,,,,,13,7,6.56%,0,
6676,8103,,,,,14,7,7.52%,0,
6677,8103,,,,,15,7,8.48%,0,
6678,8103,,,,,16,7,9.44%,0,
6679,8103,,,,,17,7,10.40%,0,
6680,8103,,,,,18,7,11.36%,0,
6681,8104,,,,,1,9,0%,0,
6682,8104,,,,,2,9,0%,0,
6683,8104,,,,,3,9,0.10%,0,
6684,8104,,,,,4,9,0.25%,0,
6685,8104,,,,,5,9,0.40%,0,
6686,8104,,,,,6,9,0.70%,0,
6687,8104,,,,,7,9,1%,0,
6688,8104,,,,,8,9,1.30%,0,
6689,8104,,,,,9,9,1.75%,0,
6690,8104,,,,,10,9,2.20%,0,
6691,8104,,,,,11,9,2.65%,0,
6692,8104,,,,,12,9,3.25%,0,
6693,8104,,,,,13,9,3.85%,0,
6694,8104,,,,,14,9,4.45%,0,
6695,8104,,,,,15,9,5.05%,0,
6696,8104,,,,,16,9,5.65%,0,
6697,8104,,,,,17,9,6.25%,0,
6698,8104,,,,,18,9,6.85%,0,
6699,8105,,,,,1,13,0%,0,
6700,8105,,,,,2,13,0%,0,
6701,8105,,,,,3,13,0.10%,0,
